coptic,greek
ⲥⲫⲁⲓⲣⲓⲕⲟⲛ,σφαιρικος
ⲥⲫⲉⲛⲇⲟⲛⲏ,σφενδονη
ⲥⲫⲉⲣⲁ,σφαιρα
ⲥⲫⲟⲛⲅⲟⲥ,σφογγος
ⲥⲫⲟⲛⲇⲩⲗⲟⲥ,σφονδυλος
ⲥⲫⲣⲁⲅⲓⲍⲉ,σφραγιζω
ⲥⲫⲣⲁⲅⲓⲍⲓⲛ,σφραγιζω
ⲥⲫⲣⲁⲅⲓⲥ,σφραγις
ⲥⲭⲉⲇⲟⲛ,σχεδον
ⲥⲭⲏⲙⲁ,σχημα
ⲥⲭⲓⲟⲛ,ισχιον
ⲥⲭⲓⲥⲙⲁ,σχισμα
ⲥⲭⲓⲥⲧⲟⲩ,σχιστος
ⲥⲭⲓⲧⲁⲣⲓⲛ,σχεδαριον
ⲥⲭⲟⲓⲛⲓⲟⲛ,σχοινιον
ⲥⲭⲟⲓⲛⲟⲥ,σχοινος
ⲥⲭⲟⲗⲁⲍⲉ,σχολαζω
ⲥⲭⲟⲗⲁⲥⲧⲓⲕⲟⲥ,σχολαστικος
ⲥⲱⲇⲓⲟⲛ,ζωδιον
ⲥⲱⲙⲁ,σωμα
ⲥⲱⲙⲁⲧⲓⲍⲉ,σωματιζω
ⲥⲱⲙⲁⲧⲓⲕⲏ,σωματικος
ⲥⲱⲙⲁⲧⲓⲕⲟⲛ,σωματικος
ⲥⲱⲙⲁⲧⲓⲕⲟⲥ,σωματικος
ⲥⲱⲙⲁⲧⲓⲟⲛ,σωματιον
ⲥⲱⲧⲏⲣ,σωτηρ
ⲥⲱⲧⲏⲣⲓⲁ,σωτηρια
ⲥⲱⲿⲟⲩⲛ,ζωδιον
ⲥⲿⲭⲟⲥ,στιχος
ⲧⲁⲅⲙⲁ,ταγμα
ⲧⲁⲗⲁⲓⲡⲟⲣⲉⲓ,ταλαιπωρεω
ⲧⲁⲗⲁⲓⲡⲱⲣⲓⲁ,ταλαιπωρια
ⲧⲁⲗⲁⲓⲡⲱⲣⲟⲛ,ταλαιπωρος
ⲧⲁⲗⲁⲓⲡⲱⲣⲟⲥ,ταλαιπωρος
ⲧⲁⲙⲉⲓⲟⲛ,ταμειον
ⲧⲁⲙⲓⲁⲥ,ταμιας
ⲧⲁⲛⲓⲥⲧⲏⲥ,δανειστης
ⲧⲁⲝⲓⲥ,ταξις
ⲧⲁⲡⲁⲛⲉⲩⲉ,δαπαναω
ⲧⲁⲡⲁⲛⲏ,δαπαναω
ⲧⲁⲣⲁⲥⲥⲉ,ταρασσω
ⲧⲁⲣⲁⲭⲏ,ταραχη
ⲧⲁⲣⲁⲭⲟⲥ,ταραχος
ⲧⲁⲣⲓⲕ,ταριχος
ⲧⲁⲣⲓⲥⲉⲟⲥ,ταρσευς
ⲧⲁⲣⲓⲭⲓⲟⲛ,ταριχον
ⲧⲁⲣⲙⲟⲥ,θερμος
ⲧⲁⲣⲧⲁⲣⲟⲛ,ταρταρος
ⲧⲁⲣⲧⲁⲣⲟⲥ,ταρταρος
ⲧⲁⲥⲥⲉ,τασσω
ⲧⲁⲩⲣⲟⲥ,ταυρος
ⲧⲁⲫⲟⲥ,ταφος
ⲧⲁⲭⲁ,ταχα
ⲧⲁⲭⲏ,ταχυνω
ⲧⲁⲭⲩ,ταχυ
ⲧⲉⲗⲉ,τελεω
ⲧⲉⲗⲉⲓⲁ,τελειος
ⲧⲉⲗⲉⲓⲟⲛ,τελειος
ⲧⲉⲗⲉⲓⲟⲥ,τελειος
ⲧⲉⲗⲉⲱⲥ,τελεως
ⲧⲉⲗⲓ,τελεω
ⲧⲉⲗⲓⲟⲩ,τελειοω
ⲧⲉⲗⲟⲥ,τελος
ⲧⲉⲗⲱⲛⲏⲥ,τελωνης
ⲧⲉⲗⲱⲛⲓⲟⲛ,τελωνιον
ⲧⲉⲣⲉⲃⲓⲛⲑⲟⲥ,τερεβινθος
ⲧⲉⲣⲡⲉ,τερπω
ⲧⲉⲣⲡⲉⲥⲑⲁⲓ,τερπω
ⲧⲉⲣⲯⲓⲥ,τερψις
ⲧⲉⲥⲉⲣⲁⲕⲟⲥⲧⲉ,τεσσερακοστη
ⲧⲉⲥⲥⲁⲣⲉⲥⲕⲁⲓⲇⲉⲕⲁⲧⲏ,τεσσαρεσκαιδεκατος
ⲧⲉⲧⲁⲣⲧⲏⲥ,τεταρτος
ⲧⲉⲧⲁⲣⲧⲟⲛ,τεταρτος
ⲧⲉⲧⲣⲁⲅⲱⲛⲟⲛ,τετραγωνος
ⲧⲉⲧⲣⲁⲡⲟⲇⲟⲛ,τετραποδος
ⲧⲉⲧⲣⲁⲡⲩⲗⲱⲛ,τετραπυλον
ⲧⲉⲧⲣⲁⲣⲭⲏⲥ,τετραρχης
ⲧⲉⲧⲣⲁⲥ,τετρας
ⲧⲉⲩⲧⲉⲣⲟⲛⲟⲙⲓⲟⲛ,δευτερονομιον
ⲧⲉⲩⲧⲉⲣⲟⲛⲟⲙⲟⲥ,δευτερονομος
ⲧⲉⲫⲣⲁ,τεφρα
ⲧⲉⲭⲛⲏ,τεχνη
ⲧⲉⲭⲛⲓⲧⲏⲥ,τεχνιτης
ⲧⲉⲱⲥ,τεως
ⲧⲏⲙⲟⲥ,δημος
ⲧⲏⲣⲉⲓ,τηρεω
ⲧⲏⲣⲓ,τηρεω
ⲧⲓⲙⲁ,τιμαω
ⲧⲓⲙⲁⲛ,τιμαω
ⲧⲓⲙⲏ,τιμη
ⲧⲓⲙⲓⲱⲧⲁⲧⲟⲥ,τιμιωτατος
ⲧⲓⲙⲓⲱⲧⲏⲥ,τιμιοτης
ⲧⲓⲙⲱⲣⲉⲓ,τιμωρεω
ⲧⲓⲙⲱⲣⲓⲁ,τιμωρια
ⲧⲓⲣⲱⲛ,τιρων
ⲧⲓⲥⲕⲟⲥ,δισκος
ⲧⲓⲧⲗⲟⲥ,τιτλος
ⲧⲟⲓⲛⲩⲛ,τοινυν
ⲧⲟⲕⲙⲁⲇⲓⲕⲟⲥ,δογματικος
ⲧⲟⲕⲙⲁⲧⲓⲕⲟⲛ,δογματικος
ⲧⲟⲕⲝⲟⲧⲟⲥ,τοξοτης
ⲧⲟⲗⲉⲙⲟⲛ,τελαμων
ⲧⲟⲗⲙⲁ,τολμα
ⲧⲟⲗⲙⲁ,τολμαω
ⲧⲟⲗⲙⲁⲛ,τολμαω
ⲧⲟⲗⲙⲉⲥⲓⲁ,τολμησια
ⲧⲟⲗⲙⲏ,τολμη
ⲧⲟⲗⲙⲏⲣⲓⲁ,τολμηρια
ⲧⲟⲗⲙⲏⲣⲟⲥ,τολμηρος
ⲧⲟⲗⲙⲏⲥⲓⲥ,τολμησις
ⲧⲟⲙⲁⲣⲓⲟⲛ,τομαριον
ⲧⲟⲙⲉⲥⲧⲓⲕⲟⲥ,δομεστικος
ⲧⲟⲙⲟⲥ,τομος
ⲧⲟⲡⲁⲇⲓⲟⲛ,τοπαζιον
ⲧⲟⲡⲟⲡⲓⲟⲥ,τοποποιος
ⲧⲟⲡⲟⲥ,τοπος
ⲧⲟⲧⲉ,τοτε
ⲧⲣⲁⲕⲁⲕⲁⲛⲑⲉ,τραγακανθα
ⲧⲣⲁⲕⲁⲕⲁⲛⲑⲏⲥ,τραγακανθα
ⲧⲣⲁⲡⲉⲇⲏⲥ,δραπετης
ⲧⲣⲁⲡⲉⲍⲁ,τραπεζα
ⲧⲣⲁⲡⲏⲍⲓⲧⲏⲥ,τραπεζιτης
ⲧⲣⲁⲭⲟⲙⲁ,τραχωμα
ⲧⲣⲉⲫⲉⲥⲑⲁⲓ,τρεφω
ⲧⲣⲓⲁⲇⲓⲕⲟⲛ,τριαδικος
ⲧⲣⲓⲁⲥ,τριας
ⲧⲣⲓⲃⲉ,τριβω
ⲧⲣⲓⲃⲏ,τριβη
ⲧⲣⲓⲃⲟⲗⲗⲟⲥ,τριβολος
ⲧⲣⲓⲃⲟⲩⲛⲟⲥ,τριβουνος
ⲧⲣⲓⲅⲉⲛⲉⲑⲗⲟⲥ,τριγενεθλος
ⲧⲣⲓⲅⲉⲛⲏⲥ,τριγενης
ⲧⲣⲓⲇⲩⲛⲁⲙⲓⲥ,τριδυναμις
ⲧⲣⲓⲇⲩⲛⲁⲙⲟⲥ,τριδυναμος
ⲧⲣⲓⲕⲟⲛ,τρυγων
ⲧⲣⲓⲙⲏⲥⲓⲟⲛ,τριμησιον
ⲧⲣⲓⲡⲛⲉⲩⲙⲁⲧⲟⲥ,τριπνευματος
ⲧⲣⲓⲡⲟⲥ,τριπους
ⲧⲣⲓⲥⲁⲣⲥⲏⲥ,τρισαρσης
ⲧⲣⲓⲥⲕⳇ,τρεισκαιδεκατος
ⲧⲣⲓⲥⲙⲁⲕⲁⲣⲓⲟⲥ,τρισμακαριος
ⲧⲣⲓⲥⲙⲉⲅⲓⲥⲧⲉ,τρισμεγιστος
ⲧⲣⲓⲥⲙⲉⲅⲓⲥⲧⲟⲥ,τρισμεγιστος
ⲧⲣⲓⲥⲹⲁⲅⲓⲉ,τρισαγιος
ⲧⲣⲓⲧⲏⲥ,τριτος
ⲧⲣⲓⲧⲟⲛ,τριτος
ⲧⲣⲟⲡⲉⲟⲛ,τροπαιον
ⲧⲣⲟⲡⲟⲥ,τροπος
ⲧⲣⲟⲫⲏ,τροφη
ⲧⲣⲟⲭⲓⲥⲕⲟⲥ,τροχισκος
ⲧⲣⲟⲭⲟⲥ,τροχος
ⲧⲣⲩⲫⲁ,τρυφαω
ⲧⲣⲩⲫⲏ,τρυφη
ⲧⲣⲩⲫⲩⲣⲓⲟⲛ,τρυφερος
ⲧⲩⲙⲡⲁⲛⲟⲛ,τυμπανον
ⲧⲩⲡⲟⲥ,τυπος
ⲧⲩⲡⲟⲩ,τυποω
ⲧⲩⲣⲁⲛⲛⲟⲥ,τυραννος
ⲧⲩⲫⲱⲛ,τυφων
ⲧⲩⲭⲏ,τυχη
ⲧⲱⲇⲓⲕⲁⲓⲧⲏⲥ,δωδεκατος
ⲧⲱⲕⲓⲙⲁⲥⲓⲁ,δοκιμασια
ⲩⲃⲣⲓⲥ,υβρις
ⲩⲇⲱⲣ,υδωρ
ⲩⲓⲟⲑⲉⲥⲓⲁ,υιοθεσια
ⲩⲓⲟⲥ,υιος
ⲩⲓⲟⲩ,ιος
ⲩⲟⲥ,ιος
ⲩⲟⲩ,ιος
ⲩⲡⲁⲧⲁⲕⲧⲓⲕⲟⲛ,υποτακτικον
ⲩⲡⲉⲣⲁⲥⲁⲗⲉⲩⲧⲟⲥ,υπερασαλευτος
ⲩⲡⲟⲭⲟⲛⲇⲣⲓⲟⲥ,υποχονδριος
ⲫⲁⲕⲓⲁⲣⲓⲟⲛ,φακιαλιον
ⲫⲁⲛⲉⲣⲓⲟⲥ,φανεριος
ⲫⲁⲛⲉⲣⲟⲛ,φανερος
ⲫⲁⲛⲉⲣⲟⲥ,φανερος
ⲫⲁⲛⲉⲣⲟⲩ,φανεροω
ⲫⲁⲛⲉⲣⲱⲥⲓⲥ,φανερωσις
ⲫⲁⲛⲟⲥ,φανος
ⲫⲁⲛⲧⲁⲍⲉⲥⲑⲁⲓ,φανταζω
ⲫⲁⲛⲧⲁⲥⲓⲁ,φαντασια
ⲫⲁⲛⲧⲁⲥⲙⲁ,φαντασμα
ⲫⲁⲣⲁⲅⲝ,φαραγξ
ⲫⲁⲣⲓⲥⲁⲓⲟⲥ,φαρισαιος
ⲫⲁⲣⲙⲁⲅⲓⲁ,φαρμακεια
ⲫⲁⲣⲙⲁⲅⲟⲛ,φαρμακoν
ⲫⲁⲣⲙⲁⲅⲟⲥ,φαρμακoν
ⲫⲁⲣⲙⲁⲕⲓⲁ,φαρμακεια
ⲫⲁⲥⲓⲗⲉ,φασηλος
ⲫⲁⲥⲓⲗⲓⲁ,φασηλιον
ⲫⲁⲥⲓⲥ,φασις
ⲫⲁⲧⲛⲱⲙⲁ,φατνωμα
ⲫⲁⲩⲗⲟⲥ,φαυλος
ⲫⲉⲅⲅⲟⲕⲁⲧⲟⲭⲟⲥ,φεγγοκατοχος
ⲫⲉⲙⲁⲛⲁⲣⲓⲟⲛ,φημιναλιον
ⲫⲉⲙⲉⲣⲁⲛⲓⲱⲛ,εφημερανιον
ⲫⲉⲛⲉⲥⲑⲁⲓ,φαινω
ⲫⲉⲣⲉⲍⲁⲓⲟⲥ,φερεζαιος
ⲫⲑⲟⲛⲉⲓ,φθονεω
ⲫⲑⲟⲛⲏⲣⲓⲁ,φθονερια
ⲫⲑⲟⲛⲏⲣⲟⲥ,φθονερος
ⲫⲑⲟⲛⲓⲛ,φθονεω
ⲫⲑⲟⲛⲟⲥ,φθονος
ⲫⲓⲁⲗⲏ,φιαλη
ⲫⲓⲕⲉ,φευγω
ⲫⲓⲗⲉⲥⲧⲁⲧⲟⲥ,φιλεστατος
ⲫⲓⲗⲓⲕⲣⲓⲛⲏⲥ,ειλικρινης
ⲫⲓⲗⲓⲧⲣⲟⲛ,φιλτρον
ⲫⲓⲗⲟⲇⲱⲛⲓⲁ,φιλοδωνια
ⲫⲓⲗⲟⲕⲁⲗⲉⲓ,φιλοκαλεω
ⲫⲓⲗⲟⲕⲁⲗⲓⲁ,φιλοκαλια
ⲫⲓⲗⲟⲛⲓⲕⲏ,φιλονικεω
ⲫⲓⲗⲟⲥⲟⲫⲓ,φιλοσοφεω
ⲫⲓⲗⲟⲥⲟⲫⲓⲁ,φιλοσοφια
ⲫⲓⲗⲟⲥⲟⲫⲟⲥ,φιλοσοφος
ⲫⲗⲉⲕⲙⲁ,φλεγμα
ⲫⲗⲉⲕⲙⲁ,φλεγμαινω
ⲫⲗⲉⲕⲙⲁⲧⲓⲥ,φλεγματις
ⲫⲗⲉⲯ,φλεψ
ⲫⲗⲟⲓⲁⲣⲓⲁ,φλυαρια
ⲫⲗⲩⲁⲣⲟⲥ,φλυαρος
ⲫⲛⲓⲕⲝⲟⲛ,φοινιξ
ⲫⲟⲃⲟⲥ,φοβος
ⲫⲟⲓⲛⲓⲝ,φοινιξ
ⲫⲟⲛⲉⲩⲥ,φονευς
ⲫⲟⲛⲟⲥ,φονος
ⲫⲟⲣⲉⲓ,φορεω
ⲫⲟⲣⲓⲛ,φορεω
ⲫⲟⲣⲟⲥ,φορος
ⲫⲟⲣⲧⲓⲟⲛ,φορτιον
ⲫⲟⲥ,φως
ⲫⲟⲩⲛⲟⲟⲩⲉ,φωνη
ⲫⲣⲁⲅⲉⲗⲗⲓⲟⲛ,φραγελλιον
ⲫⲣⲁⲅⲉⲗⲗⲟⲩ,φραγελλοω
ⲫⲣⲁⲅⲙⲁ,φραγμα
ⲫⲣⲁⲅⲙⲟⲥ,φραγμος
ⲫⲣⲁⲥⲓⲥ,φρασις
ⲫⲣⲓⲕⲧⲏⲥ,φρυκτη
ⲫⲣⲟⲛⲏⲥⲓⲥ,φρονησις
ⲫⲣⲟⲛⲓ,φρονεω
ⲫⲣⲟⲛⲓⲙⲟⲥ,φρονιμος
ⲫⲩⲁⲗⲟⲛ,φιαλη
ⲫⲩⲗⲁⲅⲙⲁ,φυλαγμα
ⲫⲩⲗⲁⲕⲏ,φυλακη
ⲫⲩⲗⲁⲕⲧⲏⲣⲓⲟⲛ,φυλακτηριον
ⲫⲩⲗⲁⲝ,φυλαξ
ⲫⲩⲗⲁⲣⲭⲟⲥ,φυλαρχος
ⲫⲩⲗⲏ,φυλη
ⲫⲩⲗⲗⲁ,φυλλα
ⲫⲩⲗⲟⲡⲟⲛⲟⲥ,φιλοπονος
ⲫⲩⲥⲉⲓ,φυσει
ⲫⲩⲥⲉⲱⲥ,φυσις
ⲫⲩⲥⲓⲕⲟⲛ,φυσικος
ⲫⲩⲥⲓⲕⲟⲥ,φυσικος
ⲫⲩⲥⲓⲥ,φυσις
ⲫⲱⲛⲏ,φωνη
ⲫⲱⲛⲟⲟⲩⲉ,φωνη
ⲫⲱⲣⲓⲥⲙⲁ,φορισμα
ⲫⲱⲥⲧⲏⲣ,φωστηρ
ⲫⲱⲥⲫⲟⲣⲟⲥ,φωσφορος
ⲭⲁⲓⲣⲉ,χαιρω
ⲭⲁⲓⲣⲉⲓⲛ,χαιρω
ⲭⲁⲓⲣⲉⲧⲉ,χαιρω
ⲭⲁⲓⲣⳇ,χαιρω
ⲭⲁⲗⲁ,χαλαω
ⲭⲁⲗⲁⲍⲁ,χαλαζα
ⲭⲁⲗⲃⲁⲛⲏ,χαλβανη
ⲭⲁⲗⲇⲁⲓⲟⲥ,χαλδαιος
ⲭⲁⲗⲓⲛⲟⲥ,χαλινος
ⲭⲁⲗⲓⲛⲟⲩ,χαλινοω
ⲭⲁⲗⲕⲁⲛⲑ,χαλκανθον
ⲭⲁⲗⲕⲁⲛⲑⲟⲥ,χαλκανθον
ⲭⲁⲗⲕⲁⲛⲑⲟⲩ,χαλκανθον
ⲭⲁⲗⲕⲓⲟⲛ,χαλκιον
ⲭⲁⲗⲕⲓⲧⲉⲱⲥ,χαλκιτις
ⲭⲁⲗⲕⲟⲥ,χαλκος
ⲭⲁⲗⲕⲟⲩ,χαλκος
ⲭⲁⲙⲁⲓⲗⲉⲱⲛ,χαμαιλεων
ⲭⲁⲙⲉⲙⲉⲗⲟⲛ,χαμαιμηλον
ⲭⲁⲙⲉⲟⲥ,χαμαιος
ⲭⲁⲙⲱⲥ,χαμος
ⲭⲁⲛⲁⲛⲁⲓⲟⲥ,χαναναιος
ⲭⲁⲛⲁⲛⲓⲧⲓⲥ,χανανιτις
ⲭⲁⲟⲥ,χαος
ⲭⲁⲣⲁⲅⲙⲏ,χαραγμη
ⲭⲁⲣⲁⲕⲧⲏⲣ,χαρακτηρ
ⲭⲁⲣⲁⲝⲟⲛ,χαραττω
ⲭⲁⲣⲓⲍⲉ,χαριζω
ⲭⲁⲣⲓⲍⲉⲥⲑⲉ,χαριζω
ⲭⲁⲣⲓⲥ,χαρις
ⲭⲁⲣⲓⲥⲙⲁ,χαρισμα
ⲭⲁⲣⲓⲧⲥⲱⲛ,χαριστιων
ⲭⲁⲣⲧⲏⲥ,χαρτης
ⲭⲁⲣⲧⲓⲛ,χαρτιον
ⲭⲁⲩⲗⲟⲥ,καυλος
ⲭⲉⲓⲙⲁⲣⲣⲟⲥ,χειμαρρος
ⲭⲉⲓⲣⲟⲅⲣⲁⲫⲟⲛ,χειρογραφον
ⲭⲉⲓⲣⲟⲧⲟⲛⲉⲓ,χειροτονεω
ⲭⲉⲓⲣⲟⲧⲟⲛⲓⲁ,χειροτονια
ⲭⲉⲗⲟⲥ,χυλος
ⲭⲉⲣⲟⲩⲃⲓⲛ,χερουβιν
ⲭⲉⲣⲥⲟⲥ,χερσος
ⲭⲉⲧⲧⲁⲓⲟⲥ,χετταιος
ⲭⲏⲣⲁ,χηρα
ⲭⲏⲣⲁⲥ,χοιρος
ⲭⲏⲣⲉⲩⲉ,χηρευω
ⲭⲓⲗⲓⲁⲣⲭⲟⲥ,χιλιαρχος
ⲭⲓⲙⲁⲣⲣⲁⲓⲥ,χιμαιρα
ⲭⲓⲙⲱⲛ,χειμων
ⲭⲓⲱⲛ,χιων
ⲭⲗⲁⲙⲩⲥ,χλαμυς
ⲭⲗⲉⲩⲁⲍⲉ,χλευαζω
ⲭⲟⲓⲕⲟⲥ,χοⲓκος
ⲭⲟⲓⲣⲟⲅⲩⲗⲓⲟⲛ,χοιρογρυλλιος
ⲭⲟⲗⲏ,χολη
ⲭⲟⲛⲉⲩⲧⲟⲛ,χωνευτος
ⲭⲟⲣⲇⲏ,χορδη
ⲭⲟⲣⲏⲅⲉⲓ,χορηγεω
ⲭⲟⲣⲏⲅⲓⲁ,χορηγια
ⲭⲟⲣⲏⲅⲟⲥ,χορηγος
ⲭⲟⲣⲏⲙⲁ,χωρημα
ⲭⲟⲣⲓⲟⲛ,χοριον
ⲭⲟⲣⲟⲥ,χορος
ⲭⲟⲣⲧⲟⲥ,χορτος
ⲭⲟⲣⲩⲙⲁ,χωρημα
ⲭⲟⲩⲥ,χους
ⲭⲣⲁⲓⲟⲥ,χρεος
ⲭⲣⲁⲥⲑⲁⲓ,χραω
ⲭⲣⲉⲓⲁ,χρεια
ⲭⲣⲉⲱⲥⲧⲉⲓ,χρεωστεω
ⲭⲣⲉⲱⲥⲧⲓⲕⲟⲛ,χρεωστικος
ⲭⲣⲏⲙⲁ,χρημα
ⲭⲣⲏⲙⲁⲧⲓⲍⲉ,χρηματιζω
ⲭⲣⲏⲥⲙⲟⲥ,χρησμος
ⲭⲣⲏⲥⲧⲏⲣⲓⲟⲛ,χρηστηριον
ⲭⲣⲏⲥⲧⲟⲥ,χρηστος
ⲭⲣⲓⲥⲓⲙⲱⲛ,χρησιμος
ⲭⲣⲓⲥⲙⲁ,χρισμα
ⲭⲣⲓⲥⲧⲓⲁⲛⲏ,χριστιανος
ⲭⲣⲓⲥⲧⲓⲁⲛⲟⲥ,χριστιανος
ⲭⲣⲓⲥⲧⲟⲥ,χριστος
ⲭⲣⲟⲛⲟⲥ,χρονος
ⲭⲣⲩⲥⲓⲟⲛ,χρυσιον
ⲭⲣⲩⲥⲟⲑⲉⲙⲟⲛ,χρυσανθεμον
ⲭⲣⲩⲥⲟⲗⲓⲛⲑⲟⲥ,χρυσολιθος
ⲭⲣⲩⲥⲟⲡⲗⲁⲥⲱⲥ,χρυσοπρασος
ⲭⲣⲩⲥⲟⲥⲧⲟⲙⲟⲥ,χρυσοστομος
ⲭⲣⲱ,χραω
ⲭⲣⲱⲙⲁ,χρωμα
ⲭⲱⲣⲁ,χωρα
ⲭⲱⲣⲉⲩⲉ,χορευω
ⲭⲱⲣⲏⲅⲉⲓ,χωρηγεω
ⲭⲱⲣⲓ,χωρεω
ⲭⲱⲣⲓⲛ,χωρεω
ⲭⲱⲣⲓⲟⲛ,χωριον
ⲭⲱⲣⲓⲥ,χωρις
ⲯⲁⲗⲗⲉⲓ,ψαλλω
ⲯⲁⲗⲗⲓ,ψαλλω
ⲯⲁⲗⲙⲟⲥ,ψαλμος
ⲯⲁⲗⲙⲱⲇⲓⲁ,ψαλμωδια
ⲯⲁⲗⲙⲱⲇⲟⲥ,ψαλμωδος
ⲯⲁⲗⲧⲏⲣⲓⲟⲛ,ψαλτηριον
ⲯⲁⲗⲧⲏⲥ,ψαλτης
ⲯⲉⲅⲉ,ψεγω
ⲯⲉⲕⲧⲱⲥ,ψεκτως
ⲯⲉⲩⲇⲟⲡⲣⲟⲫⲏⲧⲏⲥ,ψευδοπροφητης
ⲯⲉⲩⲇⲟⲭⲣⲓⲥⲧⲟⲥ,ψευδοχριστος
ⲯⲏⲫⲟⲥ,ψηφος
ⲯⲓⲕⲟⲥⲧⲁⲧⲏⲥ,ζυγοστατης
ⲯⲓⲗⲟⲛ,ψιλος
ⲯⲓⲙⲓⲑⲓⲟⲛ,ψιμυθιον
ⲯⲓⲙⲓⲑⲓⲟⲩ,ψιμυθιον
ⲯⲓⲧⲧⲁⲅⲓⲛ,πιστακιον
ⲯⲩⲫⲓⲥⲙⲁ,ψηφισμα
ⲯⲩⲭⲏ,ψυχη
ⲯⲩⲭⲓⲕⲏ,ψυχικος
ⲯⲩⲭⲓⲕⲟⲛ,ψυχικος
ⲯⲩⲭⲓⲕⲟⲥ,ψυχικος
ⲯⲩⲭⲟⲟⲩⲉ,ψυχη
ⲯⲱⲣⲁ,ψωρα
ⲱⲇⲏ,ωδη
ⲱⲕⲉⲁⲛⲟⲥ,ωκεανος
ⲱⲕⲛⲉⲓ,οκνεω
ⲱⲗⲩⲕⲧⲟⲥ,ορυκτος
ⲱⲙⲟⲫⲟⲣⲟⲥ,ωμοφορος
ⲱⲛⲏ,ωνη
ⲱⲫⲉⲗⲉⲓ,ωφελεω
ⲱⲫⲉⲗⲉⲓⲥⲑⲁⲓ,ωφελεω
ⲱⲫⲉⲗⲓⲁ,ωφελεια
ⲱⲫⲓⲕⲓⲟⲛ,οφφικιον
ⲵⲣⲉⲕⲟⲛ,πραικων
ⲹⲁⲅⲓⲁⲍⲉ,αγιαζω
ⲹⲁⲅⲓⲁⲥⲙⲟⲥ,αγιασμος
ⲹⲁⲅⲓⲱⲥⲩⲛⲏ,αγιωσυνη
ⲹⲁⲅⲓⲱⲧⲁⲧⲟⲥ,αγιωτατος
ⲹⲁⲅⲛⲟⲛ,αγνος
ⲹⲁⲓⲣⲉⲥⲓⲥ,αιρεσις
ⲹⲁⲓⲣⲉⲧⲓⲕⲟⲥ,αιρετικος
ⲹⲁⲗⲓⲉⲩⲥ,αλιευς
ⲹⲁⲗⲩⲥⲓⲥ,αλυσις
ⲹⲁⲙⲁ,αμα
ⲹⲁⲙⲏⲛ,αμην
ⲹⲁⲡⲁⲝ,απαξ
ⲹⲁⲡⲗⲟⲩⲛ,απλους
ⲹⲁⲡⲗⲟⲩⲥ,απλους
ⲹⲁⲡⲗⲱⲥ,απλως
ⲹⲁⲣⲙⲁ,αρμα
ⲹⲁⲣⲙⲟⲍⲉ,αρμοζω
ⲹⲁⲣⲙⲟⲛⲓⲁ,αρμονια
ⲹⲁⲣⲙⲟⲥ,αρμος
ⲹⲁⲣⲡⲁⲅⲏ,αρπαγη
ⲹⲁⲣⲡⲁⲍⲉ,αρπαζω
ⲹⲁⲣⲡⲏ,αρπη
ⲹⲁⲯⲓⲥ,αψις
ⲹⲉⲃⲇⲟⲙⲁⲥ,εβδομας
ⲹⲉⲃⲣⲁⲓⲁ,εβραιος
ⲹⲉⲃⲣⲁⲓⲕⲟⲛ,εβραⲓκος
ⲹⲉⲃⲣⲁⲓⲟⲥ,εβραιος
ⲹⲉⲃⲣⲏⲥⲓⲥ,υβρισις
ⲹⲉⲑⲛⲓⲕⲟⲥ,εθνικος
ⲹⲉⲑⲛⲟⲥ,εθνος
ⲹⲉⲓⲙⲁⲣⲙⲉⲛⲏ,ειμαρμενη
ⲹⲉⲕⲁⲧⲟⲛⲧⲁⲣⲭⲟⲥ,εκατονταρχος
ⲹⲉⲕⲧⲟⲛ,εκτος
ⲹⲉⲗⲗⲏⲛ,ελλην
ⲹⲉⲗⲗⲏⲛⲓⲕⲟⲛ,ελληνικος
ⲹⲉⲗⲗⲏⲛⲟⲥ,ελλην
ⲹⲉⲗⲙⲓⲥ,ελμις
ⲹⲉⲗⲟⲥ,ελος
ⲹⲉⲗⲡⲓⲍⲉ,ελπιζω
ⲹⲉⲗⲡⲓⲥ,ελπις
ⲹⲉⲙⲏⲣⲁ,ημερα
ⲹⲉⲙⲛⲉⲩⲧⲏⲣⲓⲱⲛ,υμνευτηριον
ⲹⲉⲛⲁⲥ,ενας
ⲹⲉⲛⲇⲉⲕⲁⲥ,ενδεκας
ⲹⲉⲛⲛⲁⲥ,εννεας
ⲹⲉⲝⲓⲥ,εξις
ⲹⲉⲡⲱⲿⲥⲙⲟⲥ,υποδημα
ⲹⲉⲣⲙⲉⲛⲉⲩⲧⲏⲥ,ερμηνευτης
ⲹⲉⲣⲙⲏⲛⲉⲓⲁ,ερμηνεια
ⲹⲉⲣⲙⲏⲛⲉⲩⲉ,ερμηνευω
ⲹⲉⲣⲙⲏⲥ,ερμης
ⲹⲉⲧⲁⲍⲉ,εταζω
ⲹⲉⲧⲁⲓⲣⲁ,εταιρα
ⲹⲉⲩⲣⲉⲙⲁ,ευρημα
ⲹⲉⲱⲥ,εως
ⲹⲏⲅⲉⲙⲟⲛⲓⲁ,ηγεμονια
ⲹⲏⲅⲉⲙⲱⲛ,ηγεμων
ⲹⲏⲅⲉⲙⲱⲛⲓⲕⲟⲛ,ηγεμονικος
ⲹⲏⲅⲟⲩⲙⲉⲛⲟⲥ,ηγουμενος
ⲹⲏⲇⲟⲛⲏ,ηδονη
