coptic_lemma,greek_form,count
ⲙⲉⲧⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ,μετπρεσβυτεροσ,2
ⲗⲩⲧⲣⲁ,λυτρα,2
ⲕⲉⲗⲁⲫⲟⲥ,κελαφοσ,2
ⲁⲩⲧⲟⲕⲣⲁⲧⲱⲣ,αυτοκρατωρ,2
ⲁⲣⲭⲓⲥⲑⲁⲓ,αρχισθαι,2
ⲉⲣⲙⲁⲑⲏⲧⲏⲥ,ερμαθητησ,2
ⲙⲉⲧⲉⲡⲓ,μετεπι,2
ⲹⲁⲡⲗⲟⲩⲥ,ⲹαπλουσ,2
ⲍⲏⲧⲏⲥⲓⲥ,ζητησισ,2
ⲕⲏⲛⲥⲟⲥ,κηνσοσ,2
ⲃⲁⲥⲓⲗⲓⲕⲟⲥ,βασιλικοσ,2
ⲕⲣⲏⲥⲓⲥ,κρησισ,2
ⲗⲉⲛⲧⲓⲟⲛ,λεντιον,2
ⲁⲣⲕⲟⲥ,αρκοσ,2
ⲡⲁⲣⲁⲅⲅⲉⲗⲓⲁ,παραγγελια,2
ⲇⲁⲙⲓⲁⲛⲟⲥ,δαμιανοσ,2
ⲅⲉⲛⲏⲥⲓⲥ,γενησισ,2
ⲑⲁⲗⲗⲁⲥⲁ,θαλλασα,2
ⲣⲉⲵⲕⲁⲧⲁⲫⲣⲟⲛⲉⲓ,ρεⲵκαταφρονει,2
ⲿⲧⲣⲁⲡⲉⲍⲁ,ⲿτραπεζα,2
ⲣⲙⲁⲗⲁⲕⲟⲥ,ρμαλακοσ,2
ⲡⲉⲗⲓⲥ,πελισ,2
ⲡⲣⲟⲕⲟⲡⲧⲉ,προκοπτε,2
ⲣⲇⲓⲁⲃⲟⲗⲟⲥ,ρδιαβολοσ,2
ⲙⲛⲧⲕⲟⲥⲙⲓⲕⲟⲛ,μντκοσμικον,2
ⲉⲓⲉ,ειε,2
ⲣⲹⲓⲕⲁⲛⲟⲥ,ρⲹικανοσ,2
ⲭⲁⲗⲇⲁⲓⲟⲥ,χαλδαιοσ,2
ⲿⲗⲩⲡⲏ,ⲿλυπη,2
ⲡⲓⲇⲏⲙⲓⲁ,πιδημια,1
ⲫⲑⲟⲛⲏⲣⲓⲁ,φθονηρια,1
ⲇⲣⲁⲡⲉⲧⲏⲥ,δραπετησ,1
ⲫⲁⲛⲉⲣⲟⲛ,φανερον,1
ⲡⲉⲓⲣⲟⲛ,πειρον,1
ⲃⲁⲇⲇⲉⲓⲛ,βαδδειν,1
ⲽⲗⲙ,ⲽλμ,1
ⲉⲡⲉⲓⲑⲩⲙⲉⲓ,επειθυμει,1
ⲙⲛⲧⲙⲁⲗⲁⲕⲟⲥ,μντμαλακοσ,1
ⲣⲃⲁⲣⲃⲁⲣⲟⲥ,ρβαρβαροσ,1
ⲣⲑⲁⲗⲁⲥⲥⲁ,ρθαλασσα,1
ⲃⲇⲉⲗⲗⲏ,βδελλη,1
ⲣⲉⲵⲳⲙⲳⲉⲉⲓⲇⲟⲗⲟⲛ,ρεⲵⲳμⲳεειδολον,1
ⲹⲁⲗⲁⲥⲓⲥ,ⲹαλασισ,1
ⲣⲉⲵⲫⲑⲟⲛⲉⲓ,ρεⲵφθονει,1
ⲣⲉⲵⲇⲓⲁⲕⲟⲛⲉⲓ,ρεⲵδιακονει,1
ⲛⲓⲕⲏⲧⲏⲥ,νικητησ,1
ⲡⲟⲗⲩⲙⲓⲥⲧⲏⲥ,πολυμιστησ,1
ⲣⲉⲵⲛⲟⲓ,ρεⲵνοι,1
ⲥⲩⲛⲧⲁⲅⲙⲁ,συνταγμα,1
ⲹⲁⲉⲝⲟⲩⲥⲓⲁ,ⲹαεξουσια,1
ⲥⲉⲃⲁⲥⲿⲁⲛⲟⲥ,σεβασⲿανοσ,1
ⲙⲟⲛⲟⲃⲟⲗⲓⲥ,μονοβολισ,1
ⲡⲣⲁⲓⲡⲱⲥⲓⲧⲱⲥ,πραιπωσιτωσ,1
ⲿⲗⲓⲃⲉⲗⲗⲟⲥ,ⲿλιβελλοσ,1
ⲇⲓⲁⲕⲟⲛⲟⲩ,διακονου,1
ⲁⲣⲭⲓⲇⲓⲁⲕⲟⲛⲟⲥ,αρχιδιακονοσ,1
ⲁⲅⲓⲁⲥ,αγιασ,1
ⲉⲕⲕⲗⲉⲥⲓⲁⲥ,εκκλεσιασ,1
ⲡⲣⲟⲇⲣⲟⲙⲟⲩⲥ,προδρομουσ,1
ⲃⲁⲡⲧⲓⲥⲧⲟⲩ,βαπτιστου,1
ⲡⲟⲗⲉⲱⲥ,πολεωσ,1
ⲗⲁⲧⲟⲛ,λατον,1
ⲉⲩⲝⲁⲥⲑⲉ,ευξασθε,1
ⲉⲣⲉⲙⲟⲩ,ερεμου,1
ⲟⲧⲁⲗⲁⲥ,οταλασ,1
ⲹⲁⲙⲁⲣⲧⲱⲗⲟⲩ,ⲹαμαρτωλου,1
ⲣⲙⲹⲣⲱⲙⲏ,ρμⲹρωμη,1
ⲇⲩⲣⲁⲛⲛⲟⲥ,δυραννοσ,1
ⲉⲝⲱⲣⲓⲥⲧⲓⲁ,εξωριστια,1
ⲡⲣⲁⲓⲧⲱⲣⲓⲟⲥ,πραιτωριοσ,1
ⲥⲟⲧⲏⲣⲓⲭⲟⲥ,σοτηριχοσ,1
ⲗⲓⲃⲉⲗⲗⲟⲥ,λιβελλοσ,1
ⲑⲁⲣⲙⲟⲥ,θαρμοσ,1
ⲹⲱⲗⲱⲥ,ⲹωλωσ,1
ⲇⲓⲁⲕⲟⲛ,διακον,1
ⲕⲁⲧⲁⲇⲓⲕⲓⲥⲉ,καταδικισε,1
ⲁⲡⲉⲇⲉⲩⲧⲟⲥ,απεδευτοσ,1
ⲡⲣⲟ,προ,1
ⲃⲏⲙⲁⲧⲟⲥ,βηματοσ,1
ⲉⲝⲱⲣⲅⲓⲥⲙⲉⲛⲟⲥ,εξωργισμενοσ,1
ⲕⲱⲙⲓⲧⲁⲧⲱⲛ,κωμιτατων,1
ⲗⲱⲣⲟⲥ,λωροσ,1
ⲕⲗⲁⲩⲣⲁ,κλαυρα,1
ⲃⲟⲏⲑⲱⲥ,βοηθωσ,1
ⲥⲩⲛⲕⲁⲑⲉⲇⲣⲟⲥ,συνκαθεδροσ,1
ⲉⲭⲑⲣⲟⲥ,εχθροσ,1
ⲹⲁⲗⲉⲥⲓⲥ,ⲹαλεσισ,1
ⲃⲁⲍⲁⲛⲟⲥ,βαζανοσ,1
ⲉⲕⲝⲱⲣⲓⲥⲧⲓⲁ,εκξωριστια,1
ⲉⲡⲓⲫⲁⲛⲓⲟⲥ,επιφανιοσ,1
ⲛⲟⲩⲙⲉⲣⲁⲣⲓⲟⲥ,νουμεραριοσ,1
ⲹⲓⲉⲣⲁⲕⲓⲟⲛ,ⲹιερακιον,1
ⲁⲗⲗⲱⲧⲣⲓⲟⲛ,αλλωτριον,1
ⲁⲣⲭⲉ,αρχε,1
ⲙⲉⲭⲣⲓ,μεχρι,1
ⲹⲩⲡⲟⲕⲓⲥⲑⲉ,ⲹυποκισθε,1
ⲕⲟⲩⲛⲫⲓⲍⲉ,κουνφιζε,1
ⲡⲉⲣⲓⲁⲕⲉ,περιακε,1
ⲉⲝⲱⲙⲉⲛⲟⲥ,εξωμενοσ,1
ⲫⲓⲙⲓⲛⲁⲣⲓⲟⲛ,φιμιναριον,1
ⲙⲡⲓⲍⲉ,μπιζε,1
ⲥⲩⲛⲉⲩⲇⲟⲕⲉⲓ,συνευδοκει,1
ⲣⲁⲡⲁⲓⲇⲉⲩⲧⲟⲥ,ραπαιδευτοσ,1
ⲡⲣⲟⲥⲭⲁⲣⲓⲍⲉ,προσχαριζε,1
ⲥⲩⲣⲁ,συρα,1
ⲇⲟⲣⲁⲕⲓⲟⲛ,δορακιον,1
ⲡⲉⲣⲓⲥⲱⲙⲁ,περισωμα,1
ⲍⲏⲙⲓⲟⲛ,ζημιον,1
ⲹⲃⲇⲱⲙⲁⲥ,ⲹβδωμασ,1
ⲹⲏⲇⲟⲛⲉ,ⲹηδονε,1
ⲹⲏⲣⲁⲕⲗⲁⲙⲱⲛ,ⲹηρακλαμων,1
ⲙⲉⲗⲉⲧⲏⲥⲓⲥ,μελετησισ,1
ⲙⲉⲅⲁⲥⲧⲣⲁⲧⲏⲗⲁⲧⲁ,μεγαστρατηλατα,1
ⲧⲏⲥ,τησ,1
ⲡⲟⲗⲉⲟⲥ,πολεοσ,1
ⲗⲁⲧⲱⲛ,λατων,1
ⲉⲅⲣⲁⲯⲁⲥ,εγραψασ,1
ⲙⲛⲏⲥⲑⲏⲿ,μνησθηⲿ,1
ⲙⲟⲩ,μου,1
ⲟⲧⲁⲛ,οταν,1
ⲉⲛ,εν,1
ⲧⲏ,τη,1
ⲃⲁⲥⲓⲗⲓⲁ,βασιλια,1
ⲥⲟⲩ,σου,1
ⲇⲉⲥⲡⲟⲇⲏ,δεσποδη,1
ⲇⲉⲩⲇⲉⲗⲁⲣⲏⲥ,δευδελαρησ,1
 ⲹⲁⲅⲓⲟⲥ, ⲹαγιοσ,1
ⲡⲗⲩⲣⲟⲫⲟⲣⲓⲁ,πλυροφορια,1
ⲁⲛⲧⲓⲕⲓⲙⲉⲛⲟⲥ ,αντικιμενοσ ,1
ⲙⲁⲛⲅⲁⲛⲟⲛ,μανγανον,1
ⲙⲙⲟⲡⲁⲭⲟⲥ,μμοπαχοσ,1
ⲁⲣⲧⲏⲣⲓⲁ,αρτηρια,1
ⲣⲉⲵⲡⲟⲗⲩⲙⲉⲓ,ρεⲵπολυμει,1
ⲁⲑⲗⲟⲛ,αθλον,1
ⲛⲓⲕⲟⲫⲟⲣⲟⲥ,νικοφοροσ,1
ⲇⲩⲛⲁⲥⲧⲏⲥ,δυναστησ,1
ⲙⲛⲧⲣⲉⲵⲁⲅⲱⲛⲓⲍⲉ,μντρεⲵαγωνιζε,1
ⲑⲩⲥⲓⲁⲍⲉⲽⲉ,θυσιαζεⲽε,1
ⲕⲟⲗⲁⲕⲉⲩⲉ,κολακευε,1
ⲧⲉⲣⲯⲓⲥ,τερψισ,1
ⲝⲟⲩⲥⲓⲁ,ξουσια,1
ⲧⲗⲥⲕⲩⲥⲓⲥ,τλσκυσισ,1
ⲧⲩⲡⲟⲩ,τυπου,1
ⲏⲣⲉⲙⲟⲥ,ηρεμοσ,1
ⲡⲁⲣⲁⲙⲩⲑⲓⲝⲉ,παραμυθιξε,1
ⲡⲣⲟⲥⲕⲩⲛⲏⲥⲓⲥ,προσκυνησισ,1
ⲡⲁⲣⲁⲭⲓⲙⲁⲍⲉ,παραχιμαζε,1
ⲇⲓⲕⲏ,δικη,1
ⲡⲓⲑⲟⲥ,πιθοσ,1
ⲣⲓⲭⲟⲥ,ριχοσ,1
ⲕⲇⲏⲥⲓⲥ,κδησισ,1
ⲉⲝⲟⲇⲟⲥ,εξοδοσ,1
ⲡⲗⲁⲥⲓⲥ,πλασισ,1
ⲭⲟⲣⲏⲅⲓⲁ,χορηγια,1
ⲇⲓⲏⲕⲏⲥⲓⲥ,διηκησισ,1
ⲣⲉⲵⲙⲉⲩⲧⲯⲩⲭⲏ,ρεⲵμευτψυχη,1
ⲣⲉⲵⲥⲩⲗⲁ,ρεⲵσυλα,1
ⲣⲉⲵⲕⲁⲗⲉⲓ,ρεⲵκαλει,1
ⲙⲛⲧⲡⲁⲣⲁⲃⲁⲧⲏⲥ,μντπαραβατησ,1
ⲉⲡⲓⲃⲟⲗⲏ,επιβολη,1
ⲕⲉⲣⲁⲓⲁ,κεραια,1
ⲃⲁⲥⲓⲗⲓⲟⲩ,βασιλιου,1
ⲡⲟⲗⲏⲙⲟⲥ,πολημοσ,1
ⲹⲣⲁⲙⲛⲟⲥ,ⲹραμνοσ,1
ⲕⲗⲟⲩⲥⲙⲁ,κλουσμα,1
ⲁⲣⲭⲏⲗⲏⲥⲧⲏⲥ,αρχηληστησ,1
ⲥⲡⲩⲗⲩⲟⲛ,σπυλυον,1
ⲡⲹⲉⲣⲙⲏⲥ,πⲹερμησ,1
ⲕⲩⲣⲛⲥⲥⲉ,κυρνσσε,1
ⲹⲓⲉⲣⲉⲩⲥ,ⲹιερευσ,1
ⲁⲙⲉⲣⲓⲙⲛⲟⲥ,αμεριμνοσ,1
ⲧⲉⲭⲛⲉ,τεχνε,1
ⲥⲕⲉⲡⲁⲍⲱ,σκεπαζω,1
ⲹⲏⲇⲱⲛⲏ,ⲹηδωνη,1
ⲕⲟⲓⲛⲟⲃⲓⲟⲛ,κοινοβιον,1
ⲣⲕⲟⲓⲛⲱⲛⲓⲁ,ρκοινωνια,1
ⲉⲩⲁⲅⲣⲓⲟⲥ,ευαγριοσ,1
ⲥⲙⲛⲛⲟⲙⲟⲥ,σμννομοσ,1
ⲱⲣⲅⲁⲛⲟⲛ,ωργανον,1
ⲡⲟⲗⲩⲙⲉⲓ,πολυμει,1
ⲁⲗⲗⲱⲛⲓⲟⲥ,αλλωνιοσ,1
ⲇⲟⲩⲗⲟⲥ,δουλοσ,1
ⲁⲅⲅⲏⲛ,αγγην,1
ⲥⲁⲓⲇⲓⲟⲛ,σαιδιον,1
ⲑⲗⲓⲯⲥⲓⲥ,θλιψσισ,1
ⲿⲭⲁⲣⲓⲥ,ⲿχαρισ,1
ⲑⲉⲟⲇⲱⲣ,θεοδωρ,1
ⲫⲓⲗⲟⲑⲉⲥ,φιλοθεσ,1
ⲥⲧⲟⲗⲁⲣⲭⲏⲥ,στολαρχησ,1
ⲫⲟⲓⲃⲁⲙⲙⲱⲛ,φοιβαμμων,1
ⲁⲛⲩⲥⲧⲏⲥ,ανυστησ,1
ⲧⲣⲓⲧⲟⲛ,τριτον,1
ⲇⲉⲩⲧⲉⲣⲁⲥ,δευτερασ,1
ⲹⲟⲙⲟⲗⲟⲅⲉⲓⲁ,ⲹομολογεια,1
φαμενωθ,φαμενωθ,1
θἰνδικτίονος,θἰνδικτίονος,1
ⲥⲧⲟⲓⲭⲉⲓ,στοιχει,1
ⲙⲱⲛⲓⲟⲛ,μωνιον,1
ⲣⲡⲉⲓⲣⲁⲥⲙⲟⲥ,ρπειρασμοσ,1
ⲁⲥⲕⲏⲧⲓⲕⲟⲛ,ασκητικον,1
ⲫⲓⲗⲟⲕⲁⲗⲉⲓ,φιλοκαλει,1
ⲉⲩⲉⲅⲕⲣⲁⲧⲓⲁ,ευεγκρατια,1
ⲗⲓⲃⲓⲧⲟⲛ,λιβιτον,1
ⲁⲛⲿⲭⲣⲓⲥⲧⲟⲥ,ανⲿχριστοσ,1
ⲡⲁⲣⲹⲟⲓⲙⲓⲁⲥⲧⲏⲥ,παρⲹοιμιαστησ,1
ⲡⲁⲣⲁⲇⲓⲇⲟⲥ,παραδιδοσ,1
ⲃⲓⲃⲗⲓⲟⲑⲏⲕⲏ,βιβλιοθηκη,1
ⲙⲉⲗⲟⲅⲣⲁⲫⲟⲥ,μελογραφοσ,1
ⲙⲛⲧⲁⲅⲁⲑⲱⲥ,μνταγαθωσ,1
 ⲁⲛⲁⲗⲏⲯⲓⲥ, αναληψισ,1
ⲥⲧⲣⲁⲿⲁ,στραⲿα,1
ⲙⲛⲧⲇⲩⲣⲁⲛⲛⲟⲥ,μντδυραννοσ,1
ⲁⲣⲭⲏⲡⲗⲁⲥⲙⲁ,αρχηπλασμα,1
ⲥⲡⲣⲙⲁ,σπρμα,1
ⲁⲡⲟⲫⲁⲛⲉ,αποφανε,1
ⲡⲁⲣⲑⲉⲛⲓⲕⲏ,παρθενικη,1
ⲗⲉⲥⲧⲏⲥ,λεστησ,1
ⲥⲓⲅⲛⲟⲛ,σιγνον,1
ⲗiⲙⲛⲏ,λiμνη,1
ⲃⲓⲃⲗⲓⲟⲑⲩⲕⲏ,βιβλιοθυκη,1
ⲉⲅⲣⲁⲫⲏ,εγραφη,1
ⲧⲱⲛ,των,1
ⲁⲅⲓⲱⲛ,αγιων,1
ⲙⲁⲣⲧⲩⲣⲱⲛ,μαρτυρων,1
ⲥⲩⲑⲛ,συθν,1
ⲕⲟⲥⲙⲟⲛ,κοσμον,1
ⲵⲁⲓⲗⲁⲙⲡⲁⲥ,ⲵαιλαμπασ,1
ⲹⲩⲙⲛⲱⲧⲟⲥ,ⲹυμνωτοσ,1
ⲡⲟⲗⲩⲧⲉⲩⲉ,πολυτευε,1
ⲁⲫⲉⲗⲡⲓⲍⲉ,αφελπιζε,1
ⲙⲛⲧⲁⲅⲣⲓⲟⲥ,μνταγριοσ,1
ⲁⲡⲉⲗⲉⲓ,απελει,1
ⲕⲱⲗⲩⲙ,κωλυμ,1
ⲉⲕⲗⲏⲥⲓⲁⲥⲧⲏⲥ,εκλησιαστησ,1
ⲣⲹⲣⲏⲥⲥⲉ,ρⲹρησσε,1
ⲕⲣⲁⲩⲅⲏ,κραυγη,1
ⲉⲡⲱⲛⲩⲭⲟⲥ,επωνυχοσ,1
ⲇⲟⲣⲓⲍⲉ,δοριζε,1
ⲕⲗⲏⲣⲟⲩ,κληρου,1
ⲡⲉⲧⲣⲟⲛⲓⲟⲥ,πετρονιοσ,1
ⲧⲉⲟⲇⲱⲣⲟⲥ,τεοδωροσ,1
ⲡⲁⲣⲩⲥⲓⲁⲍⲉ,παρυσιαζε,1
ⲙⲏⲥⲧⲏⲣⲉⲓⲟⲛ,μηστηρειον,1
ⲹⲁⲣⲉⲹⲉⲛⲧⲟⲗⲏ,ⲹαρεⲹεντολη,1
ⲙⲉ,με,1
ⲑⲏⲁⲥⲧⲏⲣⲓⲟⲛ,θηαστηριον,1
ⲇⲁⲓⲙⲟⲛⲉⲟⲛ,δαιμονεον,1
ⲣⲉⲵⲳⲉⲙⲳⲉⲉⲓⲇⲟⲗⲟⲛ,ρεⲵⲳεμⲳεειδολον,1
ⲣⲁⲣⲭⲏⲅⲟⲥ,ραρχηγοσ,1
ⲕⲁⲥⲱⲙⲁ,κασωμα,1
ⲛⲉⲙⲫⲏ,νεμφη,1
ⲉⲥⲓⲇⲟⲣⲟⲥ,εσιδοροσ,1
ⲡⲁⲣⲁⲇⲓⲥⲱⲥ,παραδισωσ,1
ⲫⲓⲁⲗⲏ,φιαλη,1
ⲹⲟⲗⲟⲥⲓⲣⲓⲕⲟⲛ,ⲹολοσιρικον,1
ⲡⲣⲟⲃⲁⲥⲧⲓⲟⲛ,προβαστιον,1
ⲁⲅⲱⲛⲓⲁ,αγωνια,1
ⲑⲏⲗⲩⲕⲓⲁ,θηλυκια,1
ⲁⲓⲁⲥⲑⲁⲛⲉ,αιασθανε,1
ⲧⲓⲙⲱⲣⲓⲥⲧⲏⲥ,τιμωριστησ,1
ⲕⲁⲧⲏⲅⲱⲣⲟⲥ,κατηγωροσ,1
ⲡⲟⲛⲏⲣⲓⲟⲛ,πονηριον,1
ⲕⲁⲑⲟⲗⲓⲕⲟ,καθολικο,1
ⲁⲛⲿⲇⲓⲕⲟⲥ,ανⲿδικοσ,1
ⲁⲛⲁⲭⲱⲣⲉ,αναχωρε,1
ⲉⲩⲥⲉⲃⲓⲟⲥ,ευσεβιοσ,1
ⲹⲓⲇⲓⲟⲧⲏⲥ,ⲹιδιοτησ,1
ⲧⲟⲣⲑⲱⲙⲁ,τορθωμα,1
ⲡⲣⲟⲃⲁⲥⲿⲟⲛ,προβασⲿον,1
ⲡⲣⲥⲃⲓⲁ,πρσβια,1
ⲡⲁⲣⲁⲛⲅⲉⲗⲉⲓⲁ,παρανγελεια,1
ⲡⲁⲗⲁⲓⲥⲿⲛⲏ,παλαισⲿνη,1
ⲕⲁⲧⲁⲫⲣⲟⲛⲉⲓⲥⲓⲥ,καταφρονεισισ,1
ⲣⲙⲁⲕⲁⲣⲓⲟⲥ,ρμακαριοσ,1
ⲹⲩⲡⲁⲣⲭⲱⲛⲧⲁ,ⲹυπαρχωντα,1
ⲙⲁⲓⲹⲏⲇⲟⲛⲏ,μαιⲹηδονη,1
ⲙⲁⲓⲹⲩⲇⲟⲛⲏ,μαιⲹυδονη,1
ⲑⲉⲟⲫⲓⲗⲉⲥⲧⲁⲧⲟⲥ,θεοφιλεστατοσ,1
ⲁⲡⲟⲗⲗⲱⲛⲓⲁ,απολλωνια,1
ⲁⲗⲉⲝⲁⲛⲇ,αλεξανδ,1
ⲁⲅⲅⲉⲗⲓⲕⲟⲥ,αγγελικοσ,1
ⲑⲉⲟⲥⲉⲃⲉⲥⲧⲁⲧⲟⲥ,θεοσεβεστατοσ,1
ⲁⲣⲭⲓⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ,αρχιπρεσβυτεροσ,1
ⲇⲓⲟⲕⲓⲧⲏⲥ,διοκιτησ,1
ⲥⲟⲧⲏⲣⲓⲁ,σοτηρια,1
ⲉⲗⲁⲭⲓⲥⲧ,ελαχιστ,1
ⲥⲓⲥⲓⲛⲛⲓⲟⲥ,σισιννιοσ,1
ⲁⲣⲭⲇⲓⲁⲕⲟⲥ,αρχδιακοσ,1
ⲉⲕⲕⲗⲉⲥⲓⲁ,εκκλεσια,1
ⲽⲓⲛⲛⲏⲥⲧⲉⲩⲉ,ⲽιννηστευε,1
ⲡⲉⲇⲣⲁ,πεδρα,1
ⲹⲟⲗⲟⲕⲟⲧⲿⲛⲟⲥ,ⲹολοκοτⲿνοσ,1
ⲙⲛⲧⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ,μντπρεσβυτεροσ,1
ⲕⲁⲗⲗⲓⲉⲩⲧⲣⲟⲡⲓⲁ,καλλιευτροπια,1
ⲹⲁⲃⲁⲍⲁⲛⲟⲥ,ⲹαβαζανοσ,1
ⲃⲁⲥⲧⲣⲉⲛⲛⲁ,βαστρεννα,1
ⲉⲝⲩⲗⲓⲕⲟⲛ,εξυλικον,1
ⲕⲩⲣⲓⲉ,κυριε,1
ⲉⲗⲉⲏⲥⲟⲛ,ελεησον,1
ⲁⲡⲁⲅⲕⲉⲓⲗⲉ,απαγκειλε,1
ⲧⲏⲙⲟⲥ,τημοσ,1
ⲥⲩⲗⲓⲕⲟⲛ,συλικον,1
ⲁⲣⲭⲏⲹⲓⲁⲧⲣⲟⲥ,αρχηⲹιατροσ,1
ⲥⲩⲙⲫⲱⲣⲁ,συμφωρα,1
ⲹⲣⲁⲃⲧⲱⲥ,ⲹραβτωσ,1
ⲡⲉⲣⲓⲉⲣⲅⲁⲍⲉ,περιεργαζε,1
ⲹⲟⲙⲟⲗⲟⲅⲓⲧⲏⲥ,ⲹομολογιτησ,1
ⲕⲁⲧⲁⲗⲁⲃⲁⲛⲉ,καταλαβανε,1
ⲑⲉⲣⲁⲛⲓⲁ,θερανια,1
ⲕⲱⲥⲧⲁⲛⲧⲓⲛⲟⲥ,κωσταντινοσ,1
ⲕⲁⲗⲕⲏⲛⲱⲙⲁ,καλκηνωμα,1
ⲕⲩⲛⲇⲓⲛⲁⲣⲓⲟⲛ,κυνδιναριον,1
ⲟⲓⲕⲟⲩⲙⲏⲛⲏ,οικουμηνη,1
ⲉⲛⲉⲣⲅⲏ,ενεργη,1
ⲭⲁⲗⲕⲓⲛⲱ,χαλκινω,1
ⲁⲛⲁⲥⲧⲁⲥⲓⲟⲥ,αναστασιοσ,1
ⲉⲗⲏⲫⲁⲥ,εληφασ,1
ⲫⲗⲉⲅⲙⲁ,φλεγμα,1
ⲑⲉⲣⲁⲡⲓ,θεραπι,1
ⲉⲡⲉⲓⲇⲉ,επειδε,1
ⲗⲁⲕⲟⲥ,λακοσ,1
ⲗⲉⲕⲁⲛⲏ,λεκανη,1
ⲁⲡⲟⲕⲁⲗⲉⲓ,αποκαλει,1
ⲕⲁⲧⲱⲣⲑⲱⲙⲁ,κατωρθωμα,1
ⲉⲅⲕⲱⲙⲓⲁⲍⲉ,εγκωμιαζε,1
ⲕⲁⲑⲟⲗⲓⲕⲏⲥ,καθολικησ,1
ⲫⲟⲃⲉⲣⲟⲛ,φοβερον,1
ⲹⲣⲟⲩⲙⲉⲛⲧⲓⲟⲥ,ⲹρουμεντιοσ,1
ⲧⲉⲹⲣⲟⲙⲁⲛⲓⲁ,τεⲹρομανια,1
ⲱⲛⲧⲱⲥ,ωντωσ,1
ⲥⲩⲛⲃⲟⲩⲗⲉⲓⲁ,συνβουλεια,1
ⲁⲛⲱⲙⲓⲁ,ανωμια,1
ⲕⲁⲍⲟⲫⲩⲗⲁⲅⲓⲟⲛ,καζοφυλαγιον,1
ⲑⲩⲗⲉⲓ,θυλει,1
ⲉⲕⲁⲓⲥⲑⲉⲥⲓⲥ,εκαισθεσισ,1
ⲛⲉⲩⲣⲱⲛ,νευρων,1
ⲙⲛⲧⲁⲛⲟⲏⲧⲟⲥ,μντανοητοσ,1
ⲉⲛⲛⲟⲓⲁ,εννοια,1
ⲁⲡⲟⲥⲧⲏⲑⲓⲍⲉ,αποστηθιζε,1
ⲹⲩⲡⲟⲅⲟⲣⲉⲩⲉ,ⲹυπογορευε,1
ⲡⲁⲣⲁⲥⲕⲉⲩⲁⲍⲉ,παρασκευαζε,1
ⲑⲩⲥⲓⲁⲥⲧⲩⲣⲓⲟⲛ,θυσιαστυριον,1
ⲡⲟⲥⲟⲥ,ποσοσ,1
ⲁⲧⲫⲑⲟⲛⲉⲓ,ατφθονει,1
ⲕⲁⲧⲁⲇⲓⲕⲟⲥ,καταδικοσ,1
ⲕⲁⲧⲁⲥⲕⲟⲡⲟⲥ,κατασκοποσ,1
ⲙⲛⲧⲁⲗⲟⲅⲟⲥ,μνταλογοσ,1
ⲉⲓⲁⲧⲣⲓⲕⲟⲥ,ειατρικοσ,1
ⲁⲛⲁⲗⲁⲃⲃⲁⲛⲉ,αναλαββανε,1
ⲛⲩⲙⲫⲟⲛ,νυμφον,1
ⲕⲩⲣⲏⲥⲥⲉ,κυρησσε,1
ⲕⲣⲁⲧⲓⲁ,κρατια,1
ⲙⲛⲧⲙⲁⲅⲁⲣⲓⲟⲥ,μντμαγαριοσ,1
ⲁⲡⲁⲑⲏⲥ,απαθησ,1
ⲛⲓⲟⲭⲟⲥ,νιοχοσ,1
ⲽⲓⲛⲙⲁⲥⲧⲓⲅⲟⲩ,ⲽινμαστιγου,1
ⲁⲩⲝⲏⲥⲓⲥ,αυξησισ,1
ⲹⲁⲅⲓⲁⲥⲙⲟⲥ,ⲹαγιασμοσ,1
ⲹⲁⲅⲓⲁⲍⲉ,ⲹαγιαζε,1
ⲭⲱⲣⲓⲟⲛ,χωριον,1
ⲫⲟⲃⲟⲥ,φοβοσ,1
ⲹⲉⲃⲣⲓⲍⲉ,ⲹεβριζε,1
ⲡⲁⲣⲁⲅⲅⲉⲗⲉⲓ,παραγγελει,1
ⲣⲉⲵⲡⲗⲉⲁ,ρεⲵπλεα,1
ⲉⲅⲱⲙⲓⲁⲍⲉ,εγωμιαζε,1
ⲙⲁⲣⲧⲏⲣⲟⲥ,μαρτηροσ,1
ⲡⲟⲗⲩⲙⲁⲣⲭⲏⲥ,πολυμαρχησ,1
ⲧⲁⲗⲉⲗⲓⲃⲁⲛⲟⲥ,ταλελιβανοσ,1
ⲭⲉⲓⲣⲟⲅⲣⲁⲫⲟⲛ,χειρογραφον,1
ⲛⲉⲝⲁⲣⲭⲟⲥ,νεξαρχοσ,1
ⲃⲟⲩⲛⲉⲩⲣⲟⲛ,βουνευρον,1
ⲁⲅⲕⲁⲓⲟⲛ,αγκαιον,1
ⲕⲁⲓⲅⲁⲣ,καιγαρ,1
ⲿⲃⲁⲥⲁⲛⲟⲥ,ⲿβασανοσ,1
ⲇⲱⲣⲓⲁ,δωρια,1
ⲁⲇⲓⲕⲁⲓⲟⲥ,αδικαιοσ,1
ⲡⲁⲣⲁⲉⲓⲕⲉ,παραεικε,1
ⲿⲧⲣⲟⲫⲏ,ⲿτροφη,1
