coptic,greek,pmi,count,source
ⲡⲣⲟⲕⲟⲡⲧⲉ,προκοπτε,,,loanword_only
ⲙⲉⲧⲭⲣⲓⲥⲧⲟⲥ,μετχριστοσ,,,loanword_only
ⲉⲣⲃⲗⲁⲡⲧⲓⲛ,ερβλαπτιν,,,loanword_only
ⲓⲁⲥⲡⲓⲥ,ιασπισ,,,loanword_only
ⲇⲓⲛⲁ,δινα,,,loanword_only
ⲡⲣⲟⲡⲁⲧⲱⲣ,προπατωρ,,,loanword_only
ⲉⲅⲱ,εγω,,,loanword_only
ⲉⲣⲕⲗⲏⲣⲟⲛⲟⲙⲟⲥ,ερκληρονομοσ,,,loanword_only
ⲁⲓⲭⲙⲁⲗⲱⲥⲓⲁ,αιχμαλωσια,,,loanword_only
ⲥⲧⲓⲭⲟⲥ,στιχοσ,,,loanword_only
ⲁⲅⲅⲉⲗⲓⲕⲏ,αγγελικη,,,loanword_only
ⲁⲡⲁⲧⲏ,απατη,,,loanword_only
ⲙⲏⲡⲟⲧⲉ,μηποτε,,,loanword_only
ⲥⲩⲙⲃⲟⲩⲗⲉⲩⲉ,συμβουλευε,,,loanword_only
ⲭⲁⲣⲁⲕⲧⲏⲣ,χαρακτηρ,,,loanword_only
ⲙⲁⲕⲉⲇⲟⲛⲓⲁ,μακεδονια,,,loanword_only
ⲇⲓⲟⲓⲕⲏⲧⲏⲥ,διοικητησ,,,loanword_only
ⲡⲁⲣⲁⲫⲩⲥⲓⲥ,παραφυσισ,,,loanword_only
ⲙⲱⲅⲓⲥ,μωγισ,,,loanword_only
ⲁⲥⲡⲁⲥⲙⲟⲥ,ασπασμοσ,,,loanword_only
ⲡⲟⲗⲓⲧⲏⲥ,πολιτησ,,,loanword_only
ⲁⲅⲅⲉⲗⲓⲕⲟⲛ,αγγελικον,,,loanword_only
ⲑⲩⲙⲟⲥ,θυμοσ,,,loanword_only
ⲁⲡⲟⲥⲧⲟⲗⲓⲕⲟⲛ,αποστολικον,,,loanword_only
ⲇⲓⲁⲕⲟⲛⲟⲥ,διακονοσ,,,loanword_only
ⲭⲁⲗⲓⲛⲟⲩⲥ,χαλινουσ,,,loanword_only
ⲁⲕⲣⲟⲁⲧⲏⲥ,ακροατησ,,,loanword_only
ⲓⲛⲁ,ινα,,,loanword_only
ⲁⲛⲁⲡⲁⲩⲥⲓⲥ,αναπαυσισ,,,loanword_only
ⲟⲙⲟⲓⲱⲥ,ομοιωσ,,,loanword_only
ⲉⲗⲁⲙⲓⲧⲏⲥ,ελαμιτησ,,,loanword_only
ⲥⲟⲩⲇⲁⲣⲓⲟⲛ,σουδαριον,,,loanword_only
ⲕⲉⲣⲱⲛ,κερων,,,loanword_only
ⲙⲛⲧⲁⲡⲓⲥⲧⲟⲥ,μνταπιστοσ,,,loanword_only
ⲉⲡⲓⲥⲕⲟⲡⲟⲥ,επισκοποσ,,,loanword_only
ⲫⲩⲥⲓⲥ,φυσισ,,,loanword_only
ⲇⲓⲁⲇⲟⲭⲟⲥ,διαδοχοσ,,,loanword_only
ⲉⲡⲓⲑⲁⲛⲁⲧⲏⲥ,επιθανατησ,,,loanword_only
ⲕⲉⲗⲉⲩⲓⲛ,κελευιν,,,loanword_only
ⲱⲣⲓⲱⲛ,ωριων,,,loanword_only
ⲥⲩⲙⲫⲱⲛⲓⲁ,συμφωνια,,,loanword_only
ⲉⲝⲉⲧⲁⲍⲉ,εξεταζε,,,loanword_only
ⲥⲓⲛⲇⲱⲛⲓⲟⲛ,σινδωνιον,,,loanword_only
ⲇⲓⲱⲕⲉ,διωκε,,,loanword_only
ⲡⲟⲗⲉⲓⲧⲉⲓⲁ,πολειτεια,,,loanword_only
ⲡⲗⲁⲕⲏⲇⲁⲥ,πλακηδασ,,,loanword_only
ⲏⲣⲱⲇⲓⲁⲥ,ηρωδιασ,,,loanword_only
ⲟⲛⲛⲟⲫⲣⲓⲟⲥ,οννοφριοσ,,,loanword_only
ⲣⲁⲕⲣⲓⲃⲏⲥ,ρακριβησ,,,loanword_only
ⲇⲁⲡⲁⲛⲏ,δαπανη,,,loanword_only
ⲕⲁⲥⲧⲣⲟⲛ,καστρον,,,loanword_only
ⲁⲡⲉⲓⲗⲏ,απειλη,,,loanword_only
ⲁⲣⲏⲥ,αρησ,,,loanword_only
ⲕⲁⲧⲁⲅⲉⲓⲟⲛ,καταγειον,,,loanword_only
ⲣⲁⲅⲁⲑⲟⲥ,ραγαθοσ,,,loanword_only
ⲙⲉⲧⲫⲓⲗⲟⲥⲟⲫⲟⲥ,μετφιλοσοφοσ,,,loanword_only
ⲕⲟⲓⲛⲱⲛⲓⲁ,κοινωνια,,,loanword_only
ⲓⲟⲩⲗⲓⲟⲥ,ιουλιοσ,,,loanword_only
ⲁⲩⲝⲁⲛⲉ,αυξανε,,,loanword_only
ⲁⲡⲁⲣⲛⲁ,απαρνα,,,loanword_only
ⲕⲩⲣⲓⲁⲕⲟⲛ,κυριακον,,,loanword_only
ⲛⲁⲣⲇⲟⲥ,ναρδοσ,,,loanword_only
ⲁⲩⲧⲟⲩ,αυτου,,,loanword_only
ⲁⲛⲟⲙⲟⲛ,ανομον,,,loanword_only
ⲁⲛⲇⲣⲉⲁⲥ,ανδρεασ,,,loanword_only
ⲁⲛⲛⲱⲛⲛⲁ,αννωννα,,,loanword_only
ⲛⲟⲉⲓ,νοει,,,loanword_only
ⲁⲛⲁⲑⲉⲙⲁ,αναθεμα,,,loanword_only
ⲁⲛⲧⲓⲕⲉⲓⲙⲉⲛⲟⲥ,αντικειμενοσ,,,loanword_only
ⲡⲗⲏⲣⲱⲙⲁ,πληρωμα,,,loanword_only
ⲟⲣⲫⲁⲛⲟⲥ,ορφανοσ,,,loanword_only
ⲁⲓⲧⲉⲓ,αιτει,,,loanword_only
ⲙⲁⲕⲉⲗⲗⲟⲥ,μακελλοσ,,,loanword_only
ⲥⲩⲛⲍⲩⲅⲟⲥ,συνζυγοσ,,,loanword_only
ⲭⲁⲣⲓⲍⲉ,χαριζε,,,loanword_only
ⲧⲟⲩ,του,,,loanword_only
ⲡⲣⲟⲧⲣⲉⲡⲉ,προτρεπε,,,loanword_only
ⲡⲁⲣⲁⲕⲗⲏⲥⲓⲥ,παρακλησισ,,,loanword_only
ⲗⲉⲩⲕⲏ,λευκη,,,loanword_only
ⲉⲣⲙⲏⲧⲁⲣⲓⲟⲛ,ερμηταριον,,,loanword_only
ⲙⲛⲧⲕⲟⲥⲙⲓⲕⲟⲛ,μντκοσμικον,,,loanword_only
ⲃⲟⲏⲑⲓⲁ,βοηθια,,,loanword_only
ⲱⲇⲏ,ωδη,,,loanword_only
ⲉⲣⲡⲣⲟⲫⲏⲧⲉⲩⲓⲛ,ερπροφητευιν,,,loanword_only
ⲧⲣⲁⲓⲛⲟⲥ,τραινοσ,,,loanword_only
ⲉⲣⲁⲡⲟⲧⲁⲍⲉⲥⲑⲉ,εραποταζεσθε,,,loanword_only
ⲛⲁⲟⲥ,ναοσ,,,loanword_only
ⲡⲟⲣⲛⲉⲩⲉ,πορνευε,,,loanword_only
ⲟⲯⲱⲛⲓⲟⲛ,οψωνιον,,,loanword_only
ⲥⲕⲉⲩⲏ,σκευη,,,loanword_only
ⲡⲁⲣⲁⲇⲓⲥⲟⲥ,παραδισοσ,,,loanword_only
ⲡⲉⲣⲓⲭⲱⲣⲟⲥ,περιχωροσ,,,loanword_only
ⲕⲱⲥⲧⲁⲛⲧⲓⲛⲟⲩⲡⲟⲗⲓⲥ,κωσταντινουπολισ,,,loanword_only
ⲧⲁⲩⲣⲟⲥ,ταυροσ,,,loanword_only
ⲅⲣⲏⲅⲟⲣⲓⲟⲥ,γρηγοριοσ,,,loanword_only
ⲁⲗⲗⲟⲫⲩⲗⲟⲥ,αλλοφυλοσ,,,loanword_only
ⲇⲓⲕⲁⲓⲱⲥ,δικαιωσ,,,loanword_only
ⲭⲉⲓⲣⲟⲇⲟⲛⲉⲓ,χειροδονει,,,loanword_only
ⲉⲣⲕⲁⲧⲁⲭⲣⲁⲥⲑⲉ,ερκαταχρασθε,,,loanword_only
ⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ,κληρονομει,,,loanword_only
ⲟⲩⲟⲓ,ουοι,,,loanword_only
ⲇⲓⲁⲕⲣⲓⲛⲉ,διακρινε,,,loanword_only
ⲡⲁⲣⲁⲫⲩⲥⲓⲛ,παραφυσιν,,,loanword_only
ⲧⲁⲗⲉⲇⲱⲣⲟⲛ,ταλεδωρον,,,loanword_only
ⲁⲥⲕⲩⲥⲓⲥ,ασκυσισ,,,loanword_only
ⲍⲓⲍⲁⲛⲓⲟⲛ,ζιζανιον,,,loanword_only
ⲁⲗⲏⲑⲟⲥ,αληθοσ,,,loanword_only
ⲙⲛⲧⲁⲕⲣⲓⲃⲏⲥ,μντακριβησ,,,loanword_only
ⲗⲓⲙⲏⲛ,λιμην,,,loanword_only
ⲙⲉⲧⲁⲣⲭⲓⲧⲉⲕ,μεταρχιτεκ,,,loanword_only
ⲥⲧⲩⲗⲟⲥ,στυλοσ,,,loanword_only
ⲁⲡⲟⲣⲣⲟⲓⲁ,απορροια,,,loanword_only
ⲡⲁⲅⲁⲛⲟⲥ,παγανοσ,,,loanword_only
ⲡⲓⲥⲧⲟⲥ,πιστοσ,,,loanword_only
ⲙⲉⲛ,μεν,,,loanword_only
ⲉⲥⲧⲱ,εστω,,,loanword_only
ⲃⲁⲥⲓⲥ,βασισ,,,loanword_only
ⲡⲱⲥ,πωσ,,,loanword_only
ⲉⲩⲗⲟⲅⲓⲁ,ευλογια,,,loanword_only
ⲉⲡⲓⲧⲁⲥⲥⲉ,επιτασσε,,,loanword_only
ⲥⲫⲉⲛⲇⲟⲛⲏ,σφενδονη,,,loanword_only
ⲧⲣⲓⲃⲟⲩⲛⲟⲥ,τριβουνοσ,,,loanword_only
ⲁⲙⲉⲗⲓⲁ,αμελια,,,loanword_only
ⲑⲛⲉⲉⲣⲅⲁⲧⲏⲥ,θνεεργατησ,,,loanword_only
ⲇⲟⲕⲓⲙⲁⲍⲉ,δοκιμαζε,,,loanword_only
ⲙⲏⲣⲟⲥ,μηροσ,,,loanword_only
ⲡⲁⲣⲁⲇⲓⲅⲙⲁⲧⲓⲍⲉ,παραδιγματιζε,,,loanword_only
ⲇⲓⲕⲁⲓⲟⲥ,δικαιοσ,,,loanword_only
ⲙⲉⲥⲟⲡⲟⲧⲟⲙⲓⲁ,μεσοποτομια,,,loanword_only
ⲡⲁⲣⲁⲕⲗⲏⲧⲟⲥ,παρακλητοσ,,,loanword_only
ⲡⲗⲏⲛ,πλην,,,loanword_only
ⲙⲉⲧⲁⲃⲟⲗⲟⲥ,μεταβολοσ,,,loanword_only
ⲁⲕⲙⲏⲛ,ακμην,,,loanword_only
ⲟⲧⲓ,οτι,,,loanword_only
ⲕⲁⲗⲩⲙⲁ,καλυμα,,,loanword_only
ⲡⲁⲣⲁⲛⲟⲙⲟⲥ,παρανομοσ,,,loanword_only
ⲕⲁⲥⲓⲁ,κασια,,,loanword_only
ⲕⲁⲧⲁⲕⲗⲩⲥⲙⲟⲥ,κατακλυσμοσ,,,loanword_only
ⲁⲡⲟⲥⲧⲏⲑⲟⲥ,αποστηθοσ,,,loanword_only
ⲁⲇⲓⲕⲟⲛ,αδικον,,,loanword_only
ⲉⲡⲉⲧⲓⲙⲁ,επετιμα,,,loanword_only
ⲭⲁⲗⲓⲛⲟⲩ,χαλινου,,,loanword_only
ⲅⲛⲏⲥⲓⲟⲥ,γνησιοσ,,,loanword_only
ⲉⲣⲙⲁⲑⲏⲧⲏⲥ,ερμαθητησ,,,loanword_only
ⲥⲕⲉⲩⲟⲥ,σκευοσ,,,loanword_only
ⲥⲧⲏⲗⲏ,στηλη,,,loanword_only
ⲭⲁⲟⲥ,χαοσ,,,loanword_only
ⲅⲛⲱⲥⲓⲥ,γνωσισ,,,loanword_only
ⲥⲩⲛⲏⲇⲏⲥⲓⲥ,συνηδησισ,,,loanword_only
ⲉⲛⲉⲣⲅⲉⲓ,ενεργει,,,loanword_only
ⲕⲉⲫⲁⲗⲓⲥ,κεφαλισ,,,loanword_only
ⲧⲩⲭⲏ,τυχη,,,loanword_only
ⲉⲑⲟⲥ,εθοσ,,,loanword_only
ⲁⲙⲉⲗⲉⲓⲁ,αμελεια,,,loanword_only
ⲗⲓⲧⲟⲩⲣⲅⲓⲁ,λιτουργια,,,loanword_only
ⲗⲁⲙⲡⲉⲩⲉ,λαμπευε,,,loanword_only
ⲥⲓⲣⲟⲙⲁⲥⲧⲏⲥ,σιρομαστησ,,,loanword_only
ⲉⲣⲙⲏⲛⲓⲁ,ερμηνια,,,loanword_only
ⲡⲁⲗⲗⲁⲧⲓⲟⲛ,παλλατιον,,,loanword_only
ⲉⲣⲛⲏⲥⲧⲉⲩⲓⲛ,ερνηστευιν,,,loanword_only
ⲭⲟⲗⲏ,χολη,,,loanword_only
ⲥⲩⲙⲃⲟⲗⲏ,συμβολη,,,loanword_only
ⲉⲩⲅⲉⲛⲏⲥ,ευγενησ,,,loanword_only
ⲏⲣⲱⲇⲓⲁⲛⲟⲥ,ηρωδιανοσ,,,loanword_only
ⲁⲣⲭⲓⲙⲁⲛⲇⲣⲓⲧⲏⲥ,αρχιμανδριτησ,,,loanword_only
ⲭⲗⲟⲏ,χλοη,,,loanword_only
ⲡⲟⲣⲛⲓⲁ,πορνια,,,loanword_only
ⲉⲩⲁⲅⲅⲉⲗⲓⲍⲉ,ευαγγελιζε,,,loanword_only
ⲁⲛⲁⲭⲱⲣⲏⲥⲓⲥ,αναχωρησισ,,,loanword_only
ⲁⲡⲁⲝ,απαξ,,,loanword_only
ⲥⲡⲉⲣⲙⲁ,σπερμα,,,loanword_only
ⲇⲓⲕⲁⲓⲱⲙⲁ,δικαιωμα,,,loanword_only
ⲭⲣⲉⲓⲥⲧⲓⲁⲛⲟⲥ,χρειστιανοσ,,,loanword_only
ⲕⲩⲡⲣⲟⲥ,κυπροσ,,,loanword_only
ⲁⲡⲟⲕⲣⲓⲧⲏⲥ,αποκριτησ,,,loanword_only
ⲡⲟⲛⲏⲣⲓⲁ,πονηρια,,,loanword_only
ⲁⲛⲉⲭⲉ,ανεχε,,,loanword_only
ⲑⲏⲥⲁⲩⲣⲟⲥ,θησαυροσ,,,loanword_only
ⲁⲓⲧⲓⲁ,αιτια,,,loanword_only
ⲡⲣⲟⲃⲟⲗⲏ,προβολη,,,loanword_only
ⲛⲟⲙⲟⲥ,νομοσ,,,loanword_only
ⲁⲣⲓⲥⲧⲁ,αριστα,,,loanword_only
ⲥⲕⲩⲗⲙⲟⲥ,σκυλμοσ,,,loanword_only
ⲕⲁⲧⲁⲗⲁⲗⲓⲁ,καταλαλια,,,loanword_only
ⲥⲧⲁⲕⲧⲏ,στακτη,,,loanword_only
ⲉⲧⲓ,ετι,,,loanword_only
ⲁⲛⲁⲗⲏⲯⲓⲥ,αναληψισ,,,loanword_only
ⲉⲝⲁⲡⲓⲛⲁ,εξαπινα,,,loanword_only
ⲇⲟⲅⲙⲁ,δογμα,,,loanword_only
ⲁⲡⲟⲧⲁⲥⲥⲉ,αποτασσε,,,loanword_only
ⲥⲩⲅⲅⲉⲛⲏⲥ,συγγενησ,,,loanword_only
ⲙⲛⲧⲉⲗⲁⲭⲓⲥⲧⲟⲥ,μντελαχιστοσ,,,loanword_only
ⲇⲁⲗⲙⲁⲛⲟⲩⲑⲁ,δαλμανουθα,,,loanword_only
ⲁⲣⲭⲏⲉⲡⲓⲥⲕⲟⲡⲟⲥ,αρχηεπισκοποσ,,,loanword_only
ⲧⲉⲭⲛⲏⲧⲏⲥ,τεχνητησ,,,loanword_only
ⲯⲁⲗⲙⲟⲥ,ψαλμοσ,,,loanword_only
ⲭⲟⲣⲧⲟⲥ,χορτοσ,,,loanword_only
ⲡⲉⲛⲧⲏⲕⲟⲥⲧⲏ,πεντηκοστη,,,loanword_only
ⲯⲩⲭⲓⲕⲟⲛ,ψυχικον,,,loanword_only
ⲡⲁⲣⲁⲡⲗⲏⲝ,παραπληξ,,,loanword_only
ⲉⲣⲭⲁⲣⲓⲍⲉⲥⲑⲁⲓ,ερχαριζεσθαι,,,loanword_only
ⲇⲁⲛⲓⲥⲧⲏⲥ,δανιστησ,,,loanword_only
ⲉⲣⲉⲅⲕⲣⲁⲧⲉⲩⲉⲥⲑⲉ,ερεγκρατευεσθε,,,loanword_only
ⲙⲉⲥⲟⲩⲁⲫⲓ,μεσουαφι,,,loanword_only
ⲅⲉⲛⲉⲥⲓⲥ,γενεσισ,,,loanword_only
ⲃⲏⲥⲁⲣⲓⲟⲛ,βησαριον,,,loanword_only
ⲭⲁⲗⲁ,χαλα,,,loanword_only
ⲙⲛⲧⲁⲅⲁⲑⲟⲥ,μνταγαθοσ,,,loanword_only
ⲥⲭⲟⲗⲁⲥⲧⲓⲕⲏ,σχολαστικη,,,loanword_only
ⲫⲣⲁⲅⲙⲟⲥ,φραγμοσ,,,loanword_only
ⲉⲣⲛⲏⲥⲧⲉⲩⲉⲓⲛ,ερνηστευειν,,,loanword_only
ⲁⲛⲁⲥⲧⲁⲥⲓⲥ,αναστασισ,,,loanword_only
ⲕⲩⲡⲣⲓⲟⲥ,κυπριοσ,,,loanword_only
ⲱⲫⲉⲗⲓⲁ,ωφελια,,,loanword_only
ⲣⲇⲓⲁⲃⲟⲗⲟⲥ,ρδιαβολοσ,,,loanword_only
ⲙⲉⲣⲕⲟⲩⲣⲓⲟⲥ,μερκουριοσ,,,loanword_only
ⲇⲓⲁⲕⲣⲓⲥⲓⲥ,διακρισισ,,,loanword_only
ⲛⲧⲟⲟⲩ,ντοου,,,loanword_only
ⲉⲝⲱⲣⲓⲥⲧⲉⲓⲁ,εξωριστεια,,,loanword_only
ⲉⲡⲓⲑⲁⲛⲁⲧⲓⲟⲥ,επιθανατιοσ,,,loanword_only
ⲧⲁⲭⲁ,ταχα,,,loanword_only
ⲕⲁⲑⲟⲗⲓⲕⲟⲛ,καθολικον,,,loanword_only
ⲕⲟⲗⲩⲙⲃⲏⲑⲣⲁ,κολυμβηθρα,,,loanword_only
ⲥⲱⲧⲏⲣ,σωτηρ,,,loanword_only
ⲙⲟⲛⲁⲭⲏ,μοναχη,,,loanword_only
ⲥⲧⲩⲗⲏ,στυλη,,,loanword_only
ⲁⲥⲧⲓⲟⲥ,αστιοσ,,,loanword_only
ⲡⲣⲟⲥⲕⲩⲛⲉⲓ,προσκυνει,,,loanword_only
ⲡⲁⲣⲁⲥⲕⲉⲩⲏ,παρασκευη,,,loanword_only
ⲙⲟⲩⲛⲁⲭⲟⲥ,μουναχοσ,,,loanword_only
ⲭⲁⲣⲓⲥⲙⲁ,χαρισμα,,,loanword_only
ⲥⲩⲙⲁⲛⲉ,συμανε,,,loanword_only
ⲗⲉⲟⲩⲉⲓ,λεουει,,,loanword_only
ⲧⲟⲓ,τοι,,,loanword_only
ⲧⲉⲣⲉⲃⲓⲛⲑⲟⲥ,τερεβινθοσ,,,loanword_only
ⲙⲉⲧⲥⲉⲙⲛⲟⲥ,μετσεμνοσ,,,loanword_only
ⲥⲁⲑⲉⲣⲓ,σαθερι,,,loanword_only
ⲥⲩⲛⲭⲱⲣⲏⲥⲓⲥ,συνχωρησισ,,,loanword_only
ⲁⲥⲧⲉⲣⲓⲟⲥ,αστεριοσ,,,loanword_only
ⲕⲁⲡⲓⲥⲧⲓⲥ,καπιστισ,,,loanword_only
ⲕⲏⲣⲩⲥⲥⲉ,κηρυσσε,,,loanword_only
ⲡⲓⲥⲧⲓⲕⲏ,πιστικη,,,loanword_only
ⲙⲉⲧⲁⲡⲟⲥⲧⲟⲗⲟⲥ,μεταποστολοσ,,,loanword_only
ⲥⲭⲟⲗⲁⲥⲧⲓⲕⲟⲥ,σχολαστικοσ,,,loanword_only
ⲉⲭⲙⲁⲗⲱⲥⲓⲁ,εχμαλωσια,,,loanword_only
ⲕⲟⲗⲩⲃⲏⲑⲣⲁ,κολυβηθρα,,,loanword_only
ⲧⲣⲓⲁⲉ,τριαε,,,loanword_only
ⲭⲓⲙⲱⲛ,χιμων,,,loanword_only
ⲉⲣⲁⲡⲁⲛⲧⲁⲛ,εραπανταν,,,loanword_only
ⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉ,σκανδαλιζε,,,loanword_only
ⲥⲩⲛⲕⲗⲏⲧⲟⲥ,συνκλητοσ,,,loanword_only
ⲃⲁⲥⲁⲛⲟⲥ,βασανοσ,,,loanword_only
ⲙⲏ,μη,,,loanword_only
ⲃⲁⲧⲟⲥ,βατοσ,,,loanword_only
ⲭⲣⲓⲁ,χρια,,,loanword_only
ⲁⲣⲓⲃⲟⲏⲑⲓⲛ,αριβοηθιν,,,loanword_only
ⲉⲣⲙⲉⲗⲓⲛ,ερμελιν,,,loanword_only
ⲅⲁⲍⲟⲫⲩⲗⲁⲕⲓⲟⲛ,γαζοφυλακιον,,,loanword_only
ⲕⲁⲧⲁⲣⲅⲉⲓ,καταργει,,,loanword_only
ⲁⲣⲓⲉⲧⲓⲛ,αριετιν,,,loanword_only
ⲁⲡⲟⲥⲧⲁⲧⲏⲥ,αποστατησ,,,loanword_only
ⲉⲣⲇⲟⲕⲓⲙⲁⲍⲓⲛ,ερδοκιμαζιν,,,loanword_only
ⲡⲣⲟⲉⲗⲑⲉ,προελθε,,,loanword_only
ⲉⲣⲕⲁⲧⲏⲅⲟⲣⲓⲛ,ερκατηγοριν,,,loanword_only
ⲉⲡⲓⲧⲓⲙⲓⲁ,επιτιμια,,,loanword_only
ⲉⲛⲉⲣⲅⲉⲓⲁ,ενεργεια,,,loanword_only
ⲡⲉⲣⲁ,περα,,,loanword_only
ⲁⲩⲧⲟⲅⲉⲛⲏⲥ,αυτογενησ,,,loanword_only
ⲟⲙⲟⲟⲩⲥⲓⲁ,ομοουσια,,,loanword_only
ⲛⲟⲙⲓⲕⲟⲥ,νομικοσ,,,loanword_only
ⲡⲟⲛⲏⲣⲟⲥ,πονηροσ,,,loanword_only
ⲇⲉⲩⲧⲉⲣⲟⲛⲟⲙⲓⲟⲛ,δευτερονομιον,,,loanword_only
ⲡⲁⲛⲟⲩⲣⲅⲟⲥ,πανουργοσ,,,loanword_only
ⲉⲓⲙⲏⲧⲓ,ειμητι,,,loanword_only
ⲥⲉⲙⲛⲟⲛ,σεμνον,,,loanword_only
ⲙⲛⲧⲡⲣⲟⲇⲟⲧⲏⲥ,μντπροδοτησ,,,loanword_only
ⲡⲗⲉⲟⲛⲉⲕⲧⲉ,πλεονεκτε,,,loanword_only
ⲉⲣⲕⲁⲩⲙⲁ,ερκαυμα,,,loanword_only
ⲡⲁⲣⲁⲗⲏⲙⲡⲧⲏⲥ,παραλημπτησ,,,loanword_only
ⲫⲁⲛⲉⲣⲱⲥ,φανερωσ,,,loanword_only
ⲡⲓⲗⲁⲧⲟⲥ,πιλατοσ,,,loanword_only
ⲙⲉⲧⲁⲧⲕⲁⲕⲓⲁ,μετατκακια,,,loanword_only
ⲡⲛⲟⲏ,πνοη,,,loanword_only
ⲉⲥⲩⲭⲁⲍⲉ,εσυχαζε,,,loanword_only
ⲥⲩⲙⲫⲟⲣⲁ,συμφορα,,,loanword_only
ⲅⲉⲣⲁⲥⲏⲛⲟⲥ,γερασηνοσ,,,loanword_only
ⲧⲁⲗⲉⲡⲱⲣⲓⲁ,ταλεπωρια,,,loanword_only
ⲟⲛⲟⲙⲁⲍⲉ,ονομαζε,,,loanword_only
ⲇⲓⲁⲕⲱⲛⲉⲓ,διακωνει,,,loanword_only
ⲭⲁⲣⲧⲏⲥ,χαρτησ,,,loanword_only
ⲡⲣⲟⲕⲟⲡⲧⲉⲓ,προκοπτει,,,loanword_only
ⲫⲩⲗⲁⲝ,φυλαξ,,,loanword_only
ⲙⲁⲕⲁⲣⲓⲥⲙⲟⲥ,μακαρισμοσ,,,loanword_only
ⲟⲣⲅⲏ,οργη,,,loanword_only
ⲧⲁⲣⲁⲭⲏ,ταραχη,,,loanword_only
ⲑⲉⲟⲇⲟⲣⲟⲥ,θεοδοροσ,,,loanword_only
ⲕⲗⲁⲥⲙⲁ,κλασμα,,,loanword_only
ⲥⲁⲣⲝ,σαρξ,,,loanword_only
ⲅⲣⲁⲙⲙⲁⲧⲓⲟⲛ,γραμματιον,,,loanword_only
ⲁⲗⲏⲑⲓⲛⲟⲥ,αληθινοσ,,,loanword_only
ⲡⲟⲗⲏⲧⲓⲁ,πολητια,,,loanword_only
ⲡⲁⲣⲁⲕⲁⲗⲉⲓ,παρακαλει,,,loanword_only
ⲯⲩⲫⲓⲥⲙⲁ,ψυφισμα,,,loanword_only
ⲉⲣⲅⲁⲥⲓⲁ,εργασια,,,loanword_only
ⲗⲉⲃⲏⲥ,λεβησ,,,loanword_only
ⲁⲣⲭⲏⲇⲓⲁⲕⲟⲛⲟⲥ,αρχηδιακονοσ,,,loanword_only
ⲧⲁⲅⲙⲁ,ταγμα,,,loanword_only
ⲙⲉⲧⲁⲛⲟⲙⲟⲥ,μετανομοσ,,,loanword_only
ⲁⲗⲏⲑⲓⲛⲟⲛ,αληθινον,,,loanword_only
ⲥⲁⲛⲇⲁⲗⲓⲟⲛ,σανδαλιον,,,loanword_only
ⲣⲭⲣⲓⲁ,ρχρια,,,loanword_only
ⲗⲁⲩⲣⲁ,λαυρα,,,loanword_only
ⲙⲛⲧⲕⲁⲑⲁⲣⲟⲥ,μντκαθαροσ,,,loanword_only
ⲕⲟⲥⲙⲉⲓ,κοσμει,,,loanword_only
ⲥⲧⲣⲁⲧⲏⲅⲟⲥ,στρατηγοσ,,,loanword_only
ⲅⲁⲓⲟⲥ,γαιοσ,,,loanword_only
ⲁⲑⲁⲛⲁⲧⲟⲥ,αθανατοσ,,,loanword_only
ⲁⲕⲁⲑⲁⲣⲥⲓⲁ,ακαθαρσια,,,loanword_only
ⲫⲩⲁⲗⲏ,φυαλη,,,loanword_only
ⲥⲩⲛⲧⲉⲗⲉⲓⲁ,συντελεια,,,loanword_only
ⲥⲱⲙⲁ,σωμα,,,loanword_only
ⲉⲝⲁⲡⲁⲧⲁ,εξαπατα,,,loanword_only
ⲗⲩⲕⲓⲁ,λυκια,,,loanword_only
ⲁⲣⲭⲓⲙⲁⲅⲓⲣⲟⲥ,αρχιμαγιροσ,,,loanword_only
ⲡⲣⲟⲥⲇⲟⲕⲓⲁ,προσδοκια,,,loanword_only
ⲕⲓⲑⲁⲣⲁ,κιθαρα,,,loanword_only
ⲁⲭⲁⲧⲏⲥ,αχατησ,,,loanword_only
ⲫⲩⲗⲏ,φυλη,,,loanword_only
ⲧⲁⲝⲓⲥ,ταξισ,,,loanword_only
ⲁⲣⲭⲱⲛ,αρχων,,,loanword_only
ⲉⲥⲭⲁⲣⲁ,εσχαρα,,,loanword_only
ⲭⲁⲓⲣⲉ,χαιρε,,,loanword_only
ⲡⲁⲣⲁⲃⲟⲗⲏ,παραβολη,,,loanword_only
ⲇⲏ,δη,,,loanword_only
ⲡⲗⲏⲣⲟⲫⲟⲣⲉⲓ,πληροφορει,,,loanword_only
ⲕⲁⲓ,και,,,loanword_only
ⲁⲡⲟⲧⲁⲅⲏ,αποταγη,,,loanword_only
ⲃⲁⲩⲕⲁⲗⲓⲟⲛ,βαυκαλιον,,,loanword_only
ⲧⲣⲩⲫⲁ,τρυφα,,,loanword_only
ⲍⲱⲅⲣⲁⲫⲉⲓ,ζωγραφει,,,loanword_only
ⲕⲏⲫⲁ,κηφα,,,loanword_only
ⲍⲏⲛⲱⲛ,ζηνων,,,loanword_only
ⲥⲧⲣⲁⲧⲉⲩⲙⲁ,στρατευμα,,,loanword_only
ⲕⲣⲓⲕⲟⲥ,κρικοσ,,,loanword_only
