nt_book,nt_chap,nt_verse,lxx_chap,lxx_verse,votes,nt_v6_ref,lxx_v6_ref
Matt,11,25,8,2,20,sahidica.matthew.11.25,sahidic.psalms.8.2
Heb,1,6,96,7,20,sahidica.hebrews.1.6,sahidic.psalms.96.7
Heb,4,7,94,7,20,sahidica.hebrews.4.7,sahidic.psalms.94.7
Matt,5,3,118,1,19,sahidica.matthew.5.3,sahidic.psalms.118.1
Matt,5,3,118,2,19,sahidica.matthew.5.3,sahidic.psalms.118.2
Matt,5,4,29,7,19,sahidica.matthew.5.4,sahidic.psalms.29.7
Matt,5,4,29,8,19,sahidica.matthew.5.4,sahidic.psalms.29.8
Matt,5,4,29,9,19,sahidica.matthew.5.4,sahidic.psalms.29.9
Matt,5,4,29,10,19,sahidica.matthew.5.4,sahidic.psalms.29.10
Matt,5,4,29,11,19,sahidica.matthew.5.4,sahidic.psalms.29.11
Matt,5,5,24,13,19,sahidica.matthew.5.5,sahidic.psalms.24.13
Matt,5,6,83,2,19,sahidica.matthew.5.6,sahidic.psalms.83.2
Matt,5,6,64,4,19,sahidica.matthew.5.6,sahidic.psalms.64.4
Matt,5,9,121,6,19,sahidica.matthew.5.9,sahidic.psalms.121.6
Matt,5,9,121,7,19,sahidica.matthew.5.9,sahidic.psalms.121.7
Matt,5,9,121,8,19,sahidica.matthew.5.9,sahidic.psalms.121.8
Matt,6,12,31,1,19,sahidica.matthew.6.12,sahidic.psalms.31.1
Matt,6,19,61,10,19,sahidica.matthew.6.19,sahidic.psalms.61.10
Matt,6,19,38,6,19,sahidica.matthew.6.19,sahidic.psalms.38.6
Matt,11,28,89,7,19,sahidica.matthew.11.28,sahidic.psalms.89.7
Matt,11,28,89,8,19,sahidica.matthew.11.28,sahidic.psalms.89.8
Matt,11,28,89,9,19,sahidica.matthew.11.28,sahidic.psalms.89.9
Matt,11,28,89,10,19,sahidica.matthew.11.28,sahidic.psalms.89.10
Heb,12,11,118,165,19,sahidica.hebrews.12.11,sahidic.psalms.118.165
Matt,5,5,36,22,18,sahidica.matthew.5.5,sahidic.psalms.36.22
Matt,5,5,36,9,18,sahidica.matthew.5.5,sahidic.psalms.36.9
Matt,5,5,36,29,18,sahidica.matthew.5.5,sahidic.psalms.36.29
Matt,5,5,68,32,18,sahidica.matthew.5.5,sahidic.psalms.68.32
Matt,5,6,16,15,18,sahidica.matthew.5.6,sahidic.psalms.16.15
Matt,5,8,17,26,18,sahidica.matthew.5.8,sahidic.psalms.17.26
Matt,5,11,43,22,18,sahidica.matthew.5.11,sahidic.psalms.43.22
Matt,7,5,50,9,18,sahidica.matthew.7.5,sahidic.psalms.50.9
Matt,7,5,50,10,18,sahidica.matthew.7.5,sahidic.psalms.50.10
Matt,7,5,50,11,18,sahidica.matthew.7.5,sahidic.psalms.50.11
Matt,7,5,50,12,18,sahidica.matthew.7.5,sahidic.psalms.50.12
Matt,7,5,50,13,18,sahidica.matthew.7.5,sahidic.psalms.50.13
Matt,7,24,118,99,18,sahidica.matthew.7.24,sahidic.psalms.118.99
Matt,8,26,64,7,18,sahidica.matthew.8.26,sahidic.psalms.64.7
Matt,18,10,33,7,18,sahidica.matthew.18.10,sahidic.psalms.33.7
Matt,23,37,90,4,18,sahidica.matthew.23.37,sahidic.psalms.90.4
Heb,4,12,109,2,18,sahidica.hebrews.4.12,sahidic.psalms.109.2
Heb,12,28,2,11,18,sahidica.hebrews.12.28,sahidic.psalms.2.11
Heb,13,16,36,3,18,sahidica.hebrews.13.16,sahidic.psalms.36.3
Matt,2,1,71,9,17,sahidica.matthew.2.1,sahidic.psalms.71.9
Matt,2,1,71,10,17,sahidica.matthew.2.1,sahidic.psalms.71.10
Matt,2,1,71,11,17,sahidica.matthew.2.1,sahidic.psalms.71.11
Matt,2,1,71,12,17,sahidica.matthew.2.1,sahidic.psalms.71.12
Matt,4,6,33,7,17,sahidica.matthew.4.6,sahidic.psalms.33.7
Matt,5,17,39,6,17,sahidica.matthew.5.17,sahidic.psalms.39.6
Matt,5,17,39,7,17,sahidica.matthew.5.17,sahidic.psalms.39.7
Matt,5,17,39,8,17,sahidica.matthew.5.17,sahidic.psalms.39.8
Matt,5,44,7,4,17,sahidica.matthew.5.44,sahidic.psalms.7.4
Matt,5,44,34,13,17,sahidica.matthew.5.44,sahidic.psalms.34.13
Matt,5,44,34,14,17,sahidica.matthew.5.44,sahidic.psalms.34.14
Matt,6,12,129,4,17,sahidica.matthew.6.12,sahidic.psalms.129.4
Matt,7,24,118,130,17,sahidica.matthew.7.24,sahidic.psalms.118.130
Matt,10,29,103,27,17,sahidica.matthew.10.29,sahidic.psalms.103.27
Matt,10,29,103,28,17,sahidica.matthew.10.29,sahidic.psalms.103.28
Matt,10,29,103,29,17,sahidica.matthew.10.29,sahidic.psalms.103.29
Matt,10,29,103,30,17,sahidica.matthew.10.29,sahidic.psalms.103.30
Matt,11,28,31,4,17,sahidica.matthew.11.28,sahidic.psalms.31.4
Matt,15,13,91,13,17,sahidica.matthew.15.13,sahidic.psalms.91.13
Matt,26,64,109,1,17,sahidica.matthew.26.64,sahidic.psalms.109.1
Matt,28,18,88,27,17,sahidica.matthew.28.18,sahidic.psalms.88.27
Heb,1,5,88,26,17,sahidica.hebrews.1.5,sahidic.psalms.88.26
Heb,1,5,88,27,17,sahidica.hebrews.1.5,sahidic.psalms.88.27
Heb,1,9,22,5,17,sahidica.hebrews.1.9,sahidic.psalms.22.5
Heb,6,19,42,5,17,sahidica.hebrews.6.19,sahidic.psalms.42.5
Heb,13,5,118,36,17,sahidica.hebrews.13.5,sahidic.psalms.118.36
Heb,13,15,144,1,17,sahidica.hebrews.13.15,sahidic.psalms.144.1
Heb,13,15,144,2,17,sahidica.hebrews.13.15,sahidic.psalms.144.2
Heb,13,15,144,3,17,sahidica.hebrews.13.15,sahidic.psalms.144.3
Heb,13,15,144,4,17,sahidica.hebrews.13.15,sahidic.psalms.144.4
Heb,13,15,144,5,17,sahidica.hebrews.13.15,sahidic.psalms.144.5
Heb,13,15,144,6,17,sahidica.hebrews.13.15,sahidic.psalms.144.6
Heb,13,15,144,7,17,sahidica.hebrews.13.15,sahidic.psalms.144.7
Heb,13,15,144,8,17,sahidica.hebrews.13.15,sahidic.psalms.144.8
Heb,13,15,144,9,17,sahidica.hebrews.13.15,sahidic.psalms.144.9
Heb,13,15,144,10,17,sahidica.hebrews.13.15,sahidic.psalms.144.10
Heb,13,15,144,11,17,sahidica.hebrews.13.15,sahidic.psalms.144.11
Heb,13,15,144,12,17,sahidica.hebrews.13.15,sahidic.psalms.144.12
Heb,13,15,144,13,17,sahidica.hebrews.13.15,sahidic.psalms.144.13
Heb,13,15,144,14,17,sahidica.hebrews.13.15,sahidic.psalms.144.14
Heb,13,15,144,15,17,sahidica.hebrews.13.15,sahidic.psalms.144.15
Heb,13,15,144,16,17,sahidica.hebrews.13.15,sahidic.psalms.144.16
Heb,13,15,144,17,17,sahidica.hebrews.13.15,sahidic.psalms.144.17
Heb,13,15,144,18,17,sahidica.hebrews.13.15,sahidic.psalms.144.18
Heb,13,15,144,19,17,sahidica.hebrews.13.15,sahidic.psalms.144.19
Heb,13,15,144,20,17,sahidica.hebrews.13.15,sahidic.psalms.144.20
Heb,13,15,144,21,17,sahidica.hebrews.13.15,sahidic.psalms.144.21
Matt,2,11,94,6,16,sahidica.matthew.2.11,sahidic.psalms.94.6
Matt,5,3,31,1,16,sahidica.matthew.5.3,sahidic.psalms.31.1
Matt,5,3,31,2,16,sahidica.matthew.5.3,sahidic.psalms.31.2
Matt,5,3,145,5,16,sahidica.matthew.5.3,sahidic.psalms.145.5
Matt,5,9,81,6,16,sahidica.matthew.5.9,sahidic.psalms.81.6
Matt,5,9,81,7,16,sahidica.matthew.5.9,sahidic.psalms.81.7
Matt,6,31,54,22,16,sahidica.matthew.6.31,sahidic.psalms.54.22
Matt,7,8,80,16,16,sahidica.matthew.7.8,sahidic.psalms.80.16
Matt,8,26,106,28,16,sahidica.matthew.8.26,sahidic.psalms.106.28
Matt,8,26,106,29,16,sahidica.matthew.8.26,sahidic.psalms.106.29
Matt,8,26,106,30,16,sahidica.matthew.8.26,sahidic.psalms.106.30
Matt,9,37,67,11,16,sahidica.matthew.9.37,sahidic.psalms.67.11
Matt,10,28,118,120,16,sahidica.matthew.10.28,sahidic.psalms.118.120
Matt,18,3,50,10,16,sahidica.matthew.18.3,sahidic.psalms.50.10
Matt,18,3,50,11,16,sahidica.matthew.18.3,sahidic.psalms.50.11
Matt,18,3,50,12,16,sahidica.matthew.18.3,sahidic.psalms.50.12
Matt,18,3,50,13,16,sahidica.matthew.18.3,sahidic.psalms.50.13
Heb,4,13,89,8,16,sahidica.hebrews.4.13,sahidic.psalms.89.8
Heb,4,13,7,9,16,sahidica.hebrews.4.13,sahidic.psalms.7.9
Heb,10,38,84,8,16,sahidica.hebrews.10.38,sahidic.psalms.84.8
Heb,11,25,83,10,16,sahidica.hebrews.11.25,sahidic.psalms.83.10
Heb,12,6,93,12,16,sahidica.hebrews.12.6,sahidic.psalms.93.12
Matt,5,3,2,12,15,sahidica.matthew.5.3,sahidic.psalms.2.12
Matt,5,3,40,1,15,sahidica.matthew.5.3,sahidic.psalms.40.1
Matt,5,4,68,29,15,sahidica.matthew.5.4,sahidic.psalms.68.29
Matt,5,4,68,30,15,sahidica.matthew.5.4,sahidic.psalms.68.30
Matt,5,6,62,5,15,sahidica.matthew.5.6,sahidic.psalms.62.5
Matt,5,7,40,1,15,sahidica.matthew.5.7,sahidic.psalms.40.1
Matt,5,7,40,2,15,sahidica.matthew.5.7,sahidic.psalms.40.2
Matt,5,7,40,3,15,sahidica.matthew.5.7,sahidic.psalms.40.3
Matt,5,7,40,4,15,sahidica.matthew.5.7,sahidic.psalms.40.4
Matt,5,12,57,11,15,sahidica.matthew.5.12,sahidic.psalms.57.11
Matt,14,31,137,7,15,sahidica.matthew.14.31,sahidic.psalms.137.7
Matt,21,13,92,5,15,sahidica.matthew.21.13,sahidic.psalms.92.5
Matt,27,43,21,8,15,sahidica.matthew.27.43,sahidic.psalms.21.8
Heb,7,17,109,4,15,sahidica.hebrews.7.17,sahidic.psalms.109.4
Heb,10,31,75,7,15,sahidica.hebrews.10.31,sahidic.psalms.75.7
Heb,12,2,137,8,15,sahidica.hebrews.12.2,sahidic.psalms.137.8
Heb,13,20,22,1,15,sahidica.hebrews.13.20,sahidic.psalms.22.1
Matt,4,7,105,14,14,sahidica.matthew.4.7,sahidic.psalms.105.14
Matt,4,7,77,56,14,sahidica.matthew.4.7,sahidic.psalms.77.56
Matt,4,16,106,10,14,sahidica.matthew.4.16,sahidic.psalms.106.10
Matt,4,16,106,11,14,sahidica.matthew.4.16,sahidic.psalms.106.11
Matt,4,16,106,12,14,sahidica.matthew.4.16,sahidic.psalms.106.12
Matt,4,16,106,13,14,sahidica.matthew.4.16,sahidic.psalms.106.13
Matt,4,16,106,14,14,sahidica.matthew.4.16,sahidic.psalms.106.14
Matt,5,4,39,1,14,sahidica.matthew.5.4,sahidic.psalms.39.1
Matt,5,4,39,2,14,sahidica.matthew.5.4,sahidic.psalms.39.2
Matt,5,4,39,3,14,sahidica.matthew.5.4,sahidic.psalms.39.3
Matt,5,4,114,1,14,sahidica.matthew.5.4,sahidic.psalms.114.1
Matt,5,4,114,2,14,sahidica.matthew.5.4,sahidic.psalms.114.2
Matt,5,4,114,3,14,sahidica.matthew.5.4,sahidic.psalms.114.3
Matt,5,4,114,4,14,sahidica.matthew.5.4,sahidic.psalms.114.4
Matt,5,4,114,5,14,sahidica.matthew.5.4,sahidic.psalms.114.5
Matt,5,4,114,6,14,sahidica.matthew.5.4,sahidic.psalms.114.6
Matt,5,4,114,7,14,sahidica.matthew.5.4,sahidic.psalms.114.7
Matt,5,4,114,8,14,sahidica.matthew.5.4,sahidic.psalms.114.8
Matt,5,4,114,9,14,sahidica.matthew.5.4,sahidic.psalms.114.9
Matt,5,4,115,1,14,sahidica.matthew.5.4,sahidic.psalms.115.1
Matt,5,4,115,2,14,sahidica.matthew.5.4,sahidic.psalms.115.2
Matt,5,4,115,3,14,sahidica.matthew.5.4,sahidic.psalms.115.3
Matt,5,4,115,4,14,sahidica.matthew.5.4,sahidic.psalms.115.4
Matt,5,4,115,5,14,sahidica.matthew.5.4,sahidic.psalms.115.5
Matt,5,4,115,6,14,sahidica.matthew.5.4,sahidic.psalms.115.6
Matt,5,4,115,7,14,sahidica.matthew.5.4,sahidic.psalms.115.7
Matt,5,4,115,8,14,sahidica.matthew.5.4,sahidic.psalms.115.8
Matt,5,4,115,9,14,sahidica.matthew.5.4,sahidic.psalms.115.9
Matt,5,4,115,10,14,sahidica.matthew.5.4,sahidic.psalms.115.10
Matt,5,9,33,12,14,sahidica.matthew.5.9,sahidic.psalms.33.12
Matt,5,10,36,12,14,sahidica.matthew.5.10,sahidic.psalms.36.12
Matt,5,11,34,11,14,sahidica.matthew.5.11,sahidic.psalms.34.11
Matt,7,11,85,15,14,sahidica.matthew.7.11,sahidic.psalms.85.15
Matt,8,3,32,9,14,sahidica.matthew.8.3,sahidic.psalms.32.9
Matt,25,32,97,9,14,sahidica.matthew.25.32,sahidic.psalms.97.9
Matt,28,18,109,1,14,sahidica.matthew.28.18,sahidic.psalms.109.1
Matt,28,18,109,2,14,sahidica.matthew.28.18,sahidic.psalms.109.2
Matt,28,18,109,3,14,sahidica.matthew.28.18,sahidic.psalms.109.3
Heb,1,10,8,3,14,sahidica.hebrews.1.10,sahidic.psalms.8.3
Heb,1,10,8,4,14,sahidica.hebrews.1.10,sahidic.psalms.8.4
Heb,2,1,118,9,14,sahidica.hebrews.2.1,sahidic.psalms.118.9
Matt,4,7,94,9,13,sahidica.matthew.4.7,sahidic.psalms.94.9
Matt,5,4,12,1,13,sahidica.matthew.5.4,sahidic.psalms.12.1
Matt,5,4,12,2,13,sahidica.matthew.5.4,sahidic.psalms.12.2
Matt,5,4,12,3,13,sahidica.matthew.5.4,sahidic.psalms.12.3
Matt,5,4,12,4,13,sahidica.matthew.5.4,sahidic.psalms.12.4
Matt,5,4,12,5,13,sahidica.matthew.5.4,sahidic.psalms.12.5
Matt,5,5,146,1,13,sahidica.matthew.5.5,sahidic.psalms.146.1
Matt,5,5,146,2,13,sahidica.matthew.5.5,sahidic.psalms.146.2
Matt,5,5,146,3,13,sahidica.matthew.5.5,sahidic.psalms.146.3
Matt,5,5,146,4,13,sahidica.matthew.5.5,sahidic.psalms.146.4
Matt,5,5,146,5,13,sahidica.matthew.5.5,sahidic.psalms.146.5
Matt,5,5,146,6,13,sahidica.matthew.5.5,sahidic.psalms.146.6
Matt,5,5,146,7,13,sahidica.matthew.5.5,sahidic.psalms.146.7
Matt,5,5,146,8,13,sahidica.matthew.5.5,sahidic.psalms.146.8
Matt,5,5,146,9,13,sahidica.matthew.5.5,sahidic.psalms.146.9
Matt,5,5,146,10,13,sahidica.matthew.5.5,sahidic.psalms.146.10
Matt,5,5,146,11,13,sahidica.matthew.5.5,sahidic.psalms.146.11
Matt,5,5,147,1,13,sahidica.matthew.5.5,sahidic.psalms.147.1
Matt,5,5,147,2,13,sahidica.matthew.5.5,sahidic.psalms.147.2
Matt,5,5,147,3,13,sahidica.matthew.5.5,sahidic.psalms.147.3
Matt,5,5,147,4,13,sahidica.matthew.5.5,sahidic.psalms.147.4
Matt,5,5,147,5,13,sahidica.matthew.5.5,sahidic.psalms.147.5
Matt,5,5,147,6,13,sahidica.matthew.5.5,sahidic.psalms.147.6
Matt,5,5,147,7,13,sahidica.matthew.5.5,sahidic.psalms.147.7
Matt,5,5,147,8,13,sahidica.matthew.5.5,sahidic.psalms.147.8
Matt,5,5,147,9,13,sahidica.matthew.5.5,sahidic.psalms.147.9
Matt,6,31,36,3,13,sahidica.matthew.6.31,sahidic.psalms.36.3
Matt,7,17,1,3,13,sahidica.matthew.7.17,sahidic.psalms.1.3
Matt,8,26,88,9,13,sahidica.matthew.8.26,sahidic.psalms.88.9
Matt,13,23,91,13,13,sahidica.matthew.13.23,sahidic.psalms.91.13
Matt,13,23,91,14,13,sahidica.matthew.13.23,sahidic.psalms.91.14
Matt,13,23,91,15,13,sahidica.matthew.13.23,sahidic.psalms.91.15
Matt,15,11,11,2,13,sahidica.matthew.15.11,sahidic.psalms.11.2
Matt,16,16,41,2,13,sahidica.matthew.16.16,sahidic.psalms.41.2
Matt,16,18,9,1,13,sahidica.matthew.16.18,sahidic.psalms.9.1
Matt,16,18,9,2,13,sahidica.matthew.16.18,sahidic.psalms.9.2
Matt,16,18,9,3,13,sahidica.matthew.16.18,sahidic.psalms.9.3
Matt,16,18,9,4,13,sahidica.matthew.16.18,sahidic.psalms.9.4
Matt,16,18,9,5,13,sahidica.matthew.16.18,sahidic.psalms.9.5
Matt,16,18,9,6,13,sahidica.matthew.16.18,sahidic.psalms.9.6
Matt,16,18,9,7,13,sahidica.matthew.16.18,sahidic.psalms.9.7
Matt,16,18,9,8,13,sahidica.matthew.16.18,sahidic.psalms.9.8
Matt,16,18,9,9,13,sahidica.matthew.16.18,sahidic.psalms.9.9
Matt,16,18,9,10,13,sahidica.matthew.16.18,sahidic.psalms.9.10
Matt,16,18,9,11,13,sahidica.matthew.16.18,sahidic.psalms.9.11
Matt,16,18,9,12,13,sahidica.matthew.16.18,sahidic.psalms.9.12
Matt,16,18,9,13,13,sahidica.matthew.16.18,sahidic.psalms.9.13
Matt,16,18,9,14,13,sahidica.matthew.16.18,sahidic.psalms.9.14
Matt,16,18,9,15,13,sahidica.matthew.16.18,sahidic.psalms.9.15
Matt,16,18,9,16,13,sahidica.matthew.16.18,sahidic.psalms.9.16
Matt,16,18,9,17,13,sahidica.matthew.16.18,sahidic.psalms.9.17
Matt,16,18,9,18,13,sahidica.matthew.16.18,sahidic.psalms.9.18
Matt,16,18,9,19,13,sahidica.matthew.16.18,sahidic.psalms.9.19
Matt,16,18,9,20,13,sahidica.matthew.16.18,sahidic.psalms.9.20
Matt,16,18,9,21,13,sahidica.matthew.16.18,sahidic.psalms.9.21
Matt,16,18,9,22,13,sahidica.matthew.16.18,sahidic.psalms.9.22
Matt,16,18,9,23,13,sahidica.matthew.16.18,sahidic.psalms.9.23
Matt,16,18,9,24,13,sahidica.matthew.16.18,sahidic.psalms.9.24
Matt,16,18,9,25,13,sahidica.matthew.16.18,sahidic.psalms.9.25
Matt,16,18,9,26,13,sahidica.matthew.16.18,sahidic.psalms.9.26
Matt,16,18,9,27,13,sahidica.matthew.16.18,sahidic.psalms.9.27
Matt,16,18,9,28,13,sahidica.matthew.16.18,sahidic.psalms.9.28
Matt,16,18,9,29,13,sahidica.matthew.16.18,sahidic.psalms.9.29
Matt,16,18,9,30,13,sahidica.matthew.16.18,sahidic.psalms.9.30
Matt,16,18,9,31,13,sahidica.matthew.16.18,sahidic.psalms.9.31
Matt,16,18,9,32,13,sahidica.matthew.16.18,sahidic.psalms.9.32
Matt,16,18,9,33,13,sahidica.matthew.16.18,sahidic.psalms.9.33
Matt,16,18,9,34,13,sahidica.matthew.16.18,sahidic.psalms.9.34
Matt,16,18,9,35,13,sahidica.matthew.16.18,sahidic.psalms.9.35
Matt,16,18,9,36,13,sahidica.matthew.16.18,sahidic.psalms.9.36
Matt,16,18,9,37,13,sahidica.matthew.16.18,sahidic.psalms.9.37
Matt,16,18,9,38,13,sahidica.matthew.16.18,sahidic.psalms.9.38
Matt,23,37,16,8,13,sahidica.matthew.23.37,sahidic.psalms.16.8
Matt,23,39,117,26,13,sahidica.matthew.23.39,sahidic.psalms.117.26
Matt,25,1,44,9,13,sahidica.matthew.25.1,sahidic.psalms.44.9
Matt,25,1,44,10,13,sahidica.matthew.25.1,sahidic.psalms.44.10
Matt,25,1,44,11,13,sahidica.matthew.25.1,sahidic.psalms.44.11
Matt,25,31,9,1,13,sahidica.matthew.25.31,sahidic.psalms.9.1
Matt,25,31,9,2,13,sahidica.matthew.25.31,sahidic.psalms.9.2
Matt,25,31,9,3,13,sahidica.matthew.25.31,sahidic.psalms.9.3
Matt,25,31,9,4,13,sahidica.matthew.25.31,sahidic.psalms.9.4
Matt,25,31,9,5,13,sahidica.matthew.25.31,sahidic.psalms.9.5
Matt,25,31,9,6,13,sahidica.matthew.25.31,sahidic.psalms.9.6
Matt,25,31,9,7,13,sahidica.matthew.25.31,sahidic.psalms.9.7
Matt,25,31,9,8,13,sahidica.matthew.25.31,sahidic.psalms.9.8
Matt,25,31,9,9,13,sahidica.matthew.25.31,sahidic.psalms.9.9
Matt,25,31,9,10,13,sahidica.matthew.25.31,sahidic.psalms.9.10
Matt,25,31,9,11,13,sahidica.matthew.25.31,sahidic.psalms.9.11
Matt,25,31,9,12,13,sahidica.matthew.25.31,sahidic.psalms.9.12
Matt,25,31,9,13,13,sahidica.matthew.25.31,sahidic.psalms.9.13
Matt,25,31,9,14,13,sahidica.matthew.25.31,sahidic.psalms.9.14
Matt,25,31,9,15,13,sahidica.matthew.25.31,sahidic.psalms.9.15
Matt,25,31,9,16,13,sahidica.matthew.25.31,sahidic.psalms.9.16
Matt,25,31,9,17,13,sahidica.matthew.25.31,sahidic.psalms.9.17
Matt,25,31,9,18,13,sahidica.matthew.25.31,sahidic.psalms.9.18
Matt,25,31,9,19,13,sahidica.matthew.25.31,sahidic.psalms.9.19
Matt,25,31,9,20,13,sahidica.matthew.25.31,sahidic.psalms.9.20
Matt,25,31,9,21,13,sahidica.matthew.25.31,sahidic.psalms.9.21
Matt,25,31,9,22,13,sahidica.matthew.25.31,sahidic.psalms.9.22
Matt,25,31,9,23,13,sahidica.matthew.25.31,sahidic.psalms.9.23
Matt,25,31,9,24,13,sahidica.matthew.25.31,sahidic.psalms.9.24
Matt,25,31,9,25,13,sahidica.matthew.25.31,sahidic.psalms.9.25
Matt,25,31,9,26,13,sahidica.matthew.25.31,sahidic.psalms.9.26
Matt,25,31,9,27,13,sahidica.matthew.25.31,sahidic.psalms.9.27
Matt,25,31,9,28,13,sahidica.matthew.25.31,sahidic.psalms.9.28
Matt,25,31,9,29,13,sahidica.matthew.25.31,sahidic.psalms.9.29
Matt,25,31,9,30,13,sahidica.matthew.25.31,sahidic.psalms.9.30
Matt,25,31,9,31,13,sahidica.matthew.25.31,sahidic.psalms.9.31
Matt,25,31,9,32,13,sahidica.matthew.25.31,sahidic.psalms.9.32
Matt,25,31,9,33,13,sahidica.matthew.25.31,sahidic.psalms.9.33
Matt,25,31,9,34,13,sahidica.matthew.25.31,sahidic.psalms.9.34
Matt,25,31,9,35,13,sahidica.matthew.25.31,sahidic.psalms.9.35
Matt,25,31,9,36,13,sahidica.matthew.25.31,sahidic.psalms.9.36
Matt,25,31,9,37,13,sahidica.matthew.25.31,sahidic.psalms.9.37
Matt,25,31,9,38,13,sahidica.matthew.25.31,sahidic.psalms.9.38
Matt,28,18,2,6,13,sahidica.matthew.28.18,sahidic.psalms.2.6
Matt,28,18,2,7,13,sahidica.matthew.28.18,sahidic.psalms.2.7
Matt,28,18,2,8,13,sahidica.matthew.28.18,sahidic.psalms.2.8
Matt,28,18,2,9,13,sahidica.matthew.28.18,sahidic.psalms.2.9
Heb,3,10,94,10,13,sahidica.hebrews.3.10,sahidic.psalms.94.10
Heb,10,22,72,28,13,sahidica.hebrews.10.22,sahidic.psalms.72.28
Heb,10,30,49,4,13,sahidica.hebrews.10.30,sahidic.psalms.49.4
Heb,10,35,18,11,13,sahidica.hebrews.10.35,sahidic.psalms.18.11
Heb,11,13,38,12,13,sahidica.hebrews.11.13,sahidic.psalms.38.12
Matt,1,21,129,7,12,sahidica.matthew.1.21,sahidic.psalms.129.7
Matt,1,21,129,8,12,sahidica.matthew.1.21,sahidic.psalms.129.8
Matt,6,4,43,21,12,sahidica.matthew.6.4,sahidic.psalms.43.21
Matt,7,3,49,16,12,sahidica.matthew.7.3,sahidic.psalms.49.16
Matt,7,3,49,17,12,sahidica.matthew.7.3,sahidic.psalms.49.17
Matt,7,3,49,18,12,sahidica.matthew.7.3,sahidic.psalms.49.18
Matt,7,3,49,19,12,sahidica.matthew.7.3,sahidic.psalms.49.19
Matt,7,3,49,20,12,sahidica.matthew.7.3,sahidic.psalms.49.20
Matt,7,3,49,21,12,sahidica.matthew.7.3,sahidic.psalms.49.21
Matt,7,11,85,5,12,sahidica.matthew.7.11,sahidic.psalms.85.5
Matt,12,34,139,2,12,sahidica.matthew.12.34,sahidic.psalms.139.2
Matt,12,34,139,3,12,sahidica.matthew.12.34,sahidic.psalms.139.3
Matt,18,6,104,15,12,sahidica.matthew.18.6,sahidic.psalms.104.15
Matt,27,34,68,21,12,sahidica.matthew.27.34,sahidic.psalms.68.21
Heb,3,15,94,7,12,sahidica.hebrews.3.15,sahidic.psalms.94.7
Heb,10,31,89,11,12,sahidica.hebrews.10.31,sahidic.psalms.89.11
Heb,12,1,17,23,12,sahidica.hebrews.12.1,sahidic.psalms.17.23
Heb,12,29,96,3,12,sahidica.hebrews.12.29,sahidic.psalms.96.3
Matt,4,6,33,20,11,sahidica.matthew.4.6,sahidic.psalms.33.20
Matt,5,3,83,12,11,sahidica.matthew.5.3,sahidic.psalms.83.12
Matt,5,3,127,1,11,sahidica.matthew.5.3,sahidic.psalms.127.1
Matt,5,4,6,1,11,sahidica.matthew.5.4,sahidic.psalms.6.1
Matt,5,4,6,2,11,sahidica.matthew.5.4,sahidic.psalms.6.2
Matt,5,4,6,3,11,sahidica.matthew.5.4,sahidic.psalms.6.3
Matt,5,4,6,4,11,sahidica.matthew.5.4,sahidic.psalms.6.4
Matt,5,4,6,5,11,sahidica.matthew.5.4,sahidic.psalms.6.5
Matt,5,4,6,6,11,sahidica.matthew.5.4,sahidic.psalms.6.6
Matt,5,4,6,7,11,sahidica.matthew.5.4,sahidic.psalms.6.7
Matt,5,4,6,8,11,sahidica.matthew.5.4,sahidic.psalms.6.8
Matt,5,4,6,9,11,sahidica.matthew.5.4,sahidic.psalms.6.9
Matt,5,4,31,3,11,sahidica.matthew.5.4,sahidic.psalms.31.3
Matt,5,4,31,4,11,sahidica.matthew.5.4,sahidic.psalms.31.4
Matt,5,4,31,5,11,sahidica.matthew.5.4,sahidic.psalms.31.5
Matt,5,4,31,6,11,sahidica.matthew.5.4,sahidic.psalms.31.6
Matt,5,4,31,7,11,sahidica.matthew.5.4,sahidic.psalms.31.7
Matt,5,5,36,34,11,sahidica.matthew.5.5,sahidic.psalms.36.34
Matt,5,7,36,26,11,sahidica.matthew.5.7,sahidic.psalms.36.26
Matt,5,8,50,6,11,sahidica.matthew.5.8,sahidic.psalms.50.6
Matt,5,35,47,2,11,sahidica.matthew.5.35,sahidic.psalms.47.2
Matt,6,16,68,10,11,sahidica.matthew.6.16,sahidic.psalms.68.10
Matt,7,17,91,13,11,sahidica.matthew.7.17,sahidic.psalms.91.13
Matt,7,17,91,14,11,sahidica.matthew.7.17,sahidic.psalms.91.14
Matt,7,23,5,5,11,sahidica.matthew.7.23,sahidic.psalms.5.5
Matt,8,20,83,3,11,sahidica.matthew.8.20,sahidic.psalms.83.3
Matt,10,36,40,9,11,sahidica.matthew.10.36,sahidic.psalms.40.9
Matt,14,33,2,7,11,sahidica.matthew.14.33,sahidic.psalms.2.7
Matt,15,11,51,2,11,sahidica.matthew.15.11,sahidic.psalms.51.2
Matt,15,11,51,3,11,sahidica.matthew.15.11,sahidic.psalms.51.3
Matt,15,11,51,4,11,sahidica.matthew.15.11,sahidic.psalms.51.4
Matt,15,11,9,1,11,sahidica.matthew.15.11,sahidic.psalms.9.1
Matt,15,11,9,2,11,sahidica.matthew.15.11,sahidic.psalms.9.2
Matt,15,11,9,3,11,sahidica.matthew.15.11,sahidic.psalms.9.3
Matt,15,11,9,4,11,sahidica.matthew.15.11,sahidic.psalms.9.4
