nt_book,nt_chap,nt_verse,lxx_chap,lxx_verse,votes,nt_v6_ref,lxx_v6_ref
Matt,3,15,39,7,8,sahidica.matthew.3.15,sahidic.psalms.39.7
Matt,3,15,39,8,8,sahidica.matthew.3.15,sahidic.psalms.39.8
Matt,4,23,102,3,8,sahidica.matthew.4.23,sahidic.psalms.102.3
Matt,7,25,91,13,8,sahidica.matthew.7.25,sahidic.psalms.91.13
Matt,7,25,91,14,8,sahidica.matthew.7.25,sahidic.psalms.91.14
Matt,7,25,91,15,8,sahidica.matthew.7.25,sahidic.psalms.91.15
Matt,9,2,31,1,8,sahidica.matthew.9.2,sahidic.psalms.31.1
Matt,9,2,31,2,8,sahidica.matthew.9.2,sahidic.psalms.31.2
Matt,10,36,54,13,8,sahidica.matthew.10.36,sahidic.psalms.54.13
Matt,12,34,63,3,8,sahidica.matthew.12.34,sahidic.psalms.63.3
Matt,12,34,9,1,8,sahidica.matthew.12.34,sahidic.psalms.9.1
Matt,12,34,9,2,8,sahidica.matthew.12.34,sahidic.psalms.9.2
Matt,12,34,9,3,8,sahidica.matthew.12.34,sahidic.psalms.9.3
Matt,12,34,9,4,8,sahidica.matthew.12.34,sahidic.psalms.9.4
Matt,12,34,9,5,8,sahidica.matthew.12.34,sahidic.psalms.9.5
Matt,12,34,9,6,8,sahidica.matthew.12.34,sahidic.psalms.9.6
Matt,12,34,9,7,8,sahidica.matthew.12.34,sahidic.psalms.9.7
Matt,12,34,9,8,8,sahidica.matthew.12.34,sahidic.psalms.9.8
Matt,12,34,9,9,8,sahidica.matthew.12.34,sahidic.psalms.9.9
Matt,12,34,9,10,8,sahidica.matthew.12.34,sahidic.psalms.9.10
Matt,12,34,9,11,8,sahidica.matthew.12.34,sahidic.psalms.9.11
Matt,12,34,9,12,8,sahidica.matthew.12.34,sahidic.psalms.9.12
Matt,12,34,9,13,8,sahidica.matthew.12.34,sahidic.psalms.9.13
Matt,12,34,9,14,8,sahidica.matthew.12.34,sahidic.psalms.9.14
Matt,12,34,9,15,8,sahidica.matthew.12.34,sahidic.psalms.9.15
Matt,12,34,9,16,8,sahidica.matthew.12.34,sahidic.psalms.9.16
Matt,12,34,9,17,8,sahidica.matthew.12.34,sahidic.psalms.9.17
Matt,12,34,9,18,8,sahidica.matthew.12.34,sahidic.psalms.9.18
Matt,12,34,9,19,8,sahidica.matthew.12.34,sahidic.psalms.9.19
Matt,12,34,9,20,8,sahidica.matthew.12.34,sahidic.psalms.9.20
Matt,12,34,9,21,8,sahidica.matthew.12.34,sahidic.psalms.9.21
Matt,12,34,9,22,8,sahidica.matthew.12.34,sahidic.psalms.9.22
Matt,12,34,9,23,8,sahidica.matthew.12.34,sahidic.psalms.9.23
Matt,12,34,9,24,8,sahidica.matthew.12.34,sahidic.psalms.9.24
Matt,12,34,9,25,8,sahidica.matthew.12.34,sahidic.psalms.9.25
Matt,12,34,9,26,8,sahidica.matthew.12.34,sahidic.psalms.9.26
Matt,12,34,9,27,8,sahidica.matthew.12.34,sahidic.psalms.9.27
Matt,12,34,9,28,8,sahidica.matthew.12.34,sahidic.psalms.9.28
Matt,12,34,9,29,8,sahidica.matthew.12.34,sahidic.psalms.9.29
Matt,12,34,9,30,8,sahidica.matthew.12.34,sahidic.psalms.9.30
Matt,12,34,9,31,8,sahidica.matthew.12.34,sahidic.psalms.9.31
Matt,12,34,9,32,8,sahidica.matthew.12.34,sahidic.psalms.9.32
Matt,12,34,9,33,8,sahidica.matthew.12.34,sahidic.psalms.9.33
Matt,12,34,9,34,8,sahidica.matthew.12.34,sahidic.psalms.9.34
Matt,12,34,9,35,8,sahidica.matthew.12.34,sahidic.psalms.9.35
Matt,12,34,9,36,8,sahidica.matthew.12.34,sahidic.psalms.9.36
Matt,12,34,9,37,8,sahidica.matthew.12.34,sahidic.psalms.9.37
Matt,12,34,9,38,8,sahidica.matthew.12.34,sahidic.psalms.9.38
Matt,14,32,106,29,8,sahidica.matthew.14.32,sahidic.psalms.106.29
Matt,14,32,106,30,8,sahidica.matthew.14.32,sahidic.psalms.106.30
Matt,16,18,106,18,8,sahidica.matthew.16.18,sahidic.psalms.106.18
Matt,20,28,48,7,8,sahidica.matthew.20.28,sahidic.psalms.48.7
Matt,23,37,56,1,8,sahidica.matthew.23.37,sahidic.psalms.56.1
Matt,25,9,48,7,8,sahidica.matthew.25.9,sahidic.psalms.48.7
Matt,25,9,48,8,8,sahidica.matthew.25.9,sahidic.psalms.48.8
Matt,25,9,48,9,8,sahidica.matthew.25.9,sahidic.psalms.48.9
Matt,25,21,15,10,8,sahidica.matthew.25.21,sahidic.psalms.15.10
Matt,25,21,15,11,8,sahidica.matthew.25.21,sahidic.psalms.15.11
Matt,26,31,37,11,8,sahidica.matthew.26.31,sahidic.psalms.37.11
Matt,28,8,2,11,8,sahidica.matthew.28.8,sahidic.psalms.2.11
Matt,28,20,71,19,8,sahidica.matthew.28.20,sahidic.psalms.71.19
Heb,1,8,144,13,8,sahidica.hebrews.1.8,sahidic.psalms.144.13
Heb,2,12,39,10,8,sahidica.hebrews.2.12,sahidic.psalms.39.10
Heb,5,7,39,1,8,sahidica.hebrews.5.7,sahidic.psalms.39.1
Heb,5,7,39,2,8,sahidica.hebrews.5.7,sahidic.psalms.39.2
Heb,5,7,39,3,8,sahidica.hebrews.5.7,sahidic.psalms.39.3
Heb,5,12,33,11,8,sahidica.hebrews.5.12,sahidic.psalms.33.11
Heb,6,7,64,9,8,sahidica.hebrews.6.7,sahidic.psalms.64.9
Heb,6,7,64,10,8,sahidica.hebrews.6.7,sahidic.psalms.64.10
Heb,6,7,64,11,8,sahidica.hebrews.6.7,sahidic.psalms.64.11
Heb,6,7,64,12,8,sahidica.hebrews.6.7,sahidic.psalms.64.12
Heb,6,7,64,13,8,sahidica.hebrews.6.7,sahidic.psalms.64.13
Heb,6,19,41,11,8,sahidica.hebrews.6.19,sahidic.psalms.41.11
Heb,10,2,102,12,8,sahidica.hebrews.10.2,sahidic.psalms.102.12
Heb,10,5,49,8,8,sahidica.hebrews.10.5,sahidic.psalms.49.8
Heb,10,5,49,9,8,sahidica.hebrews.10.5,sahidic.psalms.49.9
Heb,10,5,49,10,8,sahidica.hebrews.10.5,sahidic.psalms.49.10
Heb,10,5,49,11,8,sahidica.hebrews.10.5,sahidic.psalms.49.11
Heb,10,5,49,12,8,sahidica.hebrews.10.5,sahidic.psalms.49.12
Heb,10,5,49,13,8,sahidica.hebrews.10.5,sahidic.psalms.49.13
Heb,10,5,49,14,8,sahidica.hebrews.10.5,sahidic.psalms.49.14
Heb,10,5,49,15,8,sahidica.hebrews.10.5,sahidic.psalms.49.15
Heb,10,5,49,16,8,sahidica.hebrews.10.5,sahidic.psalms.49.16
Heb,10,5,49,17,8,sahidica.hebrews.10.5,sahidic.psalms.49.17
Heb,10,5,49,18,8,sahidica.hebrews.10.5,sahidic.psalms.49.18
Heb,10,5,49,19,8,sahidica.hebrews.10.5,sahidic.psalms.49.19
Heb,10,5,49,20,8,sahidica.hebrews.10.5,sahidic.psalms.49.20
Heb,10,5,49,21,8,sahidica.hebrews.10.5,sahidic.psalms.49.21
Heb,10,5,49,22,8,sahidica.hebrews.10.5,sahidic.psalms.49.22
Heb,10,5,49,23,8,sahidica.hebrews.10.5,sahidic.psalms.49.23
Heb,12,5,118,75,8,sahidica.hebrews.12.5,sahidic.psalms.118.75
Matt,4,16,43,19,7,sahidica.matthew.4.16,sahidic.psalms.43.19
Matt,5,22,108,3,7,sahidica.matthew.5.22,sahidic.psalms.108.3
Matt,6,1,111,9,7,sahidica.matthew.6.1,sahidic.psalms.111.9
Matt,6,10,2,6,7,sahidica.matthew.6.10,sahidic.psalms.2.6
Matt,6,13,46,2,7,sahidica.matthew.6.13,sahidic.psalms.46.2
Matt,6,13,40,13,7,sahidica.matthew.6.13,sahidic.psalms.40.13
Matt,6,16,108,24,7,sahidica.matthew.6.16,sahidic.psalms.108.24
Matt,6,32,16,14,7,sahidica.matthew.6.32,sahidic.psalms.16.14
Matt,8,9,106,25,7,sahidica.matthew.8.9,sahidic.psalms.106.25
Matt,8,9,106,26,7,sahidica.matthew.8.9,sahidic.psalms.106.26
Matt,8,9,106,27,7,sahidica.matthew.8.9,sahidic.psalms.106.27
Matt,8,9,106,28,7,sahidica.matthew.8.9,sahidic.psalms.106.28
Matt,8,9,106,29,7,sahidica.matthew.8.9,sahidic.psalms.106.29
Matt,9,4,43,21,7,sahidica.matthew.9.4,sahidic.psalms.43.21
Matt,9,4,138,2,7,sahidica.matthew.9.4,sahidic.psalms.138.2
Matt,10,6,118,176,7,sahidica.matthew.10.6,sahidic.psalms.118.176
Matt,10,31,8,5,7,sahidica.matthew.10.31,sahidic.psalms.8.5
Matt,12,25,138,2,7,sahidica.matthew.12.25,sahidic.psalms.138.2
Matt,13,11,24,8,7,sahidica.matthew.13.11,sahidic.psalms.24.8
Matt,13,11,24,9,7,sahidica.matthew.13.11,sahidic.psalms.24.9
Matt,13,22,61,10,7,sahidica.matthew.13.22,sahidic.psalms.61.10
Matt,13,35,48,4,7,sahidica.matthew.13.35,sahidic.psalms.48.4
Matt,14,30,68,1,7,sahidica.matthew.14.30,sahidic.psalms.68.1
Matt,14,30,68,2,7,sahidica.matthew.14.30,sahidic.psalms.68.2
Matt,15,19,118,113,7,sahidica.matthew.15.19,sahidic.psalms.118.113
Matt,16,18,126,5,7,sahidica.matthew.16.18,sahidic.psalms.126.5
Matt,20,21,109,1,7,sahidica.matthew.20.21,sahidic.psalms.109.1
Matt,21,5,109,1,7,sahidica.matthew.21.5,sahidic.psalms.109.1
Matt,21,5,109,2,7,sahidica.matthew.21.5,sahidic.psalms.109.2
Matt,21,5,109,3,7,sahidica.matthew.21.5,sahidic.psalms.109.3
Matt,21,5,109,4,7,sahidica.matthew.21.5,sahidic.psalms.109.4
Matt,22,12,106,42,7,sahidica.matthew.22.12,sahidic.psalms.106.42
Matt,22,29,16,15,7,sahidica.matthew.22.29,sahidic.psalms.16.15
Matt,22,29,72,25,7,sahidica.matthew.22.29,sahidic.psalms.72.25
Matt,22,29,72,26,7,sahidica.matthew.22.29,sahidic.psalms.72.26
Matt,24,31,21,27,7,sahidica.matthew.24.31,sahidic.psalms.21.27
Matt,25,33,99,3,7,sahidica.matthew.25.33,sahidic.psalms.99.3
Matt,26,29,39,3,7,sahidica.matthew.26.29,sahidic.psalms.39.3
Matt,26,41,118,1,7,sahidica.matthew.26.41,sahidic.psalms.118.1
Matt,26,41,118,35,7,sahidica.matthew.26.41,sahidic.psalms.118.35
Matt,26,41,118,36,7,sahidica.matthew.26.41,sahidic.psalms.118.36
Matt,26,41,118,37,7,sahidica.matthew.26.41,sahidic.psalms.118.37
Matt,26,41,118,115,7,sahidica.matthew.26.41,sahidic.psalms.118.115
Matt,27,39,108,25,7,sahidica.matthew.27.39,sahidic.psalms.108.25
Heb,1,3,74,3,7,sahidica.hebrews.1.3,sahidic.psalms.74.3
Heb,1,3,109,1,7,sahidica.hebrews.1.3,sahidic.psalms.109.1
Heb,1,13,131,18,7,sahidica.hebrews.1.13,sahidic.psalms.131.18
Heb,2,13,90,2,7,sahidica.hebrews.2.13,sahidic.psalms.90.2
Heb,2,15,88,48,7,sahidica.hebrews.2.15,sahidic.psalms.88.48
Heb,3,1,109,4,7,sahidica.hebrews.3.1,sahidic.psalms.109.4
Heb,6,7,125,6,7,sahidica.hebrews.6.7,sahidic.psalms.125.6
Heb,7,1,56,2,7,sahidica.hebrews.7.1,sahidic.psalms.56.2
Heb,10,22,50,10,7,sahidica.hebrews.10.22,sahidic.psalms.50.10
Heb,10,22,118,7,7,sahidica.hebrews.10.22,sahidic.psalms.118.7
Heb,10,24,40,1,7,sahidica.hebrews.10.24,sahidic.psalms.40.1
Heb,10,30,97,9,7,sahidica.hebrews.10.30,sahidic.psalms.97.9
Heb,10,31,49,22,7,sahidica.hebrews.10.31,sahidic.psalms.49.22
Heb,10,38,5,4,7,sahidica.hebrews.10.38,sahidic.psalms.5.4
Heb,10,38,149,4,7,sahidica.hebrews.10.38,sahidic.psalms.149.4
Heb,11,5,88,48,7,sahidica.hebrews.11.5,sahidic.psalms.88.48
Heb,12,8,72,1,7,sahidica.hebrews.12.8,sahidic.psalms.72.1
Heb,13,15,114,1,7,sahidica.hebrews.13.15,sahidic.psalms.114.1
Heb,13,15,114,2,7,sahidica.hebrews.13.15,sahidic.psalms.114.2
Heb,13,15,114,3,7,sahidica.hebrews.13.15,sahidic.psalms.114.3
Heb,13,15,114,4,7,sahidica.hebrews.13.15,sahidic.psalms.114.4
Heb,13,15,114,5,7,sahidica.hebrews.13.15,sahidic.psalms.114.5
Heb,13,15,114,6,7,sahidica.hebrews.13.15,sahidic.psalms.114.6
Heb,13,15,114,7,7,sahidica.hebrews.13.15,sahidic.psalms.114.7
Heb,13,15,114,8,7,sahidica.hebrews.13.15,sahidic.psalms.114.8
Heb,13,15,114,9,7,sahidica.hebrews.13.15,sahidic.psalms.114.9
Heb,13,15,115,1,7,sahidica.hebrews.13.15,sahidic.psalms.115.1
Heb,13,15,115,2,7,sahidica.hebrews.13.15,sahidic.psalms.115.2
Heb,13,15,115,3,7,sahidica.hebrews.13.15,sahidic.psalms.115.3
Heb,13,15,115,4,7,sahidica.hebrews.13.15,sahidic.psalms.115.4
Heb,13,15,115,5,7,sahidica.hebrews.13.15,sahidic.psalms.115.5
Heb,13,15,115,6,7,sahidica.hebrews.13.15,sahidic.psalms.115.6
Heb,13,15,115,7,7,sahidica.hebrews.13.15,sahidic.psalms.115.7
Heb,13,15,115,8,7,sahidica.hebrews.13.15,sahidic.psalms.115.8
Heb,13,15,115,9,7,sahidica.hebrews.13.15,sahidic.psalms.115.9
Heb,13,15,115,10,7,sahidica.hebrews.13.15,sahidic.psalms.115.10
Matt,2,9,24,12,6,sahidica.matthew.2.9,sahidic.psalms.24.12
Matt,3,10,1,3,6,sahidica.matthew.3.10,sahidic.psalms.1.3
Matt,5,5,21,26,6,sahidica.matthew.5.5,sahidic.psalms.21.26
Matt,5,19,118,128,6,sahidica.matthew.5.19,sahidic.psalms.118.128
Matt,5,19,118,6,6,sahidica.matthew.5.19,sahidic.psalms.118.6
Matt,5,22,36,8,6,sahidica.matthew.5.22,sahidic.psalms.36.8
Matt,5,25,31,6,6,sahidica.matthew.5.25,sahidic.psalms.31.6
Matt,6,5,54,17,6,sahidica.matthew.6.5,sahidic.psalms.54.17
Matt,6,5,5,2,6,sahidica.matthew.6.5,sahidic.psalms.5.2
Matt,6,13,120,7,6,sahidica.matthew.6.13,sahidic.psalms.120.7
Matt,6,13,120,8,6,sahidica.matthew.6.13,sahidic.psalms.120.8
Matt,8,9,148,8,6,sahidica.matthew.8.9,sahidic.psalms.148.8
Matt,8,9,118,91,6,sahidica.matthew.8.9,sahidic.psalms.118.91
Matt,9,12,40,4,6,sahidica.matthew.9.12,sahidic.psalms.40.4
Matt,9,12,6,2,6,sahidica.matthew.9.12,sahidic.psalms.6.2
Matt,9,15,44,14,6,sahidica.matthew.9.15,sahidic.psalms.44.14
Matt,9,15,44,15,6,sahidica.matthew.9.15,sahidic.psalms.44.15
Matt,12,34,51,2,6,sahidica.matthew.12.34,sahidic.psalms.51.2
Matt,12,34,51,3,6,sahidica.matthew.12.34,sahidic.psalms.51.3
Matt,12,34,51,4,6,sahidica.matthew.12.34,sahidic.psalms.51.4
Matt,12,34,51,5,6,sahidica.matthew.12.34,sahidic.psalms.51.5
Matt,13,3,77,2,6,sahidica.matthew.13.3,sahidic.psalms.77.2
Matt,13,15,118,70,6,sahidica.matthew.13.15,sahidic.psalms.118.70
Matt,13,20,77,34,6,sahidica.matthew.13.20,sahidic.psalms.77.34
Matt,13,20,77,35,6,sahidica.matthew.13.20,sahidic.psalms.77.35
Matt,13,20,77,36,6,sahidica.matthew.13.20,sahidic.psalms.77.36
Matt,13,20,77,37,6,sahidica.matthew.13.20,sahidic.psalms.77.37
Matt,14,30,114,1,6,sahidica.matthew.14.30,sahidic.psalms.114.1
Matt,14,30,114,2,6,sahidica.matthew.14.30,sahidic.psalms.114.2
Matt,14,30,114,3,6,sahidica.matthew.14.30,sahidic.psalms.114.3
Matt,14,30,114,4,6,sahidica.matthew.14.30,sahidic.psalms.114.4
Matt,14,30,114,5,6,sahidica.matthew.14.30,sahidic.psalms.114.5
Matt,14,30,114,6,6,sahidica.matthew.14.30,sahidic.psalms.114.6
Matt,14,30,114,7,6,sahidica.matthew.14.30,sahidic.psalms.114.7
Matt,14,30,114,8,6,sahidica.matthew.14.30,sahidic.psalms.114.8
Matt,14,30,114,9,6,sahidica.matthew.14.30,sahidic.psalms.114.9
Matt,14,30,115,1,6,sahidica.matthew.14.30,sahidic.psalms.115.1
Matt,14,30,115,2,6,sahidica.matthew.14.30,sahidic.psalms.115.2
Matt,14,30,115,3,6,sahidica.matthew.14.30,sahidic.psalms.115.3
Matt,14,30,115,4,6,sahidica.matthew.14.30,sahidic.psalms.115.4
Matt,14,30,115,5,6,sahidica.matthew.14.30,sahidic.psalms.115.5
Matt,14,30,115,6,6,sahidica.matthew.14.30,sahidic.psalms.115.6
Matt,14,30,115,7,6,sahidica.matthew.14.30,sahidic.psalms.115.7
Matt,14,30,115,8,6,sahidica.matthew.14.30,sahidic.psalms.115.8
Matt,14,30,115,9,6,sahidica.matthew.14.30,sahidic.psalms.115.9
Matt,14,30,115,10,6,sahidica.matthew.14.30,sahidic.psalms.115.10
Matt,14,30,106,27,6,sahidica.matthew.14.30,sahidic.psalms.106.27
Matt,14,30,106,28,6,sahidica.matthew.14.30,sahidic.psalms.106.28
Matt,14,30,106,29,6,sahidica.matthew.14.30,sahidic.psalms.106.29
Matt,14,30,106,30,6,sahidica.matthew.14.30,sahidic.psalms.106.30
Matt,14,30,3,7,6,sahidica.matthew.14.30,sahidic.psalms.3.7
Matt,20,34,144,8,6,sahidica.matthew.20.34,sahidic.psalms.144.8
Matt,22,29,48,14,6,sahidica.matthew.22.29,sahidic.psalms.48.14
Matt,22,29,48,15,6,sahidica.matthew.22.29,sahidic.psalms.48.15
Matt,23,33,57,3,6,sahidica.matthew.23.33,sahidic.psalms.57.3
Matt,23,33,57,4,6,sahidica.matthew.23.33,sahidic.psalms.57.4
Matt,23,33,57,5,6,sahidica.matthew.23.33,sahidic.psalms.57.5
Matt,25,32,77,52,6,sahidica.matthew.25.32,sahidic.psalms.77.52
Matt,25,33,44,9,6,sahidica.matthew.25.33,sahidic.psalms.44.9
Matt,26,23,40,9,6,sahidica.matthew.26.23,sahidic.psalms.40.9
Matt,26,31,87,18,6,sahidica.matthew.26.31,sahidic.psalms.87.18
Matt,26,41,118,4,6,sahidica.matthew.26.41,sahidic.psalms.118.4
Matt,26,41,118,5,6,sahidica.matthew.26.41,sahidic.psalms.118.5
Matt,27,24,25,6,6,sahidica.matthew.27.24,sahidic.psalms.25.6
Matt,27,48,68,21,6,sahidica.matthew.27.48,sahidic.psalms.68.21
Matt,27,50,21,14,6,sahidica.matthew.27.50,sahidic.psalms.21.14
Matt,27,50,21,15,6,sahidica.matthew.27.50,sahidic.psalms.21.15
Heb,1,4,2,7,6,sahidica.hebrews.1.4,sahidic.psalms.2.7
Heb,1,4,2,8,6,sahidica.hebrews.1.4,sahidic.psalms.2.8
Heb,3,5,104,26,6,sahidica.hebrews.3.5,sahidic.psalms.104.26
Heb,3,8,77,18,6,sahidica.hebrews.3.8,sahidic.psalms.77.18
Heb,3,8,77,56,6,sahidica.hebrews.3.8,sahidic.psalms.77.56
Heb,3,12,17,21,6,sahidica.hebrews.3.12,sahidic.psalms.17.21
Heb,3,18,105,24,6,sahidica.hebrews.3.18,sahidic.psalms.105.24
Heb,3,18,105,25,6,sahidica.hebrews.3.18,sahidic.psalms.105.25
Heb,3,18,105,26,6,sahidica.hebrews.3.18,sahidic.psalms.105.26
Heb,4,5,94,11,6,sahidica.hebrews.4.5,sahidic.psalms.94.11
Heb,4,13,138,11,6,sahidica.hebrews.4.13,sahidic.psalms.138.11
Heb,4,13,138,12,6,sahidica.hebrews.4.13,sahidic.psalms.138.12
Heb,5,7,17,19,6,sahidica.hebrews.5.7,sahidic.psalms.17.19
Heb,5,7,17,20,6,sahidica.hebrews.5.7,sahidic.psalms.17.20
Heb,5,7,87,1,6,sahidica.hebrews.5.7,sahidic.psalms.87.1
Heb,5,13,118,123,6,sahidica.hebrews.5.13,sahidic.psalms.118.123
Heb,6,7,23,5,6,sahidica.hebrews.6.7,sahidic.psalms.23.5
Heb,6,7,103,11,6,sahidica.hebrews.6.7,sahidic.psalms.103.11
Heb,6,7,103,12,6,sahidica.hebrews.6.7,sahidic.psalms.103.12
Heb,6,7,103,13,6,sahidica.hebrews.6.7,sahidic.psalms.103.13
Heb,6,17,109,4,6,sahidica.hebrews.6.17,sahidic.psalms.109.4
Heb,6,18,109,4,6,sahidica.hebrews.6.18,sahidic.psalms.109.4
Heb,10,11,49,8,6,sahidica.hebrews.10.11,sahidic.psalms.49.8
Heb,10,11,49,9,6,sahidica.hebrews.10.11,sahidic.psalms.49.9
Heb,10,11,49,10,6,sahidica.hebrews.10.11,sahidic.psalms.49.10
Heb,10,11,49,11,6,sahidica.hebrews.10.11,sahidic.psalms.49.11
Heb,10,11,49,12,6,sahidica.hebrews.10.11,sahidic.psalms.49.12
Heb,10,11,49,13,6,sahidica.hebrews.10.11,sahidic.psalms.49.13
Heb,10,30,93,1,6,sahidica.hebrews.10.30,sahidic.psalms.93.1
Heb,10,36,39,1,6,sahidica.hebrews.10.36,sahidic.psalms.39.1
Heb,11,33,143,1,6,sahidica.hebrews.11.33,sahidic.psalms.143.1
Heb,11,33,143,2,6,sahidica.hebrews.11.33,sahidic.psalms.143.2
Heb,12,6,88,30,6,sahidica.hebrews.12.6,sahidic.psalms.88.30
Heb,12,6,88,31,6,sahidica.hebrews.12.6,sahidic.psalms.88.31
Heb,12,6,88,32,6,sahidica.hebrews.12.6,sahidic.psalms.88.32
Heb,12,6,88,33,6,sahidica.hebrews.12.6,sahidic.psalms.88.33
Heb,12,6,88,34,6,sahidica.hebrews.12.6,sahidic.psalms.88.34
Heb,12,6,118,71,6,sahidica.hebrews.12.6,sahidic.psalms.118.71
Heb,12,8,72,14,6,sahidica.hebrews.12.8,sahidic.psalms.72.14
Heb,12,8,72,15,6,sahidica.hebrews.12.8,sahidic.psalms.72.15
Heb,12,14,132,1,6,sahidica.hebrews.12.14,sahidic.psalms.132.1
Heb,12,14,37,20,6,sahidica.hebrews.12.14,sahidic.psalms.37.20
Heb,12,14,93,15,6,sahidica.hebrews.12.14,sahidic.psalms.93.15
Heb,12,21,118,120,6,sahidica.hebrews.12.21,sahidic.psalms.118.120
Heb,12,26,113,1,6,sahidica.hebrews.12.26,sahidic.psalms.113.1
Heb,12,26,113,2,6,sahidica.hebrews.12.26,sahidic.psalms.113.2
Heb,12,26,113,3,6,sahidica.hebrews.12.26,sahidic.psalms.113.3
Heb,12,26,113,4,6,sahidica.hebrews.12.26,sahidic.psalms.113.4
Heb,12,26,113,5,6,sahidica.hebrews.12.26,sahidic.psalms.113.5
Heb,12,26,113,6,6,sahidica.hebrews.12.26,sahidic.psalms.113.6
Heb,12,26,113,7,6,sahidica.hebrews.12.26,sahidic.psalms.113.7
Heb,12,26,113,8,6,sahidica.hebrews.12.26,sahidic.psalms.113.8
Heb,12,26,113,9,6,sahidica.hebrews.12.26,sahidic.psalms.113.9
Heb,12,26,113,10,6,sahidica.hebrews.12.26,sahidic.psalms.113.10
Heb,12,26,113,11,6,sahidica.hebrews.12.26,sahidic.psalms.113.11
Heb,12,26,113,12,6,sahidica.hebrews.12.26,sahidic.psalms.113.12
Heb,12,26,113,13,6,sahidica.hebrews.12.26,sahidic.psalms.113.13
Heb,12,26,113,14,6,sahidica.hebrews.12.26,sahidic.psalms.113.14
Heb,12,26,113,15,6,sahidica.hebrews.12.26,sahidic.psalms.113.15
Heb,12,26,113,16,6,sahidica.hebrews.12.26,sahidic.psalms.113.16
Heb,12,26,113,17,6,sahidica.hebrews.12.26,sahidic.psalms.113.17
Heb,12,26,113,18,6,sahidica.hebrews.12.26,sahidic.psalms.113.18
Heb,12,26,113,19,6,sahidica.hebrews.12.26,sahidic.psalms.113.19
Heb,12,26,113,20,6,sahidica.hebrews.12.26,sahidic.psalms.113.20
Heb,12,26,113,21,6,sahidica.hebrews.12.26,sahidic.psalms.113.21
Heb,12,26,113,22,6,sahidica.hebrews.12.26,sahidic.psalms.113.22
Heb,12,26,113,23,6,sahidica.hebrews.12.26,sahidic.psalms.113.23
Heb,12,26,113,24,6,sahidica.hebrews.12.26,sahidic.psalms.113.24
Heb,12,26,113,25,6,sahidica.hebrews.12.26,sahidic.psalms.113.25
Heb,12,26,113,26,6,sahidica.hebrews.12.26,sahidic.psalms.113.26
Matt,2,6,2,1,5,sahidica.matthew.2.6,sahidic.psalms.2.1
Matt,2,6,2,2,5,sahidica.matthew.2.6,sahidic.psalms.2.2
Matt,2,6,2,3,5,sahidica.matthew.2.6,sahidic.psalms.2.3
Matt,2,6,2,4,5,sahidica.matthew.2.6,sahidic.psalms.2.4
Matt,2,6,2,5,5,sahidica.matthew.2.6,sahidic.psalms.2.5
Matt,2,6,2,6,5,sahidica.matthew.2.6,sahidic.psalms.2.6
Matt,2,11,2,12,5,sahidica.matthew.2.11,sahidic.psalms.2.12
Matt,2,11,44,8,5,sahidica.matthew.2.11,sahidic.psalms.44.8
Matt,3,10,79,15,5,sahidica.matthew.3.10,sahidic.psalms.79.15
Matt,3,10,79,16,5,sahidica.matthew.3.10,sahidic.psalms.79.16
Matt,3,12,34,5,5,sahidica.matthew.3.12,sahidic.psalms.34.5
Matt,5,18,101,26,5,sahidica.matthew.5.18,sahidic.psalms.101.26
Matt,5,42,36,25,5,sahidica.matthew.5.42,sahidic.psalms.36.25
Matt,5,42,36,26,5,sahidica.matthew.5.42,sahidic.psalms.36.26
Matt,5,43,40,10,5,sahidica.matthew.5.43,sahidic.psalms.40.10
Matt,6,2,36,21,5,sahidica.matthew.6.2,sahidic.psalms.36.21
Matt,6,13,71,19,5,sahidica.matthew.6.13,sahidic.psalms.71.19
Matt,7,11,84,12,5,sahidica.matthew.7.11,sahidic.psalms.84.12
Matt,7,11,102,11,5,sahidica.matthew.7.11,sahidic.psalms.102.11
Matt,7,11,102,12,5,sahidica.matthew.7.11,sahidic.psalms.102.12
Matt,7,11,102,13,5,sahidica.matthew.7.11,sahidic.psalms.102.13
Matt,8,24,106,23,5,sahidica.matthew.8.24,sahidic.psalms.106.23
Matt,8,24,106,24,5,sahidica.matthew.8.24,sahidic.psalms.106.24
Matt,8,24,106,25,5,sahidica.matthew.8.24,sahidic.psalms.106.25
Matt,8,24,106,26,5,sahidica.matthew.8.24,sahidic.psalms.106.26
Matt,8,24,106,27,5,sahidica.matthew.8.24,sahidic.psalms.106.27
Matt,10,32,118,46,5,sahidica.matthew.10.32,sahidic.psalms.118.46
Matt,11,11,50,5,5,sahidica.matthew.11.11,sahidic.psalms.50.5
Matt,12,20,50,17,5,sahidica.matthew.12.20,sahidic.psalms.50.17
Matt,12,34,63,5,5,sahidica.matthew.12.34,sahidic.psalms.63.5
Matt,12,34,119,2,5,sahidica.matthew.12.34,sahidic.psalms.119.2
Matt,12,34,119,3,5,sahidica.matthew.12.34,sahidic.psalms.119.3
Matt,12,34,119,4,5,sahidica.matthew.12.34,sahidic.psalms.119.4
Matt,12,34,52,1,5,sahidica.matthew.12.34,sahidic.psalms.52.1
Matt,12,35,36,30,5,sahidica.matthew.12.35,sahidic.psalms.36.30
Matt,12,35,36,31,5,sahidica.matthew.12.35,sahidic.psalms.36.31
Matt,12,40,62,9,5,sahidica.matthew.12.40,sahidic.psalms.62.9
