nt_book,nt_chap,nt_verse,lxx_chap,lxx_verse,votes,nt_v6_ref,lxx_v6_ref
Heb,3,15,94,7,12,novum_testamentum.ad_hebraeos.3.15,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.94.7
Heb,10,31,89,11,12,novum_testamentum.ad_hebraeos.10.31,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.89.11
Heb,12,1,17,23,12,novum_testamentum.ad_hebraeos.12.1,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.17.23
Heb,12,29,96,3,12,novum_testamentum.ad_hebraeos.12.29,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.96.3
Heb,5,7,21,1,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.1
Heb,5,7,21,2,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.2
Heb,5,7,21,3,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.3
Heb,5,7,21,4,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.4
Heb,5,7,21,5,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.5
Heb,5,7,21,6,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.6
Heb,5,7,21,7,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.7
Heb,5,7,21,8,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.8
Heb,5,7,21,9,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.9
Heb,5,7,21,10,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.10
Heb,5,7,21,11,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.11
Heb,5,7,21,12,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.12
Heb,5,7,21,13,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.13
Heb,5,7,21,14,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.14
Heb,5,7,21,15,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.15
Heb,5,7,21,16,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.16
Heb,5,7,21,17,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.17
Heb,5,7,21,18,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.18
Heb,5,7,21,19,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.19
Heb,5,7,21,20,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.20
Heb,5,7,21,21,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.21
Heb,5,7,21,24,11,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.24
Heb,6,18,45,1,11,novum_testamentum.ad_hebraeos.6.18,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.45.1
Heb,6,19,61,5,11,novum_testamentum.ad_hebraeos.6.19,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.61.5
Heb,6,19,61,6,11,novum_testamentum.ad_hebraeos.6.19,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.61.6
Heb,10,13,109,1,11,novum_testamentum.ad_hebraeos.10.13,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.109.1
Heb,10,38,146,1,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.146.1
Heb,10,38,146,2,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.146.2
Heb,10,38,146,3,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.146.3
Heb,10,38,146,4,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.146.4
Heb,10,38,146,5,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.146.5
Heb,10,38,146,6,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.146.6
Heb,10,38,146,7,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.146.7
Heb,10,38,146,8,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.146.8
Heb,10,38,146,9,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.146.9
Heb,10,38,146,10,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.146.10
Heb,10,38,146,11,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.146.11
Heb,10,38,147,1,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.147.1
Heb,10,38,147,2,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.147.2
Heb,10,38,147,3,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.147.3
Heb,10,38,147,4,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.147.4
Heb,10,38,147,5,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.147.5
Heb,10,38,147,6,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.147.6
Heb,10,38,147,7,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.147.7
Heb,10,38,147,8,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.147.8
Heb,10,38,147,9,11,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.147.9
Heb,12,2,21,6,11,novum_testamentum.ad_hebraeos.12.2,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.6
Heb,12,2,21,7,11,novum_testamentum.ad_hebraeos.12.2,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.7
Heb,12,2,21,8,11,novum_testamentum.ad_hebraeos.12.2,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.21.8
Heb,12,11,88,32,11,novum_testamentum.ad_hebraeos.12.11,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.88.32
Heb,12,14,119,6,11,novum_testamentum.ad_hebraeos.12.14,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.119.6
Heb,13,5,9,1,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.1
Heb,13,5,9,2,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.2
Heb,13,5,9,3,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.3
Heb,13,5,9,4,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.4
Heb,13,5,9,5,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.5
Heb,13,5,9,6,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.6
Heb,13,5,9,7,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.7
Heb,13,5,9,8,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.8
Heb,13,5,9,9,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.9
Heb,13,5,9,10,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.10
Heb,13,5,9,11,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.11
Heb,13,5,9,12,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.12
Heb,13,5,9,13,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.13
Heb,13,5,9,14,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.14
Heb,13,5,9,15,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.15
Heb,13,5,9,16,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.16
Heb,13,5,9,17,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.17
Heb,13,5,9,18,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.18
Heb,13,5,9,19,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.19
Heb,13,5,9,20,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.20
Heb,13,5,9,21,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.21
Heb,13,5,9,22,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.22
Heb,13,5,9,23,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.23
Heb,13,5,9,24,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.24
Heb,13,5,9,25,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.25
Heb,13,5,9,26,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.26
Heb,13,5,9,27,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.27
Heb,13,5,9,28,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.28
Heb,13,5,9,29,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.29
Heb,13,5,9,30,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.30
Heb,13,5,9,31,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.31
Heb,13,5,9,32,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.32
Heb,13,5,9,33,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.33
Heb,13,5,9,34,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.34
Heb,13,5,9,35,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.35
Heb,13,5,9,36,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.36
Heb,13,5,9,37,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.37
Heb,13,5,9,38,11,novum_testamentum.ad_hebraeos.13.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.9.38
Heb,5,7,68,1,10,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.68.1
Heb,12,2,68,19,10,novum_testamentum.ad_hebraeos.12.2,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.68.19
Heb,12,2,68,20,10,novum_testamentum.ad_hebraeos.12.2,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.68.20
Heb,12,2,109,1,10,novum_testamentum.ad_hebraeos.12.2,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.109.1
Heb,12,2,15,9,10,novum_testamentum.ad_hebraeos.12.2,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.15.9
Heb,12,2,15,10,10,novum_testamentum.ad_hebraeos.12.2,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.15.10
Heb,12,2,15,11,10,novum_testamentum.ad_hebraeos.12.2,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.15.11
Heb,12,28,18,14,10,novum_testamentum.ad_hebraeos.12.28,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.18.14
Heb,12,29,49,3,10,novum_testamentum.ad_hebraeos.12.29,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.3
Heb,13,15,49,23,10,novum_testamentum.ad_hebraeos.13.15,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.23
Heb,13,16,50,19,10,novum_testamentum.ad_hebraeos.13.16,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.50.19
Heb,1,14,103,4,9,novum_testamentum.ad_hebraeos.1.14,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.103.4
Heb,2,8,8,6,9,novum_testamentum.ad_hebraeos.2.8,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.8.6
Heb,2,15,54,4,9,novum_testamentum.ad_hebraeos.2.15,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.54.4
Heb,5,7,68,13,9,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.68.13
Heb,5,7,68,14,9,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.68.14
Heb,5,7,68,15,9,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.68.15
Heb,5,7,68,16,9,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.68.16
Heb,6,13,104,9,9,novum_testamentum.ad_hebraeos.6.13,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.104.9
Heb,6,13,104,10,9,novum_testamentum.ad_hebraeos.6.13,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.104.10
Heb,9,27,88,48,9,novum_testamentum.ad_hebraeos.9.27,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.88.48
Heb,10,26,18,12,9,novum_testamentum.ad_hebraeos.10.26,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.18.12
Heb,10,26,18,13,9,novum_testamentum.ad_hebraeos.10.26,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.18.13
Heb,10,30,95,13,9,novum_testamentum.ad_hebraeos.10.30,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.95.13
Heb,10,30,134,14,9,novum_testamentum.ad_hebraeos.10.30,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.134.14
Heb,11,8,104,9,9,novum_testamentum.ad_hebraeos.11.8,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.104.9
Heb,11,8,104,10,9,novum_testamentum.ad_hebraeos.11.8,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.104.10
Heb,11,8,104,11,9,novum_testamentum.ad_hebraeos.11.8,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.104.11
Heb,12,5,117,18,9,novum_testamentum.ad_hebraeos.12.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.117.18
Heb,12,5,118,109,9,novum_testamentum.ad_hebraeos.12.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.118.109
Heb,12,6,31,1,9,novum_testamentum.ad_hebraeos.12.6,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.31.1
Heb,12,6,31,2,9,novum_testamentum.ad_hebraeos.12.6,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.31.2
Heb,12,6,31,3,9,novum_testamentum.ad_hebraeos.12.6,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.31.3
Heb,12,6,31,4,9,novum_testamentum.ad_hebraeos.12.6,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.31.4
Heb,12,6,31,5,9,novum_testamentum.ad_hebraeos.12.6,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.31.5
Heb,12,22,47,2,9,novum_testamentum.ad_hebraeos.12.22,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.47.2
Heb,1,8,144,13,8,novum_testamentum.ad_hebraeos.1.8,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.144.13
Heb,2,12,39,10,8,novum_testamentum.ad_hebraeos.2.12,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.39.10
Heb,5,7,39,1,8,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.39.1
Heb,5,7,39,2,8,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.39.2
Heb,5,7,39,3,8,novum_testamentum.ad_hebraeos.5.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.39.3
Heb,5,12,33,11,8,novum_testamentum.ad_hebraeos.5.12,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.33.11
Heb,6,7,64,9,8,novum_testamentum.ad_hebraeos.6.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.64.9
Heb,6,7,64,10,8,novum_testamentum.ad_hebraeos.6.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.64.10
Heb,6,7,64,11,8,novum_testamentum.ad_hebraeos.6.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.64.11
Heb,6,7,64,12,8,novum_testamentum.ad_hebraeos.6.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.64.12
Heb,6,7,64,13,8,novum_testamentum.ad_hebraeos.6.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.64.13
Heb,6,19,41,11,8,novum_testamentum.ad_hebraeos.6.19,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.41.11
Heb,10,2,102,12,8,novum_testamentum.ad_hebraeos.10.2,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.102.12
Heb,10,5,49,8,8,novum_testamentum.ad_hebraeos.10.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.8
Heb,10,5,49,9,8,novum_testamentum.ad_hebraeos.10.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.9
Heb,10,5,49,10,8,novum_testamentum.ad_hebraeos.10.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.10
Heb,10,5,49,11,8,novum_testamentum.ad_hebraeos.10.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.11
Heb,10,5,49,12,8,novum_testamentum.ad_hebraeos.10.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.12
Heb,10,5,49,13,8,novum_testamentum.ad_hebraeos.10.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.13
Heb,10,5,49,14,8,novum_testamentum.ad_hebraeos.10.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.14
Heb,10,5,49,15,8,novum_testamentum.ad_hebraeos.10.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.15
Heb,10,5,49,16,8,novum_testamentum.ad_hebraeos.10.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.16
Heb,10,5,49,17,8,novum_testamentum.ad_hebraeos.10.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.17
Heb,10,5,49,18,8,novum_testamentum.ad_hebraeos.10.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.18
Heb,10,5,49,19,8,novum_testamentum.ad_hebraeos.10.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.19
Heb,10,5,49,20,8,novum_testamentum.ad_hebraeos.10.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.20
Heb,10,5,49,21,8,novum_testamentum.ad_hebraeos.10.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.21
Heb,10,5,49,22,8,novum_testamentum.ad_hebraeos.10.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.22
Heb,10,5,49,23,8,novum_testamentum.ad_hebraeos.10.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.23
Heb,12,5,118,75,8,novum_testamentum.ad_hebraeos.12.5,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.118.75
Heb,1,3,74,3,7,novum_testamentum.ad_hebraeos.1.3,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.74.3
Heb,1,3,109,1,7,novum_testamentum.ad_hebraeos.1.3,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.109.1
Heb,1,13,131,18,7,novum_testamentum.ad_hebraeos.1.13,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.131.18
Heb,2,13,90,2,7,novum_testamentum.ad_hebraeos.2.13,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.90.2
Heb,2,15,88,48,7,novum_testamentum.ad_hebraeos.2.15,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.88.48
Heb,3,1,109,4,7,novum_testamentum.ad_hebraeos.3.1,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.109.4
Heb,6,7,125,6,7,novum_testamentum.ad_hebraeos.6.7,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.125.6
Heb,7,1,56,2,7,novum_testamentum.ad_hebraeos.7.1,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.56.2
Heb,10,22,50,10,7,novum_testamentum.ad_hebraeos.10.22,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.50.10
Heb,10,22,118,7,7,novum_testamentum.ad_hebraeos.10.22,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.118.7
Heb,10,24,40,1,7,novum_testamentum.ad_hebraeos.10.24,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.40.1
Heb,10,30,97,9,7,novum_testamentum.ad_hebraeos.10.30,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.97.9
Heb,10,31,49,22,7,novum_testamentum.ad_hebraeos.10.31,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.49.22
Heb,10,38,5,4,7,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.5.4
Heb,10,38,149,4,7,novum_testamentum.ad_hebraeos.10.38,septuaginta.psalmi urn:cts:greekLit:tlg0527.tlg027.1st1K-grc1.149.4
