filename,author,work,era,meter,genre,confidence
martialis.epigrammata_10.tess,martialis,epigrammata_10,Early Imperial,hexameter,satire,auto
martialis.epigrammata_11.tess,martialis,epigrammata_11,Early Imperial,hexameter,satire,auto
martialis.epigrammata_12.tess,martialis,epigrammata_12,Early Imperial,hexameter,satire,auto
martialis.epigrammata_13.tess,martialis,epigrammata_13,Early Imperial,hexameter,satire,auto
martialis.epigrammata_14.tess,martialis,epigrammata_14,Early Imperial,hexameter,satire,auto
martialis.epigrammata_2.tess,martialis,epigrammata_2,Early Imperial,hexameter,satire,auto
martialis.epigrammata_3.tess,martialis,epigrammata_3,Early Imperial,hexameter,satire,auto
martialis.epigrammata_4.tess,martialis,epigrammata_4,Early Imperial,hexameter,satire,auto
martialis.epigrammata_5.tess,martialis,epigrammata_5,Early Imperial,hexameter,satire,auto
martialis.epigrammata_6.tess,martialis,epigrammata_6,Early Imperial,hexameter,satire,auto
martialis.epigrammata_7.tess,martialis,epigrammata_7,Early Imperial,hexameter,satire,auto
martialis.epigrammata_8.tess,martialis,epigrammata_8,Early Imperial,hexameter,satire,auto
martialis.epigrammata_9.tess,martialis,epigrammata_9,Early Imperial,hexameter,satire,auto
maximianus.elegiae.tess,maximianus,elegiae,Late Antique,elegiac,elegy,auto
micon_of_saint_riquier.opus_prosodiacum.tess,micon_of_saint_riquier,opus_prosodiacum,Carolingian,unknown,medieval,auto
micon_of_saint_riquier.prologus_in_tractatum_de_primis_syllabis.tess,micon_of_saint_riquier,prologus_in_tractatum_de_primis_syllabis,Carolingian,unknown,medieval,auto
milo_of_saint_amand.carmina_figurata.tess,milo_of_saint_amand,carmina_figurata,Carolingian,unknown,medieval,auto
milo_of_saint_amand.carminum_appendix.tess,milo_of_saint_amand,carminum_appendix,Carolingian,unknown,medieval,auto
milo_of_saint_amand.de_sobrietate.tess,milo_of_saint_amand,de_sobrietate,Carolingian,unknown,medieval,auto
minucius_felix.octavius.tess,minucius_felix,octavius,Late Antique,prose,theology,auto
moduin.carminum_appendix.tess,moduin,carminum_appendix,Carolingian,unknown,medieval,auto
moduin.eclogae.tess,moduin,eclogae,Carolingian,unknown,medieval,auto
nepos.vitae.tess,nepos,vitae,Republic,prose,historiography,auto
nithardus.historiae.tess,nithardus,historiae,Carolingian,prose,historiography,auto
optatian.epistula.tess,optatian,epistula,Later Imperial,prose,panegyric,auto
optatus_saint_bishop_of_mileve.appendix_decem_monumentorum_veterum.tess,optatus_saint_bishop_of_mileve,appendix_decem_monumentorum_veterum,Late Antique,prose,theology,auto
optatus_saint_bishop_of_mileve.s_optati_milevitani_libri_vii.tess,optatus_saint_bishop_of_mileve,s_optati_milevitani_libri_vii,Late Antique,prose,theology,auto
orientius_saint.carmina.tess,orientius_saint,carmina,Late Antique,prose,christian_poetry,auto
orientius_saint.commonitorium.tess,orientius_saint,commonitorium,Late Antique,prose,christian_poetry,auto
orosius_paulus.commenitorium_orosii_ad_augustinum_de_er.tess,orosius_paulus,commenitorium_orosii_ad_augustinum_de_er,Late Antique,prose,theology,auto
orosius_paulus.historiae_adversum_paganos.tess,orosius_paulus,historiae_adversum_paganos,Late Antique,prose,historiography,auto
orosius_paulus.liber_apologeticus.tess,orosius_paulus,liber_apologeticus,Late Antique,prose,theology,auto
ovid.amores.part.1.tess,ovid,amores,Augustan,elegiac,elegy,auto
ovid.amores.part.2.tess,ovid,amores,Augustan,elegiac,elegy,auto
ovid.amores.part.3.tess,ovid,amores,Augustan,elegiac,elegy,auto
ovid.amores.tess,ovid,amores,Augustan,elegiac,elegy,auto
ovid.ars_amatoria.part.1.tess,ovid,ars_amatoria,Augustan,elegiac,elegy,auto
ovid.ars_amatoria.part.2.tess,ovid,ars_amatoria,Augustan,elegiac,elegy,auto
ovid.ars_amatoria.part.3.tess,ovid,ars_amatoria,Augustan,elegiac,elegy,auto
ovid.ars_amatoria.tess,ovid,ars_amatoria,Augustan,elegiac,elegy,auto
ovid.ex_ponto.part.1.tess,ovid,ex_ponto,Augustan,hexameter,elegy,auto
ovid.ex_ponto.part.2.tess,ovid,ex_ponto,Augustan,hexameter,elegy,auto
ovid.ex_ponto.part.3.tess,ovid,ex_ponto,Augustan,hexameter,elegy,auto
ovid.ex_ponto.part.4.tess,ovid,ex_ponto,Augustan,hexameter,elegy,auto
ovid.ex_ponto.tess,ovid,ex_ponto,Augustan,hexameter,elegy,auto
ovid.fasti.part.1.tess,ovid,fasti,Augustan,elegiac,elegy,auto
ovid.fasti.part.2.tess,ovid,fasti,Augustan,elegiac,elegy,auto
ovid.fasti.part.3.tess,ovid,fasti,Augustan,elegiac,elegy,auto
ovid.fasti.part.4.tess,ovid,fasti,Augustan,elegiac,elegy,auto
ovid.fasti.part.5.tess,ovid,fasti,Augustan,elegiac,elegy,auto
ovid.fasti.part.6.tess,ovid,fasti,Augustan,elegiac,elegy,auto
ovid.fasti.tess,ovid,fasti,Augustan,elegiac,elegy,auto
ovid.heroides.part.1.1-15.tess,ovid,heroides,Augustan,elegiac,elegy,auto
ovid.heroides.part.2.16-21.tess,ovid,heroides,Augustan,elegiac,elegy,auto
ovid.heroides.tess,ovid,heroides,Augustan,elegiac,elegy,auto
ovid.ibis.tess,ovid,ibis,Augustan,elegiac,elegy,auto
ovid.medicamina_faciei_femineae.tess,ovid,medicamina_faciei_femineae,Augustan,elegiac,elegy,auto
ovid.metamorphoses.part.1.tess,ovid,metamorphoses,Augustan,hexameter,epic,auto
ovid.metamorphoses.part.10.tess,ovid,metamorphoses,Augustan,hexameter,epic,auto
ovid.metamorphoses.part.11.tess,ovid,metamorphoses,Augustan,hexameter,epic,auto
ovid.metamorphoses.part.12.tess,ovid,metamorphoses,Augustan,hexameter,epic,auto
ovid.metamorphoses.part.13.tess,ovid,metamorphoses,Augustan,hexameter,epic,auto
ovid.metamorphoses.part.14.tess,ovid,metamorphoses,Augustan,hexameter,epic,auto
ovid.metamorphoses.part.15.tess,ovid,metamorphoses,Augustan,hexameter,epic,auto
ovid.metamorphoses.part.2.tess,ovid,metamorphoses,Augustan,hexameter,epic,auto
ovid.metamorphoses.part.3.tess,ovid,metamorphoses,Augustan,hexameter,epic,auto
ovid.metamorphoses.part.4.tess,ovid,metamorphoses,Augustan,hexameter,epic,auto
ovid.metamorphoses.part.5.tess,ovid,metamorphoses,Augustan,hexameter,epic,auto
ovid.metamorphoses.part.6.tess,ovid,metamorphoses,Augustan,hexameter,epic,auto
ovid.metamorphoses.part.7.tess,ovid,metamorphoses,Augustan,hexameter,epic,auto
ovid.metamorphoses.part.8.tess,ovid,metamorphoses,Augustan,hexameter,epic,auto
ovid.metamorphoses.part.9.tess,ovid,metamorphoses,Augustan,hexameter,epic,auto
ovid.metamorphoses.tess,ovid,metamorphoses,Augustan,hexameter,epic,auto
ovid.remedia_amoris.tess,ovid,remedia_amoris,Augustan,elegiac,elegy,auto
ovid.tristia.part.1.tess,ovid,tristia,Augustan,elegiac,elegy,auto
ovid.tristia.part.2.tess,ovid,tristia,Augustan,elegiac,elegy,auto
ovid.tristia.part.3.tess,ovid,tristia,Augustan,elegiac,elegy,auto
ovid.tristia.part.4.tess,ovid,tristia,Augustan,elegiac,elegy,auto
ovid.tristia.part.5.tess,ovid,tristia,Augustan,elegiac,elegy,auto
ovid.tristia.tess,ovid,tristia,Augustan,elegiac,elegy,auto
paschasius_radbertus.carmina.tess,paschasius_radbertus,carmina,Carolingian,unknown,medieval,auto
paschasius_radbertus.epitaphium_arsenii.part.2.tess,paschasius_radbertus,epitaphium_arsenii,Carolingian,prose,medieval,auto
paul_the_apostle_saint.epigramma.tess,paul_the_apostle_saint,epigramma,Early Imperial,prose,theology,auto
paulinus_of_aquileia.carmina.part.1.tess,paulinus_of_aquileia,carmina,Carolingian,unknown,medieval,auto
paulinus_of_aquileia.carmina.part.10.tess,paulinus_of_aquileia,carmina,Carolingian,unknown,medieval,auto
paulinus_of_aquileia.carmina.part.11.tess,paulinus_of_aquileia,carmina,Carolingian,unknown,medieval,auto
paulinus_of_aquileia.carmina.part.12.tess,paulinus_of_aquileia,carmina,Carolingian,unknown,medieval,auto
paulinus_of_aquileia.carmina.part.13.tess,paulinus_of_aquileia,carmina,Carolingian,unknown,medieval,auto
paulinus_of_aquileia.carmina.part.14.tess,paulinus_of_aquileia,carmina,Carolingian,unknown,medieval,auto
paulinus_of_aquileia.carmina.part.15.tess,paulinus_of_aquileia,carmina,Carolingian,unknown,medieval,auto
paulinus_of_aquileia.carmina.part.16.tess,paulinus_of_aquileia,carmina,Carolingian,unknown,medieval,auto
paulinus_of_aquileia.carmina.part.2a.tess,paulinus_of_aquileia,carmina,Carolingian,unknown,medieval,auto
paulinus_of_aquileia.carmina.part.2b.tess,paulinus_of_aquileia,carmina,Carolingian,unknown,medieval,auto
paulinus_of_aquileia.carmina.part.3.tess,paulinus_of_aquileia,carmina,Carolingian,unknown,medieval,auto
paulinus_of_aquileia.carmina.part.4.tess,paulinus_of_aquileia,carmina,Carolingian,unknown,medieval,auto
paulinus_of_aquileia.carmina.part.5.tess,paulinus_of_aquileia,carmina,Carolingian,unknown,medieval,auto
paulinus_of_aquileia.carmina.part.6.tess,paulinus_of_aquileia,carmina,Carolingian,unknown,medieval,auto
paulinus_of_aquileia.carmina.part.7.tess,paulinus_of_aquileia,carmina,Carolingian,unknown,medieval,auto
paulinus_of_aquileia.carmina.part.8.tess,paulinus_of_aquileia,carmina,Carolingian,unknown,medieval,auto
paulinus_of_aquileia.carmina.part.9.tess,paulinus_of_aquileia,carmina,Carolingian,unknown,medieval,auto
paulinus_of_aquileia.carmina.tess,paulinus_of_aquileia,carmina,Carolingian,unknown,medieval,auto
paulinus_of_aquileia.versus_de_destructione_Aquilegiae.tess,paulinus_of_aquileia,versus_de_destructione_Aquilegiae,Carolingian,unknown,medieval,auto
paulinus_of_nola.carmina.tess,paulinus_of_nola,carmina,Late Antique,unknown,christian_poetry,auto
paulinus_of_nola.epistulae.tess,paulinus_of_nola,epistulae,Late Antique,prose,epistolary,auto
paulinus_of_pella.eucharisticus.tess,paulinus_of_pella,eucharisticus,Late Antique,prose,christian_poetry,auto
paulinus_petricordiae.de_vita_sancti_martini.tess,paulinus_petricordiae,de_vita_sancti_martini,Late Antique,prose,epic,auto
paulus_albarus.carmina.tess,paulus_albarus,carmina,Carolingian,unknown,medieval,auto
paulus_diaconus.carmina.tess,paulus_diaconus,carmina,Carolingian,unknown,medieval,auto
paulus_orosius.commonitorium_de_errore_priscillianistarum_et_origenistarum.tess,paulus_orosius,commonitorium_de_errore_priscillianistarum_et_origenistarum,Late Antique,prose,theology,auto
paulus_orosius.historiae_adversum_paganos.part.1.tess,paulus_orosius,historiae_adversum_paganos,Late Antique,prose,historiography,auto
paulus_orosius.historiae_adversum_paganos.part.2.tess,paulus_orosius,historiae_adversum_paganos,Late Antique,prose,historiography,auto
paulus_orosius.historiae_adversum_paganos.part.3.tess,paulus_orosius,historiae_adversum_paganos,Late Antique,prose,historiography,auto
paulus_orosius.historiae_adversum_paganos.part.4.tess,paulus_orosius,historiae_adversum_paganos,Late Antique,prose,historiography,auto
paulus_orosius.historiae_adversum_paganos.part.5.tess,paulus_orosius,historiae_adversum_paganos,Late Antique,prose,historiography,auto
paulus_orosius.historiae_adversum_paganos.part.6.tess,paulus_orosius,historiae_adversum_paganos,Late Antique,prose,historiography,auto
paulus_orosius.historiae_adversum_paganos.part.7.tess,paulus_orosius,historiae_adversum_paganos,Late Antique,prose,historiography,auto
paulus_orosius.historiae_adversum_paganos.tess,paulus_orosius,historiae_adversum_paganos,Late Antique,prose,historiography,auto
paulus_orosius.liber_apologeticus.tess,paulus_orosius,liber_apologeticus,Late Antique,prose,theology,auto
persius.satires.tess,persius,satires,Early Imperial,hexameter,satire,auto
persius.saturae.tess,persius,saturae,Early Imperial,hexameter,satire,auto
petronius.fragmenta.tess,petronius,fragmenta,Early Imperial,mixed,satire,auto
petronius.satyricon.tess,petronius,satyricon,Early Imperial,mixed,satire,auto
petrus_diaconus.de_locis_santis.tess,petrus_diaconus,de_locis_santis,Medieval,prose,medieval,auto
petrus_of_pisa.carmina.tess,petrus_of_pisa,carmina,Carolingian,unknown,medieval,auto
petrus_riga.aurora.part.1.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.10.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.11.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.12.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.13.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.14.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.15.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.16.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.17.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.18.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.19.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.2.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.20.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.21.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.22.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.23.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.3.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.4.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.5.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.6.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.7.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.8.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
petrus_riga.aurora.part.9.tess,petrus_riga,aurora,Medieval,unknown,medieval,auto
phaedrus.fabulae_aesopiae.tess,phaedrus,fabulae_aesopiae,Early Imperial,hexameter,satire,auto
philastrius.diversarum_hereseon_liber.tess,philastrius,diversarum_hereseon_liber,Late Antique,prose,theology,auto
plautus.amphitruo.tess,plautus,amphitruo,Republic,dramatic,drama,auto
plautus.asinaria.tess,plautus,asinaria,Republic,dramatic,drama,auto
plautus.aulularia.tess,plautus,aulularia,Republic,dramatic,drama,auto
plautus.bacchides.tess,plautus,bacchides,Republic,dramatic,drama,auto
plautus.captivi.tess,plautus,captivi,Republic,dramatic,drama,auto
plautus.casina.tess,plautus,casina,Republic,dramatic,drama,auto
plautus.cistellaria.tess,plautus,cistellaria,Republic,dramatic,drama,auto
plautus.curculio.tess,plautus,curculio,Republic,dramatic,drama,auto
plautus.epidicus.tess,plautus,epidicus,Republic,dramatic,drama,auto
plautus.menaechmi.tess,plautus,menaechmi,Republic,dramatic,drama,auto
plautus.mercator.tess,plautus,mercator,Republic,dramatic,drama,auto
plautus.miles_gloriosus.tess,plautus,miles_gloriosus,Republic,dramatic,drama,auto
plautus.mostellaria.tess,plautus,mostellaria,Republic,dramatic,drama,auto
plautus.persa.tess,plautus,persa,Republic,dramatic,drama,auto
plautus.poenulus.tess,plautus,poenulus,Republic,dramatic,drama,auto
plautus.pseudolus.tess,plautus,pseudolus,Republic,dramatic,drama,auto
plautus.rudens.tess,plautus,rudens,Republic,dramatic,drama,auto
plautus.stichus.tess,plautus,stichus,Republic,dramatic,drama,auto
plautus.trinummus.tess,plautus,trinummus,Republic,dramatic,drama,auto
plautus.truculentus.tess,plautus,truculentus,Republic,dramatic,drama,auto
pliny_the_elder.naturalis_historia.part.1.books_1-5.tess,pliny_the_elder,naturalis_historia,Early Imperial,prose,technical,auto
pliny_the_elder.naturalis_historia.part.2.books_6-10.tess,pliny_the_elder,naturalis_historia,Early Imperial,prose,technical,auto
pliny_the_elder.naturalis_historia.part.3.books_11-15.tess,pliny_the_elder,naturalis_historia,Early Imperial,prose,technical,auto
pliny_the_elder.naturalis_historia.part.4.books_16-20.tess,pliny_the_elder,naturalis_historia,Early Imperial,prose,technical,auto
pliny_the_elder.naturalis_historia.part.5.books_21-25.tess,pliny_the_elder,naturalis_historia,Early Imperial,prose,technical,auto
pliny_the_elder.naturalis_historia.part.6.books_26-30.tess,pliny_the_elder,naturalis_historia,Early Imperial,prose,technical,auto
pliny_the_elder.naturalis_historia.part.7.books_31-37.tess,pliny_the_elder,naturalis_historia,Early Imperial,prose,technical,auto
pliny_the_elder.naturalis_historia.tess,pliny_the_elder,naturalis_historia,Early Imperial,prose,technical,auto
pliny_the_younger.letters.part.1.tess,pliny_the_younger,letters,Early Imperial,prose,epistolary,auto
pliny_the_younger.letters.part.10.tess,pliny_the_younger,letters,Early Imperial,prose,epistolary,auto
pliny_the_younger.letters.part.2.tess,pliny_the_younger,letters,Early Imperial,prose,epistolary,auto
pliny_the_younger.letters.part.3.tess,pliny_the_younger,letters,Early Imperial,prose,epistolary,auto
pliny_the_younger.letters.part.4.tess,pliny_the_younger,letters,Early Imperial,prose,epistolary,auto
pliny_the_younger.letters.part.5.tess,pliny_the_younger,letters,Early Imperial,prose,epistolary,auto
pliny_the_younger.letters.part.6.tess,pliny_the_younger,letters,Early Imperial,prose,epistolary,auto
pliny_the_younger.letters.part.7.tess,pliny_the_younger,letters,Early Imperial,prose,epistolary,auto
pliny_the_younger.letters.part.8.tess,pliny_the_younger,letters,Early Imperial,prose,epistolary,auto
pliny_the_younger.letters.part.9.tess,pliny_the_younger,letters,Early Imperial,prose,epistolary,auto
pliny_the_younger.letters.tess,pliny_the_younger,letters,Early Imperial,prose,epistolary,auto
poeta_saxo.annales_de_gestis_karoli_magni.part.1.tess,poeta_saxo,annales_de_gestis_karoli_magni,Carolingian,hexameter,epic,auto
poeta_saxo.annales_de_gestis_karoli_magni.part.2.tess,poeta_saxo,annales_de_gestis_karoli_magni,Carolingian,hexameter,epic,auto
poeta_saxo.annales_de_gestis_karoli_magni.part.3.tess,poeta_saxo,annales_de_gestis_karoli_magni,Carolingian,hexameter,epic,auto
poeta_saxo.annales_de_gestis_karoli_magni.part.4.tess,poeta_saxo,annales_de_gestis_karoli_magni,Carolingian,hexameter,epic,auto
poeta_saxo.annales_de_gestis_karoli_magni.part.5.tess,poeta_saxo,annales_de_gestis_karoli_magni,Carolingian,hexameter,epic,auto
polignac.antilucretius.tess,polignac,antilucretius,Modern,prose,philosophy,auto
polignac.imitatio.tess,polignac,imitatio,Modern,prose,philosophy,auto
pontius_diaconus.acta_proconsularia.tess,pontius_diaconus,acta_proconsularia,Later Imperial,prose,theology,auto
pontius_diaconus.vita_caecilii_cypriani.tess,pontius_diaconus,vita_caecilii_cypriani,Later Imperial,prose,theology,auto
priscian.carmen_in_laudem_Anastasii_imperatoris.part.1.tess,priscian,carmen_in_laudem_Anastasii_imperatoris,Late Antique,prose,technical,auto
priscian.carmen_in_laudem_Anastasii_imperatoris.part.preface.tess,priscian,carmen_in_laudem_Anastasii_imperatoris.part.preface,Late Antique,prose,technical,auto
priscian.carmen_in_laudem_Anastasii_imperatoris.tess,priscian,carmen_in_laudem_Anastasii_imperatoris,Late Antique,prose,technical,auto
priscian.perihegesis.tess,priscian,perihegesis,Late Antique,prose,technical,auto
priscillian.canones.tess,priscillian,canones,Late Antique,prose,theology,auto
priscillian.tractatus_undecim.tess,priscillian,tractatus_undecim,Late Antique,prose,theology,auto
priscillian_bishop_of_avila.canones_in_pauli_apostoli_epistula_canon.tess,priscillian_bishop_of_avila,canones_in_pauli_apostoli_epistula_canon,Late Antique,prose,theology,auto
priscillian_bishop_of_avila.tractatus_undecim.tess,priscillian_bishop_of_avila,tractatus_undecim,Late Antique,prose,theology,auto
proba_active_4th_century.cento.tess,proba_active_4th_century,cento,Late Antique,prose,epic,auto
propertius.elegiae_1.tess,propertius,elegiae_1,Augustan,hexameter,elegy,auto
propertius.elegiae_2.tess,propertius,elegiae_2,Augustan,hexameter,elegy,auto
propertius.elegiae_3.tess,propertius,elegiae_3,Augustan,hexameter,elegy,auto
propertius.elegiae_4.tess,propertius,elegiae_4,Augustan,hexameter,elegy,auto
propertius.elegies.tess,propertius,elegies,Augustan,elegiac,elegy,auto
prudentius.apotheosis.tess,prudentius,apotheosis,Late Antique,unknown,christian_poetry,auto
prudentius.contra_symmachum.part.1.tess,prudentius,contra_symmachum,Late Antique,unknown,christian_poetry,auto
prudentius.contra_symmachum.part.2.tess,prudentius,contra_symmachum,Late Antique,unknown,christian_poetry,auto
prudentius.contra_symmachum.tess,prudentius,contra_symmachum,Late Antique,unknown,christian_poetry,auto
prudentius.dittochaeon.tess,prudentius,dittochaeon,Late Antique,unknown,christian_poetry,auto
prudentius.epilogus.tess,prudentius,epilogus,Late Antique,unknown,christian_poetry,auto
prudentius.hamartigenia.tess,prudentius,hamartigenia,Late Antique,unknown,christian_poetry,auto
prudentius.peristephanon.part.1.tess,prudentius,peristephanon,Late Antique,unknown,christian_poetry,auto
prudentius.peristephanon.part.10.tess,prudentius,peristephanon,Late Antique,unknown,christian_poetry,auto
prudentius.peristephanon.part.11.tess,prudentius,peristephanon,Late Antique,unknown,christian_poetry,auto
prudentius.peristephanon.part.12.tess,prudentius,peristephanon,Late Antique,unknown,christian_poetry,auto
prudentius.peristephanon.part.13.tess,prudentius,peristephanon,Late Antique,unknown,christian_poetry,auto
prudentius.peristephanon.part.14.tess,prudentius,peristephanon,Late Antique,unknown,christian_poetry,auto
prudentius.peristephanon.part.2.tess,prudentius,peristephanon,Late Antique,unknown,christian_poetry,auto
prudentius.peristephanon.part.3.tess,prudentius,peristephanon,Late Antique,unknown,christian_poetry,auto
prudentius.peristephanon.part.4.tess,prudentius,peristephanon,Late Antique,unknown,christian_poetry,auto
prudentius.peristephanon.part.5.tess,prudentius,peristephanon,Late Antique,unknown,christian_poetry,auto
prudentius.peristephanon.part.6.tess,prudentius,peristephanon,Late Antique,unknown,christian_poetry,auto
prudentius.peristephanon.part.7.tess,prudentius,peristephanon,Late Antique,unknown,christian_poetry,auto
prudentius.peristephanon.part.8.tess,prudentius,peristephanon,Late Antique,unknown,christian_poetry,auto
prudentius.peristephanon.part.9.tess,prudentius,peristephanon,Late Antique,unknown,christian_poetry,auto
prudentius.peristephanon.tess,prudentius,peristephanon,Late Antique,unknown,christian_poetry,auto
prudentius.psychomachia.tess,prudentius,psychomachia,Late Antique,unknown,christian_poetry,auto
pseudo_cyprian.ad_novatianum.tess,pseudo_cyprian,ad_novatianum,Later Imperial,prose,theology,auto
pseudo_cyprian.ad_vigilium_de_iudaica_incredulitate.tess,pseudo_cyprian,ad_vigilium_de_iudaica_incredulitate,Later Imperial,prose,theology,auto
pseudo_cyprian.adversus_judaeos.tess,pseudo_cyprian,adversus_judaeos,Later Imperial,prose,theology,auto
pseudo_cyprian.carmina.tess,pseudo_cyprian,carmina,Later Imperial,prose,theology,auto
pseudo_cyprian.de_disciplina_et_bono_pudicitiae.tess,pseudo_cyprian,de_disciplina_et_bono_pudicitiae,Later Imperial,prose,theology,auto
pseudo_cyprian.de_duplici_martyrio.tess,pseudo_cyprian,de_duplici_martyrio,Later Imperial,prose,theology,auto
pseudo_cyprian.de_laude_martyrii.tess,pseudo_cyprian,de_laude_martyrii,Later Imperial,prose,theology,auto
pseudo_cyprian.de_montibus_sina_et_sion_adversus_judaeo.tess,pseudo_cyprian,de_montibus_sina_et_sion_adversus_judaeo,Later Imperial,prose,theology,auto
pseudo_cyprian.de_pascha_computus.tess,pseudo_cyprian,de_pascha_computus,Later Imperial,prose,theology,auto
pseudo_cyprian.de_rebaptismate.tess,pseudo_cyprian,de_rebaptismate,Later Imperial,prose,theology,auto
pseudo_cyprian.de_singularitate_clericorum.tess,pseudo_cyprian,de_singularitate_clericorum,Later Imperial,prose,theology,auto
pseudo_cyprian.de_spectaculis_liber.tess,pseudo_cyprian,de_spectaculis_liber,Later Imperial,prose,theology,auto
pseudo_cyprian.de_xii_abusionibus_saeculi.tess,pseudo_cyprian,de_xii_abusionibus_saeculi,Later Imperial,prose,theology,auto
pseudo_cyprian.epistulae.tess,pseudo_cyprian,epistulae,Later Imperial,prose,theology,auto
pseudo_cyprian.liber_de_aleatoribus.tess,pseudo_cyprian,liber_de_aleatoribus,Later Imperial,prose,theology,auto
pseudo_cyprian.oratio_i.tess,pseudo_cyprian,oratio_i,Later Imperial,prose,theology,auto
pseudo_cyprian.oratio_ii.tess,pseudo_cyprian,oratio_ii,Later Imperial,prose,theology,auto
pseudo_eucherius.de_situ_hierusolimitanae_urbis_atque_ips.tess,pseudo_eucherius,de_situ_hierusolimitanae_urbis_atque_ips,Late Antique,prose,theology,auto
pseudo_severus_sulpicius.epistolae_septem.tess,pseudo_severus_sulpicius,epistolae_septem,Late Antique,prose,theology,auto
pseudo_tertullian.adversus_omnes_haereses.tess,pseudo_tertullian,adversus_omnes_haereses,Later Imperial,prose,theology,auto
pseudo_victor_vitensis.notitia_provinciarum_et_civitatum_africa.tess,pseudo_victor_vitensis,notitia_provinciarum_et_civitatum_africa,Late Antique,prose,theology,auto
pseudo_victor_vitensis.passio_septem_monachorum.tess,pseudo_victor_vitensis,passio_septem_monachorum,Late Antique,prose,theology,auto
q_cicero.on_running_for_consul.tess,q_cicero,on_running_for_consul,Republic,prose,epistolary,auto
quintilian.institutio_oratoria.part.1.tess,quintilian,institutio_oratoria,Early Imperial,prose,oratory,auto
quintilian.institutio_oratoria.part.10.tess,quintilian,institutio_oratoria,Early Imperial,prose,oratory,auto
quintilian.institutio_oratoria.part.11.tess,quintilian,institutio_oratoria,Early Imperial,prose,oratory,auto
quintilian.institutio_oratoria.part.12.tess,quintilian,institutio_oratoria,Early Imperial,prose,oratory,auto
quintilian.institutio_oratoria.part.2.tess,quintilian,institutio_oratoria,Early Imperial,prose,oratory,auto
quintilian.institutio_oratoria.part.3.tess,quintilian,institutio_oratoria,Early Imperial,prose,oratory,auto
quintilian.institutio_oratoria.part.4.tess,quintilian,institutio_oratoria,Early Imperial,prose,oratory,auto
quintilian.institutio_oratoria.part.5.tess,quintilian,institutio_oratoria,Early Imperial,prose,oratory,auto
quintilian.institutio_oratoria.part.6.tess,quintilian,institutio_oratoria,Early Imperial,prose,oratory,auto
quintilian.institutio_oratoria.part.7.tess,quintilian,institutio_oratoria,Early Imperial,prose,oratory,auto
quintilian.institutio_oratoria.part.8.tess,quintilian,institutio_oratoria,Early Imperial,prose,oratory,auto
quintilian.institutio_oratoria.part.9.tess,quintilian,institutio_oratoria,Early Imperial,prose,oratory,auto
quintilian.institutio_oratoria.tess,quintilian,institutio_oratoria,Early Imperial,prose,oratory,auto
quintilian_pseudo.major_declamations.tess,quintilian_pseudo,major_declamations,Early Imperial,prose,oratory,auto
remigius_of_auxerre.expositione_in_paschale_carmen.tess,remigius_of_auxerre,expositione_in_paschale_carmen,Early Medieval,prose,medieval,auto
rufinus.interpretatio_orationem_gregorii_nazianzeni.tess,rufinus,interpretatio_orationem_gregorii_nazianzeni,Late Antique,prose,theology,auto
rufinus_of_aquileia.interpretatio_orationum_gregorii_nazianz.tess,rufinus_of_aquileia,interpretatio_orationum_gregorii_nazianz,Late Antique,prose,theology,auto
rufius_festus.breviarium.tess,rufius_festus,breviarium,Late Antique,prose,historiography,auto
ruricius_i_bishop_of_limoges.epistulae.tess,ruricius_i_bishop_of_limoges,epistulae,Late Antique,prose,epistolary,auto
