filename,author,work,era,meter,genre,confidence
giraldus_floriacensis.carmina.tess,giraldus_floriacensis,carmina,Medieval,unknown,medieval,auto
glass.washingtonii_vita.tess,glass,washingtonii_vita,Unknown,prose,unclassified,auto
godescalcus_saxus.carmina.part.1.tess,godescalcus_saxus,carmina,Carolingian,unknown,medieval,auto
godescalcus_saxus.carmina.part.2.tess,godescalcus_saxus,carmina,Carolingian,unknown,medieval,auto
godescalcus_saxus.carminum_appendix.tess,godescalcus_saxus,carminum_appendix,Carolingian,unknown,medieval,auto
hegesippus_pseudo.de_excidio_hierosolymitano.part.0.tess,hegesippus_pseudo,de_excidio_hierosolymitano,Late Antique,prose,historiography,auto
hegesippus_pseudo.de_excidio_hierosolymitano.part.1.tess,hegesippus_pseudo,de_excidio_hierosolymitano,Late Antique,prose,historiography,auto
hegesippus_pseudo.de_excidio_hierosolymitano.part.2.tess,hegesippus_pseudo,de_excidio_hierosolymitano,Late Antique,prose,historiography,auto
hegesippus_pseudo.de_excidio_hierosolymitano.part.3.tess,hegesippus_pseudo,de_excidio_hierosolymitano,Late Antique,prose,historiography,auto
hegesippus_pseudo.de_excidio_hierosolymitano.part.4.tess,hegesippus_pseudo,de_excidio_hierosolymitano,Late Antique,prose,historiography,auto
hegesippus_pseudo.de_excidio_hierosolymitano.part.5.tess,hegesippus_pseudo,de_excidio_hierosolymitano,Late Antique,prose,historiography,auto
hegesippus_pseudo.de_excidio_hierosolymitano.tess,hegesippus_pseudo,de_excidio_hierosolymitano,Late Antique,prose,historiography,auto
hibernicus_exul.carmina.tess,hibernicus_exul,carmina,Carolingian,unknown,medieval,auto
hilary_of_poitiers.fragmenta_historica.tess,hilary_of_poitiers,fragmenta_historica,Late Antique,prose,theology,auto
hilary_of_poitiers.fragmenta_minora.tess,hilary_of_poitiers,fragmenta_minora,Late Antique,prose,theology,auto
hilary_of_poitiers.hymni.tess,hilary_of_poitiers,hymni,Late Antique,prose,theology,auto
hilary_of_poitiers.liber_ad_constantium_imperatorem.tess,hilary_of_poitiers,liber_ad_constantium_imperatorem,Late Antique,prose,theology,auto
hilary_of_poitiers.oratio_synodi_sardicensis_ad_constantium_imperatorem.tess,hilary_of_poitiers,oratio_synodi_sardicensis_ad_constantium_imperatorem,Late Antique,prose,theology,auto
hilary_of_poitiers.tractatus_mysteriorum.tess,hilary_of_poitiers,tractatus_mysteriorum,Late Antique,prose,theology,auto
hilary_of_poitiers.tractatus_super_psalmos.tess,hilary_of_poitiers,tractatus_super_psalmos,Late Antique,prose,theology,auto
hilary_of_poitiers_pseudo.ad_leonem_papam.tess,hilary_of_poitiers_pseudo,ad_leonem_papam,Later Imperial,prose,theology,auto
hilary_of_poitiers_pseudo.de_evangelico.tess,hilary_of_poitiers_pseudo,de_evangelico,Later Imperial,prose,theology,auto
hilary_of_poitiers_pseudo.de_martyrio_maccabeorum.tess,hilary_of_poitiers_pseudo,de_martyrio_maccabeorum,Later Imperial,prose,theology,auto
hilary_of_poitiers_pseudo.epistula_ad_abram_filiam.tess,hilary_of_poitiers_pseudo,epistula_ad_abram_filiam,Later Imperial,prose,theology,auto
hilary_of_poitiers_pseudo.hymni.tess,hilary_of_poitiers_pseudo,hymni,Later Imperial,prose,theology,auto
hilary_saint_archbishop_of_arles.epistulae_ad_eucherium.tess,hilary_saint_archbishop_of_arles,epistulae_ad_eucherium,Late Antique,prose,theology,auto
hilary_saint_bishop_of_poitiers.collectanea_antiariana_parisina.tess,hilary_saint_bishop_of_poitiers,collectanea_antiariana_parisina,Late Antique,prose,theology,auto
hilary_saint_bishop_of_poitiers.fragmenta_minora.tess,hilary_saint_bishop_of_poitiers,fragmenta_minora,Late Antique,prose,theology,auto
hilary_saint_bishop_of_poitiers.hymni.tess,hilary_saint_bishop_of_poitiers,hymni,Late Antique,prose,theology,auto
hilary_saint_bishop_of_poitiers.liber_ad_constantium_imperatorem.tess,hilary_saint_bishop_of_poitiers,liber_ad_constantium_imperatorem,Late Antique,prose,theology,auto
hilary_saint_bishop_of_poitiers.libri_tres_adversum_valentem_et_ursacium.tess,hilary_saint_bishop_of_poitiers,libri_tres_adversum_valentem_et_ursacium,Late Antique,prose,theology,auto
hilary_saint_bishop_of_poitiers.oratio_synodi_sardicensis_ad_constantium.tess,hilary_saint_bishop_of_poitiers,oratio_synodi_sardicensis_ad_constantium,Late Antique,prose,theology,auto
hilary_saint_bishop_of_poitiers.spuria.tess,hilary_saint_bishop_of_poitiers,spuria,Late Antique,prose,theology,auto
hilary_saint_bishop_of_poitiers.tractatus_mysteriorum.tess,hilary_saint_bishop_of_poitiers,tractatus_mysteriorum,Late Antique,prose,theology,auto
hilary_saint_bishop_of_poitiers.tractatus_super_psalmos.tess,hilary_saint_bishop_of_poitiers,tractatus_super_psalmos,Late Antique,prose,theology,auto
hildebert_of_lavardin.carmen_in_libros_regum.part.1.tess,hildebert_of_lavardin,carmen_in_libros_regum,Medieval,unknown,medieval,auto
hildebert_of_lavardin.carmen_in_libros_regum.part.2.tess,hildebert_of_lavardin,carmen_in_libros_regum,Medieval,unknown,medieval,auto
hildebert_of_lavardin.carmen_in_libros_regum.part.3.tess,hildebert_of_lavardin,carmen_in_libros_regum,Medieval,unknown,medieval,auto
hildebert_of_lavardin.carmen_in_libros_regum.part.4.tess,hildebert_of_lavardin,carmen_in_libros_regum,Medieval,unknown,medieval,auto
hildebert_of_lavardin.carmina_minora.tess,hildebert_of_lavardin,carmina_minora,Medieval,unknown,medieval,auto
hildebert_of_lavardin.carminum_supplementum.tess,hildebert_of_lavardin,carminum_supplementum,Medieval,unknown,medieval,auto
hildebert_of_lavardin.de_machabaeis.tess,hildebert_of_lavardin,de_machabaeis,Medieval,unknown,medieval,auto
hildebert_of_lavardin.de_mysterio_missae.tess,hildebert_of_lavardin,de_mysterio_missae,Medieval,unknown,medieval,auto
hildebert_of_lavardin.de_operibus_sex_dierum.tess,hildebert_of_lavardin,de_operibus_sex_dierum,Medieval,unknown,medieval,auto
hildebert_of_lavardin.de_ordine_mundi.tess,hildebert_of_lavardin,de_ordine_mundi,Medieval,unknown,medieval,auto
hildebert_of_lavardin.de_querimonia_et_conflictu_carnis_et_spiritus.tess,hildebert_of_lavardin,de_querimonia_et_conflictu_carnis_et_spiritus,Medieval,unknown,medieval,auto
hildebert_of_lavardin.in_primum_caput_ecclesiastes.tess,hildebert_of_lavardin,in_primum_caput_ecclesiastes,Medieval,unknown,medieval,auto
hildebert_of_lavardin.vita_mariae_aegyptiacae.tess,hildebert_of_lavardin,vita_mariae_aegyptiacae,Medieval,unknown,medieval,auto
hincmar.carmina.tess,hincmar,carmina,Carolingian,unknown,medieval,auto
horace.ars_poetica.tess,horace,ars_poetica,Augustan,hexameter,satire,auto
horace.carmen_saeculare.tess,horace,carmen_saeculare,Augustan,lyric,lyric,auto
horace.epistles.tess,horace,epistles,Augustan,hexameter,satire,auto
horace.epodes.tess,horace,epodes,Augustan,lyric,lyric,auto
horace.odes.part.1.tess,horace,odes,Augustan,lyric,lyric,auto
horace.odes.part.2.tess,horace,odes,Augustan,lyric,lyric,auto
horace.odes.part.3.tess,horace,odes,Augustan,lyric,lyric,auto
horace.odes.part.4.tess,horace,odes,Augustan,lyric,lyric,auto
horace.odes.tess,horace,odes,Augustan,lyric,lyric,auto
horace.satires.part.1.tess,horace,satires,Augustan,hexameter,satire,auto
horace.satires.part.2.tess,horace,satires,Augustan,hexameter,satire,auto
horace.satires.tess,horace,satires,Augustan,hexameter,satire,auto
hrabanus.carmen_evangeliorum.tess,hrabanus,carmen_evangeliorum,Carolingian,unknown,medieval,auto
hrabanus.carmina.tess,hrabanus,carmina,Carolingian,unknown,medieval,auto
hrabanus.carminum_appendix.tess,hrabanus,carminum_appendix,Carolingian,unknown,medieval,auto
hrabanus.de_imagine_caesaris.tess,hrabanus,de_imagine_caesaris,Carolingian,unknown,medieval,auto
hrabanus.laudes_crucis.tess,hrabanus,laudes_crucis,Carolingian,unknown,medieval,auto
italicus.ilias_latina.tess,italicus,ilias_latina,Early Imperial,hexameter,epic,auto
iulius_firmicus_maternus.liber_de_errore_profanorum_religionum.tess,iulius_firmicus_maternus,liber_de_errore_profanorum_religionum,Later Imperial,prose,theology,auto
iuuencus.euangeliorum_libri.tess,iuuencus,euangeliorum_libri,Later Imperial,hexameter,epic,auto
jerome.epistulae.tess,jerome,epistulae,Late Antique,prose,epistolary,auto
jerome.in_hieremiam_prophetam.part.1.tess,jerome,in_hieremiam_prophetam,Late Antique,prose,theology,auto
jerome.in_hieremiam_prophetam.part.2.tess,jerome,in_hieremiam_prophetam,Late Antique,prose,theology,auto
jerome.in_hieremiam_prophetam.part.3.tess,jerome,in_hieremiam_prophetam,Late Antique,prose,theology,auto
jerome.in_hieremiam_prophetam.part.4.tess,jerome,in_hieremiam_prophetam,Late Antique,prose,theology,auto
jerome.in_hieremiam_prophetam.part.5.tess,jerome,in_hieremiam_prophetam,Late Antique,prose,theology,auto
jerome.in_hieremiam_prophetam.part.6.tess,jerome,in_hieremiam_prophetam,Late Antique,prose,theology,auto
jerome.in_hieremiam_prophetam.tess,jerome,in_hieremiam_prophetam,Late Antique,prose,theology,auto
jerome.vulgate.part.1.genesis.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.10.2_samuel.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.11.1_kings.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.12.1_chronicles.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.13.2_kings.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.14.2_chronicles.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.15.ezra.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.16.nehemiah.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.17.tobias.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.18.judith.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.19.esther.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.2.exodus.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.20.job.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.21.psalms.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.21a.old_latin_psalms.tess,jerome,vulgate.part.21a.old_latin_psalms,Late Antique,prose,scripture,auto
jerome.vulgate.part.21b.psalm.tess,jerome,vulgate.part.21b.psalm,Late Antique,prose,scripture,auto
jerome.vulgate.part.22.proverbs.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.23.ecclesiastes.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.24.song_of_songs.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.25.wisdom.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.26.sirach.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.27.isaiah.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.28.jeremiah.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.29.lamentations.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.3.leviticus.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.30.baruch.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.31.ezekiel.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.32.daniel.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.33.hosea.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.34.joel.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.35.amos.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.36.obadiah.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.37.jonah.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.38.micah.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.39.nahum.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.4.numbers.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.40.habbakuk.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.41.zephoniah.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.42.haggaiah.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.43.zechariah.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.44.malachi.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.45.1_maccabees.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.46.2_maccabees.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.47.matthew.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.48.mark.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.49.luke.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.5.deuteronomy.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.50.john.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.51.acts.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.52.romans.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.53.1_corinthians.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.54.2_corinthians.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.55.galatians.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.56.ephesians.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.57.philippians.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.58.colossians.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.59.1_thessalonians.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.6.joshua.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.60.2_thessalonians.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.61.1_timothy.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.62.2_timothy.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.63.titus.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.64.philemon.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.65.hebrews.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.66.james.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.67.1_peter.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.68.2_peter.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.69.1_john.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.7.judges.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.70.2_john.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.71.3_john.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.72.jude.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.73.apocalypse.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.73a.epistle_of_paul_to_the_laodicians.tess,jerome,vulgate.part.73a.epistle_of_paul_to_the_laodicians,Late Antique,prose,scripture,auto
jerome.vulgate.part.74.1_esdras.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.75.2_esdras.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.76.prayer_of_manasseh.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.8.ruth.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.part.9.1_samuel.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome.vulgate.tess,jerome,vulgate,Late Antique,prose,scripture,auto
jerome_saint.epistulae.tess,jerome_saint,epistulae,Late Antique,prose,epistolary,auto
jerome_saint.in_hieremiam_prophetam_libri_sex.tess,jerome_saint,in_hieremiam_prophetam_libri_sex,Late Antique,prose,theology,auto
johannes_hymonides.versiculi_de_cena_cypriani.tess,johannes_hymonides,versiculi_de_cena_cypriani,Carolingian,unknown,medieval,auto
john_cassian.conlationes.tess,john_cassian,conlationes,Late Antique,prose,theology,auto
john_cassian.conlationes_patrum_collationibus_selecti.tess,john_cassian,conlationes_patrum_collationibus_selecti,Late Antique,prose,theology,auto
john_cassian.de_incarnatione.tess,john_cassian,de_incarnatione,Late Antique,prose,theology,auto
john_cassian.de_incarnatione_domini_contra_nestorum.tess,john_cassian,de_incarnatione_domini_contra_nestorum,Late Antique,prose,theology,auto
john_cassian.institutiones.tess,john_cassian,institutiones,Late Antique,prose,theology,auto
john_scotus_eriugena.carmina.tess,john_scotus_eriugena,carmina,Carolingian,unknown,medieval,auto
john_scotus_eriugena.carminum_appendix.tess,john_scotus_eriugena,carminum_appendix,Carolingian,unknown,medieval,auto
julius_firmicus_maternus.de_errore_profanarum_religionum.tess,julius_firmicus_maternus,de_errore_profanarum_religionum,Later Imperial,prose,theology,auto
juvenal.satires.tess,juvenal,satires,Early Imperial,hexameter,satire,auto
juvencus.historia_evangelica.part.1.tess,juvencus,historia_evangelica,Later Imperial,hexameter,epic,auto
juvencus.historia_evangelica.part.2.tess,juvencus,historia_evangelica,Later Imperial,hexameter,epic,auto
juvencus.historia_evangelica.part.3.tess,juvencus,historia_evangelica,Later Imperial,hexameter,epic,auto
juvencus.historia_evangelica.part.4.tess,juvencus,historia_evangelica,Later Imperial,hexameter,epic,auto
juvencus.historia_evangelica.tess,juvencus,historia_evangelica,Later Imperial,hexameter,epic,auto
juvencus_caius_vettius_aquilinus.evangeliorum_libri_quattuor.tess,juvencus_caius_vettius_aquilinus,evangeliorum_libri_quattuor,Later Imperial,prose,epic,auto
lactantius.carmen_de_passione_domini.tess,lactantius,carmen_de_passione_domini,Late Antique,prose,theology,auto
lactantius.de_ave_phoenice.tess,lactantius,de_ave_phoenice,Late Antique,prose,theology,auto
lactantius.de_ira_dei.tess,lactantius,de_ira_dei,Late Antique,prose,theology,auto
lactantius.de_mortibus_persecutorum.tess,lactantius,de_mortibus_persecutorum,Late Antique,prose,theology,auto
lactantius.de_opificio_dei.tess,lactantius,de_opificio_dei,Late Antique,prose,theology,auto
lactantius.divinarum_institutionum.tess,lactantius,divinarum_institutionum,Late Antique,prose,theology,auto
lactantius.epitome_divinarum_institutionum.tess,lactantius,epitome_divinarum_institutionum,Late Antique,prose,theology,auto
lactantius.fragmenta.tess,lactantius,fragmenta,Late Antique,prose,theology,auto
lactantius_placidus.in_statii_thebaida_commentum.tess,lactantius_placidus,in_statii_thebaida_commentum,Late Antique,prose,technical,auto
lios_monocus.libellus_sacerdotalis.tess,lios_monocus,libellus_sacerdotalis,Carolingian,unknown,medieval,auto
livy.ab_urbe_condita.part.1.books_1-10.tess,livy,ab_urbe_condita,Augustan,prose,historiography,auto
livy.ab_urbe_condita.part.2.books_21-30.tess,livy,ab_urbe_condita,Augustan,prose,historiography,auto
livy.ab_urbe_condita.part.3.books_31-40.tess,livy,ab_urbe_condita,Augustan,prose,historiography,auto
livy.ab_urbe_condita.part.4.books_41-45.tess,livy,ab_urbe_condita,Augustan,prose,historiography,auto
livy.ab_urbe_condita.tess,livy,ab_urbe_condita,Augustan,prose,historiography,auto
lucan.bellum_civile.part.1.tess,lucan,bellum_civile,Early Imperial,hexameter,epic,auto
lucan.bellum_civile.part.10.tess,lucan,bellum_civile,Early Imperial,hexameter,epic,auto
lucan.bellum_civile.part.2.tess,lucan,bellum_civile,Early Imperial,hexameter,epic,auto
lucan.bellum_civile.part.3.tess,lucan,bellum_civile,Early Imperial,hexameter,epic,auto
lucan.bellum_civile.part.4.tess,lucan,bellum_civile,Early Imperial,hexameter,epic,auto
lucan.bellum_civile.part.5.tess,lucan,bellum_civile,Early Imperial,hexameter,epic,auto
lucan.bellum_civile.part.6.tess,lucan,bellum_civile,Early Imperial,hexameter,epic,auto
lucan.bellum_civile.part.7.tess,lucan,bellum_civile,Early Imperial,hexameter,epic,auto
lucan.bellum_civile.part.8.tess,lucan,bellum_civile,Early Imperial,hexameter,epic,auto
lucan.bellum_civile.part.9.tess,lucan,bellum_civile,Early Imperial,hexameter,epic,auto
lucan.bellum_civile.tess,lucan,bellum_civile,Early Imperial,hexameter,epic,auto
lucifer_bishop_of_cagliari.de_non_conveniendo_cum_haereticis.tess,lucifer_bishop_of_cagliari,de_non_conveniendo_cum_haereticis,Late Antique,prose,theology,auto
lucifer_bishop_of_cagliari.de_non_parcendo_in_deum_delinquentibus.tess,lucifer_bishop_of_cagliari,de_non_parcendo_in_deum_delinquentibus,Late Antique,prose,theology,auto
lucifer_bishop_of_cagliari.de_regibus_apostaticis.tess,lucifer_bishop_of_cagliari,de_regibus_apostaticis,Late Antique,prose,theology,auto
lucifer_bishop_of_cagliari.epistulae.tess,lucifer_bishop_of_cagliari,epistulae,Late Antique,prose,theology,auto
lucifer_bishop_of_cagliari.moriendum_esse_pro_dei_filio.tess,lucifer_bishop_of_cagliari,moriendum_esse_pro_dei_filio,Late Antique,prose,theology,auto
lucretius.de_rerum_natura.part.1.tess,lucretius,de_rerum_natura,Republic,hexameter,didactic,auto
lucretius.de_rerum_natura.part.2.tess,lucretius,de_rerum_natura,Republic,hexameter,didactic,auto
lucretius.de_rerum_natura.part.3.tess,lucretius,de_rerum_natura,Republic,hexameter,didactic,auto
lucretius.de_rerum_natura.part.4.tess,lucretius,de_rerum_natura,Republic,hexameter,didactic,auto
lucretius.de_rerum_natura.part.5.tess,lucretius,de_rerum_natura,Republic,hexameter,didactic,auto
lucretius.de_rerum_natura.part.6.tess,lucretius,de_rerum_natura,Republic,hexameter,didactic,auto
lucretius.de_rerum_natura.tess,lucretius,de_rerum_natura,Republic,hexameter,didactic,auto
lupus_servatus.versus.tess,lupus_servatus,versus,Carolingian,prose,epistolary,auto
macrobius.fragment.tess,macrobius,fragment,Late Antique,prose,philosophy,auto
macrobius.in_somnium_Scipionis_commentarii.tess,macrobius,in_somnium_Scipionis_commentarii,Late Antique,prose,philosophy,auto
macrobius.saturnalia.part.1.tess,macrobius,saturnalia,Late Antique,prose,philosophy,auto
macrobius.saturnalia.part.2.tess,macrobius,saturnalia,Late Antique,prose,philosophy,auto
macrobius.saturnalia.part.3.tess,macrobius,saturnalia,Late Antique,prose,philosophy,auto
macrobius.saturnalia.part.4.tess,macrobius,saturnalia,Late Antique,prose,philosophy,auto
macrobius.saturnalia.part.5.tess,macrobius,saturnalia,Late Antique,prose,philosophy,auto
macrobius.saturnalia.part.6.tess,macrobius,saturnalia,Late Antique,prose,philosophy,auto
macrobius.saturnalia.part.7.tess,macrobius,saturnalia,Late Antique,prose,philosophy,auto
macrobius.saturnalia.tess,macrobius,saturnalia,Late Antique,prose,philosophy,auto
maffeo_veggio.aeneid.tess,maffeo_veggio,aeneid,Renaissance,hexameter,epic,auto
magnus_felix_ennodius.benedictio_cerei_i.tess,magnus_felix_ennodius,benedictio_cerei_i,Late Antique,prose,medieval,auto
magnus_felix_ennodius.benedictio_cerei_ii.tess,magnus_felix_ennodius,benedictio_cerei_ii,Late Antique,prose,medieval,auto
magnus_felix_ennodius.carmina.tess,magnus_felix_ennodius,carmina,Late Antique,prose,medieval,auto
magnus_felix_ennodius.de_vita_beati_antoni_monachi.tess,magnus_felix_ennodius,de_vita_beati_antoni_monachi,Late Antique,prose,medieval,auto
magnus_felix_ennodius.dictiones.tess,magnus_felix_ennodius,dictiones,Late Antique,prose,medieval,auto
magnus_felix_ennodius.ennodius_ambrosio_et_beato.tess,magnus_felix_ennodius,ennodius_ambrosio_et_beato,Late Antique,prose,medieval,auto
magnus_felix_ennodius.epistulae.tess,magnus_felix_ennodius,epistulae,Late Antique,prose,medieval,auto
magnus_felix_ennodius.eucharisticum_de_vita_sua.tess,magnus_felix_ennodius,eucharisticum_de_vita_sua,Late Antique,prose,medieval,auto
magnus_felix_ennodius.libellus_adversus_eos_qui_contra_synodum.tess,magnus_felix_ennodius,libellus_adversus_eos_qui_contra_synodum,Late Antique,prose,medieval,auto
magnus_felix_ennodius.panegyricus_theodorico_regi_dictus.tess,magnus_felix_ennodius,panegyricus_theodorico_regi_dictus,Late Antique,prose,medieval,auto
magnus_felix_ennodius.petitorium_quo_absolutus_est_gerontius_p.tess,magnus_felix_ennodius,petitorium_quo_absolutus_est_gerontius_p,Late Antique,prose,medieval,auto
magnus_felix_ennodius.praeceptum_quando_iussi_sunt_omnes_episc.tess,magnus_felix_ennodius,praeceptum_quando_iussi_sunt_omnes_episc,Late Antique,prose,medieval,auto
magnus_felix_ennodius.vita_epiphanii.tess,magnus_felix_ennodius,vita_epiphanii,Late Antique,prose,medieval,auto
manilius.astronomica.tess,manilius,astronomica,Augustan,hexameter,didactic,auto
manilius.astronomicon.part.1.tess,manilius,astronomicon,Augustan,hexameter,didactic,auto
manilius.astronomicon.part.2.tess,manilius,astronomicon,Augustan,hexameter,didactic,auto
manilius.astronomicon.part.3.tess,manilius,astronomicon,Augustan,hexameter,didactic,auto
manilius.astronomicon.part.4.tess,manilius,astronomicon,Augustan,hexameter,didactic,auto
manilius.astronomicon.part.5.tess,manilius,astronomicon,Augustan,hexameter,didactic,auto
manilius.astronomicon.tess,manilius,astronomicon,Augustan,hexameter,didactic,auto
marbodus_redonensis.certamina_septem_fratrum_machabaeorum.tess,marbodus_redonensis,certamina_septem_fratrum_machabaeorum,Medieval,unknown,medieval,auto
marcus_mincuius_felix.octavius.tess,marcus_mincuius_felix,octavius,Later Imperial,prose,theology,auto
martial.epigrams.part.1.tess,martial,epigrams,Early Imperial,lyric,satire,auto
martial.epigrams.part.10.tess,martial,epigrams,Early Imperial,lyric,satire,auto
martial.epigrams.part.11.tess,martial,epigrams,Early Imperial,lyric,satire,auto
martial.epigrams.part.12.tess,martial,epigrams,Early Imperial,lyric,satire,auto
martial.epigrams.part.13.tess,martial,epigrams,Early Imperial,lyric,satire,auto
martial.epigrams.part.14.tess,martial,epigrams,Early Imperial,lyric,satire,auto
martial.epigrams.part.2.tess,martial,epigrams,Early Imperial,lyric,satire,auto
martial.epigrams.part.3.tess,martial,epigrams,Early Imperial,lyric,satire,auto
martial.epigrams.part.4.tess,martial,epigrams,Early Imperial,lyric,satire,auto
martial.epigrams.part.5.tess,martial,epigrams,Early Imperial,lyric,satire,auto
martial.epigrams.part.6.tess,martial,epigrams,Early Imperial,lyric,satire,auto
martial.epigrams.part.7.tess,martial,epigrams,Early Imperial,lyric,satire,auto
martial.epigrams.part.8.tess,martial,epigrams,Early Imperial,lyric,satire,auto
martial.epigrams.part.9.tess,martial,epigrams,Early Imperial,lyric,satire,auto
martial.epigrams.tess,martial,epigrams,Early Imperial,lyric,satire,auto
martialis.de_spectaculis.tess,martialis,de_spectaculis,Early Imperial,hexameter,satire,auto
martialis.epigrammata_1.tess,martialis,epigrammata_1,Early Imperial,hexameter,satire,auto
